may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,13,34,5,2
02,7,7,36,76,93,88,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,22,5,4
03,6,10,35,77,101,107,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,8,2,3
04,1,7,36,49,204,111,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,22,6,6
05,4,6,64,64,200,122,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,22,18,4,1
07,7,25,22,60,102,115,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,11,13,8,2
08,3,10,47,80,108,116,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,30,4,2
10,4,6,47,68,121,96,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,190,30,8,5
11,3,5,37,46,72,94,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,118,7,3,2
12,7,5,33,53,67,68,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,10,-1,14
13,5,16,25,51,98,93,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13,10,-1,6
15,6,10,32,47,50,78,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,14,2,4
16,2,4,37,51,61,55,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,7,2
17,6,7,37,116,46,77,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,12,6,7
18,3,9,42,40,55,70,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,9,2,3
19,12,3,25,12,46,29,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,8,6,4
21,-1,2,9,44,56,47,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,13,14,1,1
22,2,4,28,53,38,42,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,13,3,6
23,10,9,26,49,55,45,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,14,4,5
24,3,7,30,93,45,32,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,6,5,6
25,3,4,38,32,51,46,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,10,5,3
26,5,4,18,24,31,52,49,39,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,14,3,4
27,3,5,45,48,41,46,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,19,4,3
28,6,6,9,31,49,65,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,16,8,2
29,2,7,13,33,50,46,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,9,6,5
30,5,5,49,50,50,78,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16,10,4,8
31,27,6,45,79,467,92,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
[E]dh,{8;:=Izjh{el}'kl
