may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,33,25,34,34,41,51,52,59,63,40,39,41,36,23,31,16,10,2,7,13,9,14,24,24
02,23,32,32,37,55,64,66,60,56,44,60,61,37,22,19,13,9,11,7,3,7,8,20,13
03,26,35,28,43,49,75,64,81,73,48,65,56,42,28,15,10,14,10,5,4,14,4,20,25
04,24,27,22,52,70,82,75,74,67,24,58,52,58,23,20,17,14,5,5,4,8,6,15,16
05,20,33,31,37,75,87,95,76,78,48,72,58,41,36,12,26,11,2,3,65,0,0,1,12
06,21,31,35,47,64,82,94,86,73,42,49,55,36,28,14,6,0,0,0,0,0,0,0,0
07,0,0,0,0,0,8,22,32,19,27,32,60,68,75,60,58,62,55,0,0,0,0,0,0
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11,3,7,6,2,11,10,13,7,19,22,14,33,44,40,37,36,34,28,11,21,9,11,13,4
12,4,7,7,3,3,3,3,4,6,5,5,4,8,5,6,3,26,21,16,14,4,5,5,2
13,5,1,8,1,4,12,12,15,20,17,22,21,33,31,22,23,28,23,13,8,13,7,4,10
14,4,1,4,2,13,8,18,19,13,15,10,25,33,26,29,31,30,22,20,18,9,6,7,6
15,1,1,1,4,10,11,15,18,15,17,14,18,30,24,33,22,26,16,9,16,10,9,10,9
16,4,2,2,2,2,7,9,12,14,16,14,27,32,30,27,35,18,18,12,13,11,7,9,4
17,5,3,6,2,9,13,22,12,16,15,23,23,19,19,22,18,22,12,13,11,13,7,9,8
18,6,1,2,6,3,11,15,11,14,23,14,40,27,31,30,18,25,26,13,10,5,4,11,15
19,3,4,2,5,4,15,9,16,23,23,20,31,28,36,25,24,14,21,20,14,13,9,7,2
20,7,31,16,3,3,13,12,11,18,20,18,25,13,29,32,31,100,93,80,15,9,16,9,11
21,3,6,5,6,11,19,27,28,30,38,38,32,30,47,36,42,19,17,10,4,3,5,5,3
22,2,3,3,1,3,8,14,20,14,23,14,18,13,13,16,22,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,9,10,3,7,6,5
24,2,2,0,2,3,6,7,17,13,19,22,24,27,23,21,23,24,16,13,15,7,6,5,9
25,3,6,0,2,1,10,19,16,9,16,20,16,28,23,20,23,23,17,8,3,7,10,4,3
26,4,0,3,1,0,4,19,15,14,17,22,29,14,16,25,20,17,14,15,28,7,8,7,6
27,4,2,5,5,8,10,9,14,13,16,21,23,19,20,13,29,17,15,27,18,12,8,8,9
28,2,2,1,1,4,6,3,8,5,12,18,44,9,7,39,7,48,28,83,93,71,25,71,50
29,77,93,2,1,2,6,11,8,5,7,9,4,8,8,13,68,104,13,7,24,36,38,15,1
30,1,0,6,0,0,5,9,10,6,5,9,6,8,10,9,7,4,1,1,2,3,3,4,0
31,0,0,21,8,4,4,2,3,3,2,7,9,9,13,9,8,4,8,5,5,2,1,4,0
