Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,11,15,8,9,18,17,16,17,20,25,20,23,21,37,21,29,18,14,12,19,11,7,10
2,5,2,4,11,14,17,12,8,17,16,22,32,19,21,16,26,31,38,28,22,11,20,144,2
3,2,3,5,5,9,11,21,20,30,31,42,18,26,28,31,24,21,35,27,11,18,22,14,8
4,5,12,6,9,10,15,15,11,25,26,30,22,22,23,28,31,30,40,18,19,4,9,4,5
5,3,8,10,10,23,11,25,14,25,26,29,37,34,22,28,33,39,49,22,21,93,82,7,3
6,5,7,13,8,2,7,11,10,13,11,15,17,28,40,25,33,29,49,30,17,28,20,17,15
7,9,3,1,5,18,9,5,7,11,16,30,15,14,12,24,36,30,21,23,22,28,20,22,3
8,4,4,11,22,18,14,12,26,26,31,46,32,25,36,36,27,34,30,97,143,18,19,7,8
9,6,15,14,7,25,14,18,25,35,32,24,27,16,31,27,37,41,35,36,24,10,8,7,10
10,9,17,22,12,14,16,19,20,25,18,25,29,24,21,37,29,36,21,22,21,27,5,12,14
11,7,10,8,16,14,6,31,12,14,14,25,15,18,23,26,33,30,39,26,26,30,14,14,3
12,7,8,5,28,32,29,27,30,39,51,44,42,53,47,60,72,59,41,14,21,17,29,12,9
13,10,11,10,27,21,23,19,22,56,48,57,54,52,64,56,55,33,35,33,20,20,12,11,6
14,3,6,8,8,15,10,13,17,27,23,28,25,38,45,61,54,64,80,58,43,36,22,22,14
15,11,26,18,19,21,27,24,38,34,39,49,41,47,60,59,43,68,120,46,45,52,30,20,24
16,9,8,28,21,27,50,36,34,46,51,41,47,39,54,56,62,89,57,57,39,40,197,26,29
17,24,7,21,26,30,30,22,48,53,50,48,49,60,62,60,61,82,69,67,44,62,33,35,83
18,49,52,26,44,17,43,25,31,31,39,55,55,47,51,50,54,75,50,55,49,42,37,23,28
19,20,22,22,24,36,29,28,30,28,43,50,57,42,41,55,70,64,65,67,72,62,46,19,14
20,19,16,28,14,28,33,17,31,44,34,45,42,43,52,58,60,64,33,21,29,37,24,27,14
21,14,13,27,3,6,11,19,31,158,528,244,29,120,32,42,32,37,41,29,30,20,26,15,14
22,20,14,16,14,12,25,15,65,41,32,27,30,32,31,40,48,39,39,27,35,26,39,5,11
23,10,12,16,17,26,16,18,24,37,32,28,50,27,31,45,16,22,28,12,21,18,26,10,8
24,8,18,-1,13,9,7,18,18,19,19,20,25,26,28,48,34,36,33,35,12,26,12,17,5
25,6,2,12,12,8,16,14,14,15,21,23,24,23,23,42,36,34,19,47,29,14,7,6,2
26,2,-1,4,2,8,16,10,22,22,21,29,25,19,25,26,25,35,48,68,19,11,13,8,4
27,3,6,3,12,32,23,14,16,16,26,27,23,28,28,33,26,24,27,22,22,37,23,6,2
28,5,2,3,8,34,20,25,22,17,37,22,16,25,39,36,35,39,40,27,26,33,18,9,1
29,3,2,3,9,10,11,9,17,14,14,20,16,18,15,22,20,26,36,25,28,23,16,7,2
30,4,13,4,14,17,39,47,24,12,16,8,12,17,23,29,27,31,18,28,19,23,14,11,6
31,6,3,5,14,9,16,16,29,25,21,25,11,18,41,24,36,23,39,104,43,17,17,5,3
