Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,16,12,15,20,4,-1,-1,-1,-1,-1,2,11,12,8,8,13,17,12,12,8,23,14,21,14
2,17,15,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,7,16,11,11,13,7,22,8
3,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,15,8,-1,-1,-1,5,15,10,9,18,12
4,17,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,12,8,7,11,11,12,20,17,24,19
5,19,20,13,22,11,7,11,13,9,-1,-1,-1,-1,9,13,6,8,10,10,15,12,18,24,17
6,13,12,5,13,12,13,3,4,-1,-1,11,-1,5,13,6,9,15,12,16,9,18,19,18,21
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,16,-1,-1,-1,-1,-1,-1
8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,7,16,7,-1,-1,15,9,11,13,15,17,16
9,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,8,12,13,8,7,20,15,15,12,23,23,22
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,8,8,6,11,8,12,20,23,19
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,10,14,16,-1,12,13,13,14,11,16,16,18
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,-1,-1,6,19,19,11,10,9,11,18,21,20
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,11,13,11,7,11,16,15,8,11,11,19,17
14,12,-1,-1,-1,-1,-1,-1,-1,-1,5,10,8,14,9,13,11,10,12,13,20,17,20,22,22
15,16,15,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,14,12,13,14,14,17,23,20
16,16,14,-1,-1,-1,-1,-1,-1,-1,-1,11,10,-1,-1,-1,16,18,16,13,11,16,17,13,9
17,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,11,6,12,10,15,13,17,22,17
18,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,12,15,13,16,14,30,20
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,9,20,14,10,14,16,18
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,6,6,-1,-1,14,17,-1,13,10,22,24,17,-1,-1
21,17,15,16,11,11,7,12,-1,-1,6,-1,-1,-1,-1,-1,13,11,11,19,16,13,24,14,13
22,15,17,11,18,16,16,14,6,5,-1,6,15,16,-1,-1,-1,16,11,15,16,13,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,12,-1,-1,8,20,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,6,15,15,17,12,-1,-1,18,21,13,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,16,16,15,16,13,4,23,13,20,8,-1,-1
26,15,-1,-1,-1,-1,17,16,7,1,7,5,10,10,12,17,9,17,18,18,12,-1,-1,-1,-1,-1
27,23,19,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,20,13,14,19,19,19,15,21,24,23
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11,12,11,-1,9,17,7,8,16,19,13,16,15
29,19,13,14,13,10,-1,-1,5,8,2,4,8,8,13,12,-1,10,8,13,14,17,12,12,16
30,22,-1,-1,-1,-1,-1,-1,-1,-1,4,7,4,12,7,12,11,3,17,21,21,15,17,22,15
31,17,15,17,12,20,-1,-1,-1,2,9,6,13,7,13,20,12,16,15,10,16,20,16,24,14
