jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,17,19,11,11,17,18,13,10,10,13,14,17,23,19,17,18,23,16,31,34,34,30,42,26
02,36,19,-1,-1,14,23,18,13,11,8,14,16,18,-1,-1,26,21,24,20,39,40,51,45,37
03,-1,-1,-1,-1,18,15,14,-1,-1,-1,-1,10,14,18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,10,-1,-1,-1,-1,10,12,11,-1,-1,-1,9,15,21,30,29,23,30,43,40,34,51,45,24
05,19,-1,-1,9,19,14,14,13,11,7,12,-1,14,15,17,27,-1,27,31,26,33,33,36,23
06,-1,-1,-1,14,-1,29,15,20,-1,-1,14,9,13,16,21,13,19,24,16,26,36,32,37,-1,-1
07,-1,-1,-1,-1,-1,12,11,15,8,8,9,11,20,16,26,24,28,30,22,36,41,44,35,18
08,16,14,16,8,20,14,12,14,8,-1,10,14,13,23,33,23,24,28,25,30,29,29,29,26
09,-1,-1,19,18,-1,18,18,14,11,10,12,23,14,16,25,23,36,39,44,52,48,58,29,38
10,24,-1,13,12,7,15,10,13,6,11,9,12,17,28,26,26,22,35,33,31,29,36,39,27
11,28,-1,-1,-1,-1,-1,-1,-1,-1,4,6,9,15,20,25,21,30,31,27,26,33,46,37,30
12,25,14,14,27,13,17,15,10,7,13,10,13,6,16,25,35,28,44,35,37,55,48,36,35
13,-1,4,14,13,21,11,12,-1,16,11,5,12,26,18,26,30,26,31,35,34,41,55,32,32
14,28,22,14,22,-1,-1,-1,-1,18,12,17,13,13,27,39,46,37,47,45,48,46,51,53,39
15,24,22,22,12,9,19,11,17,17,12,13,19,16,23,39,29,48,41,37,47,45,44,43,40
16,28,-1,-1,-1,19,17,29,15,8,13,23,15,27,23,39,42,41,39,43,60,45,29,33,30
17,18,21,14,18,-1,-1,-1,14,16,11,10,15,16,32,32,34,32,39,42,54,41,44,44,26
18,26,21,18,16,11,13,21,16,15,13,19,19,15,32,28,37,32,38,36,45,51,45,47,31
19,29,9,13,15,12,17,9,15,13,15,12,14,17,16,23,28,29,38,41,49,42,53,37,34
20,21,10,19,18,20,19,13,15,8,16,14,18,20,19,26,18,39,33,44,49,48,28,38,24
21,-1,-1,10,22,-1,-1,-1,-1,-1,-1,-1,-1,17,20,25,35,34,43,40,35,46,38,33,-1,-1
22,21,-1,-1,-1,-1,14,17,21,-1,-1,-1,28,21,29,35,40,45,38,47,49,50,49,36,31
23,-1,10,12,14,7,-1,12,20,12,11,16,13,27,34,38,27,44,43,40,64,53,40,30,19
24,16,-1,-1,-1,-1,-1,13,10,17,10,15,11,29,40,39,55,49,48,44,44,45,34,42,40
25,-1,-1,-1,-1,-1,18,14,11,8,8,9,18,14,33,42,47,42,53,41,49,53,39,30,23
26,25,8,-1,-1,-1,-1,10,11,8,13,15,18,31,51,47,52,56,46,52,57,51,52,40,28
27,18,19,8,11,-1,19,10,12,9,7,15,15,32,38,52,42,51,45,56,53,33,38,37,25
28,-1,-1,-1,-1,12,10,14,8,13,18,20,12,23,27,52,67,59,58,49,60,56,42,35,14
29,23,10,9,10,12,19,15,15,15,10,17,16,25,45,42,49,64,59,73,48,81,58,24,27
30,26,15,14,12,-1,-1,-1,-1,-1,11,10,19,22,35,64,53,34,56,48,66,53,41,39,29
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,10,16,17,38,55,53,54,46,52,50,61,-1,-1,-1,-1
