jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,19,14,28,49,35,16,82,72,76,64,40,63,60,27,21,28,13,15,9,3,10,13,5,6
02,10,9,29,37,29,-1,-1,18,20,19,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6
03,9,18,27,30,43,30,24,31,20,41,74,36,31,19,14,-1,-1,-1,-1,-1,10,9,3,5
04,13,13,30,-1,-1,-1,-1,-1,-1,-1,-1,22,33,7,12,5,-1,-1,-1,-1,-1,26,7,8
05,23,26,32,33,46,40,-1,-1,-1,-1,35,19,15,7,7,22,17,-1,-1,7,23,7,7,4
06,24,15,19,20,21,17,18,22,21,18,23,26,10,19,10,-1,-1,-1,-1,10,8,5,7,6
07,14,19,8,35,44,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,20
08,17,14,19,-1,-1,29,27,-1,-1,-1,-1,16,17,32,27,-1,-1,6,5,4,7,6,10,7
09,7,25,29,38,41,27,34,25,19,15,20,-1,-1,-1,-1,24,21,11,4,8,5,10,6,4
10,8,18,22,47,33,30,23,16,20,25,41,41,41,6,-1,-1,7,9,5,26,10,8,6,7
11,11,16,32,37,-1,26,25,44,7,-1,-1,-1,-1,-1,-1,6,3,8,-1,-1,-1,12,6,11
12,14,10,18,22,24,32,-1,-1,-1,34,37,-1,-1,10,5,9,6,7,3,7,36,7,3,6
13,8,17,26,40,45,25,30,16,14,18,11,26,8,6,18,9,4,6,8,12,7,7,6,7
14,7,18,19,27,27,24,36,14,21,39,-1,-1,-1,9,-1,-1,-1,-1,-1,29,4,7,7,6
15,11,13,45,42,19,70,20,10,59,32,33,62,20,11,24,10,7,2,6,10,9,31,7,7
16,16,11,41,40,19,22,22,17,19,30,29,12,16,13,17,21,19,17,7,26,6,13,8,9
17,13,24,33,20,36,19,24,21,25,34,24,13,32,6,15,33,18,3,49,64,10,13,8,7
18,17,21,29,25,64,34,26,24,35,86,43,14,37,4,5,18,12,6,9,12,12,27,4,12
19,16,23,40,25,41,49,35,21,31,30,30,58,12,13,24,8,6,9,5,11,7,19,11,9
20,13,21,25,-1,-1,33,31,36,-1,19,16,20,16,12,7,7,3,3,9,14,10,18,6,8
21,10,17,23,35,23,19,20,40,11,18,36,14,15,6,12,7,9,14,-1,-1,6,4,6,15
22,11,17,27,27,26,18,10,34,14,26,42,33,24,12,6,26,5,7,6,12,4,8,23,10
23,10,19,24,27,-1,-1,-1,-1,31,-1,44,-1,-1,34,39,5,3,-1,-1,18,10,14,5,9
24,12,28,18,32,12,10,9,8,13,14,10,11,8,8,4,4,3,5,5,9,8,6,5,11
25,21,26,17,29,21,20,21,48,13,24,11,28,49,2,3,3,2,3,10,6,5,7,5,47
26,16,20,27,32,25,6,11,7,15,16,14,16,-1,-1,35,9,18,-1,-1,-1,38,5,15,8
27,14,18,38,24,15,17,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,13
28,25,50,32,58,53,18,8,44,11,41,-1,-1,-1,-1,-1,49,37,-1,-1,-1,42,11,42,16
29,24,29,33,57,25,2,4,11,5,45,-1,-1,-1,23,23,3,-1,-1,-1,-1,11,10,30,14
30,22,25,-1,37,30,39,13,17,10,16,23,18,7,20,3,26,30,4,10,9,11,9,11,26
31,30,52,31,36,26,15,6,9,21,13,10,9,8,8,4,2,7,3,27,3,9,11,14,26
