jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,24,12,29,25,25,30,40,37,31,25,23,23,12,14,21,19,24,23,7,9,12,13,13,19
02,17,10,22,29,23,17,22,35,35,36,19,-1,-1,-1,-1,-1,-1,-1,13,6,5,13,8,18
03,21,19,37,15,27,22,18,25,28,21,28,26,15,15,13,21,-1,-1,7,8,9,8,11,12
04,13,21,19,21,31,26,47,51,24,17,24,17,14,9,8,9,8,5,-1,-1,-1,11,12,26
05,14,35,24,19,30,23,30,32,30,26,17,13,11,13,14,12,17,15,14,14,26,10,19,24
06,28,21,33,32,34,35,34,37,43,20,26,49,15,18,16,19,-1,-1,-1,-1,-1,29,16,15
07,24,27,38,23,22,31,37,31,34,32,54,20,14,25,17,-1,-1,-1,-1,-1,-1,11,15,19
08,20,24,19,18,22,22,22,29,25,21,15,24,18,12,10,7,13,16,10,8,6,6,16,20
09,11,27,18,25,19,30,21,21,33,17,20,15,17,10,12,-1,19,15,22,16,7,12,12,9
10,26,20,15,18,27,25,25,19,35,30,23,22,6,15,9,19,14,11,7,7,12,16,10,12
11,26,25,22,13,24,33,20,21,24,22,15,12,9,9,10,10,13,13,8,9,18,19,16,15
12,14,17,23,24,19,18,13,20,10,16,13,22,15,13,13,17,9,9,5,11,6,2,12,18
13,17,13,17,20,23,26,26,17,21,17,14,12,10,12,4,8,16,7,15,9,12,8,16,3
14,17,22,22,14,24,25,20,19,19,22,21,12,19,21,10,14,12,9,24,4,9,10,16,21
15,17,19,25,38,25,35,23,19,21,20,23,15,11,17,13,16,9,15,13,10,14,14,20,27
16,33,42,18,27,23,25,18,20,17,19,28,28,20,9,15,17,11,16,9,18,15,21,24,19
17,28,30,34,31,37,25,19,17,25,20,21,17,17,9,10,14,14,12,12,9,5,7,6,11
18,18,30,31,34,27,28,26,27,37,23,32,13,18,12,18,25,12,15,11,10,18,25,20,15
19,26,23,26,25,30,29,22,21,23,19,15,28,14,20,19,19,14,20,17,10,17,15,15,23
20,17,24,28,30,38,30,22,34,24,24,23,16,14,11,13,17,22,8,11,16,16,21,20,27
21,25,30,33,28,35,25,33,18,21,33,19,21,24,16,13,16,13,17,11,12,9,12,18,11
22,15,20,8,14,24,19,32,21,17,26,20,19,13,15,16,15,18,34,-1,20,26,6,11,7
23,11,18,20,10,9,16,8,10,26,30,12,15,21,16,17,22,19,16,9,14,14,12,20,26
24,36,32,33,23,50,25,24,23,23,26,24,15,15,17,21,17,17,18,9,21,18,9,26,32
25,40,30,50,41,34,46,32,25,30,26,64,18,18,7,9,7,6,15,5,8,17,3,16,21
26,14,12,11,18,15,18,12,12,8,12,11,27,7,5,21,3,9,5,3,1,2,6,8,12
27,14,19,10,24,23,12,18,5,4,12,7,1,3,5,4,2,2,3,2,10,4,4,3,9
28,12,17,17,20,20,15,15,9,9,4,9,4,3,7,7,7,-1,-1,-1,6,7,7,9,16
29,18,18,20,17,21,22,16,10,5,19,-1,-1,-1,-1,10,2,5,7,2,3,7,2,10,17
30,17,12,18,13,14,14,5,4,5,3,7,3,2,6,8,4,4,8,23,-1,22,3,10,10
31,23,17,15,12,15,15,12,2,7,2,7,3,5,3,-1,11,8,4,-1,-1,8,7,8,11
