feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,99,49,60,53,68,61,43,39,70,82,50,49,35,44,17,23,8,13,13,28,41,48,63,71
2,57,57,57,48,59,77,58,54,63,55,54,61,45,29,21,24,12,11,15,24,43,47,70,86
3,53,56,62,61,82,54,53,47,58,43,56,61,43,42,23,35,17,24,20,22,44,44,43,89
4,75,73,68,79,80,90,64,63,73,57,101,75,53,70,30,30,9,13,21,41,47,39,71,55
5,64,58,67,82,92,94,82,56,62,74,92,61,53,37,25,26,15,23,24,32,46,63,92,81
6,57,87,67,108,113,105,93,68,86,74,48,43,45,25,16,18,16,14,33,33,44,57,64,73
7,73,71,76,86,83,93,61,69,68,61,79,70,53,38,30,18,26,22,22,37,46,71,57,74
8,88,59,87,101,92,61,86,70,77,73,52,69,38,51,21,33,17,20,18,28,40,49,62,85
9,83,53,54,69,74,76,77,58,59,73,67,79,64,43,17,20,22,21,16,41,34,56,79,81
10,51,61,60,70,67,61,85,71,76,84,94,64,63,58,31,31,22,23,31,42,47,102,86,110
11,78,47,64,87,86,101,93,87,84,123,91,105,83,56,52,37,25,16,30,46,56,60,67,82
12,78,81,70,92,91,87,55,74,87,74,91,84,53,56,28,28,29,16,24,31,43,58,67,84
13,78,49,83,74,101,82,83,71,81,90,99,63,60,34,32,19,26,23,30,31,48,62,73,78
14,111,95,68,69,78,100,91,70,67,80,95,79,53,49,40,20,18,27,18,33,36,59,56,72
15,78,67,66,53,97,70,64,69,93,92,91,65,58,40,26,30,20,18,16,36,44,62,68,76
16,77,84,58,78,115,94,97,65,63,69,80,81,67,52,33,24,17,13,16,25,36,44,52,69
17,64,68,59,76,110,90,93,78,96,66,56,70,40,47,38,30,29,23,20,43,38,73,85,80
18,69,56,64,63,78,80,73,72,78,91,106,71,69,54,41,28,26,19,29,42,39,61,79,59
19,65,54,62,78,71,89,81,70,72,84,114,89,46,50,34,38,26,24,25,28,42,63,73,83
20,89,75,83,81,82,119,85,57,66,67,66,67,55,42,31,29,13,26,20,29,27,52,70,126
21,81,81,94,80,84,88,79,77,68,58,80,63,35,29,38,20,13,14,32,27,37,49,55,73
22,66,57,65,66,80,85,79,66,86,65,77,73,52,36,45,21,23,23,24,48,43,66,76,89
23,69,56,60,98,98,83,109,80,89,92,83,96,52,73,51,47,32,21,19,33,45,60,96,94
24,66,59,56,63,82,100,74,82,84,85,105,95,57,43,30,18,21,21,18,21,40,56,76,55
25,61,47,53,86,58,79,86,57,73,96,92,72,63,28,26,30,14,19,20,36,39,48,68,88
26,77,73,58,88,73,92,91,83,86,78,84,75,70,34,25,16,22,8,28,35,43,56,70,88
27,64,49,82,70,92,81,97,102,89,86,77,69,44,37,51,25,21,21,22,26,37,57,71,100
28,76,83,85,84,100,76,66,74,80,57,63,61,31,56,36,19,18,13,19,31,42,67,76,66
