aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,81,93,96,91,76,58,48,48,35,33,33,16,22,16,16,26,15,16,18,13,36,35,44,65
02,70,76,68,79,79,58,55,39,53,35,31,35,29,21,19,27,11,18,17,17,30,30,58,81
03,103,83,83,70,72,63,57,58,36,41,28,22,24,17,19,18,16,19,15,20,25,38,58,64
04,79,68,74,73,66,70,64,54,47,37,39,26,26,14,26,26,15,27,24,23,19,31,45,72
05,82,83,81,68,60,53,44,50,47,44,30,17,32,22,17,14,14,29,18,33,25,42,48,74
06,58,61,78,72,79,64,57,46,35,34,33,20,19,22,31,17,23,23,24,26,27,28,33,52
07,76,74,72,59,56,54,53,53,44,51,29,28,23,21,24,26,12,11,21,27,29,30,43,51
08,72,75,71,53,64,65,53,51,42,57,45,26,29,21,17,27,12,17,23,20,19,42,79,79
09,70,64,78,66,63,75,63,67,52,38,44,43,17,19,27,21,27,20,17,18,21,28,33,61
10,75,83,72,93,72,80,65,80,28,45,43,47,35,36,17,25,24,23,24,25,30,56,72,71
11,79,59,70,71,59,57,63,51,63,39,46,42,31,28,30,28,18,22,25,28,21,36,46,76
12,72,75,93,86,101,66,80,63,55,72,54,52,46,51,57,26,25,34,29,29,39,50,75,85
13,103,119,122,100,86,107,81,74,67,56,39,69,38,30,35,31,19,25,33,31,35,47,64,72
14,103,71,83,85,77,52,41,52,57,58,37,36,43,30,33,40,19,28,29,19,36,39,49,60
15,72,92,87,57,67,66,62,62,45,50,40,49,33,33,33,24,26,31,36,38,23,52,72,67
16,84,87,65,52,62,58,66,60,44,46,40,25,25,25,31,36,20,23,21,24,24,48,49,42
17,60,50,65,72,84,62,75,54,48,57,36,36,44,29,35,31,19,19,26,32,28,28,68,47
18,45,72,63,65,53,54,49,67,46,39,34,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,60
19,81,66,87,59,65,64,47,48,52,55,49,50,59,39,30,39,25,16,23,22,26,39,48,67
20,61,52,81,48,62,58,46,59,64,57,35,38,26,29,26,21,-1,-1,-1,29,28,42,46,53
21,58,69,49,55,39,57,36,64,41,47,48,29,30,23,31,15,26,29,28,27,24,42,53,46
22,73,54,60,69,52,63,52,51,52,30,29,17,21,23,21,19,29,29,27,32,19,46,55,47
23,62,73,59,56,58,57,60,56,35,35,44,31,45,18,34,21,32,18,24,29,23,45,39,54
24,57,65,45,39,35,44,46,47,46,37,48,30,30,25,28,26,17,25,15,22,23,44,47,57
25,63,65,56,58,66,52,45,47,39,38,40,37,35,29,27,19,20,13,23,24,22,30,44,69
26,52,51,90,51,61,51,67,60,42,45,37,37,19,17,18,20,23,11,20,51,24,45,54,57
27,58,64,66,43,56,46,52,51,45,45,46,44,21,27,29,25,30,28,29,28,26,44,32,54
28,43,61,63,50,81,61,47,71,76,52,40,43,31,24,23,18,19,24,24,24,38,26,43,56
29,58,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,30,37,47,60
30,66,75,65,49,56,51,53,41,49,55,30,25,29,27,31,25,22,19,22,25,33,32,41,57
31,65,58,62,65,67,50,46,48,46,40,48,48,43,34,25,21,27,24,14,22,-1,-1,-1,-1,-1
