aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,53,72,75,81,58,-1,-1,-1,-1,-1,-1,-1,-1,23,25,23,19,27,8,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,3,-1,55,72,78,47,31,39,39,18,25,20,24,16,16,32,47,59
03,-1,-1,-1,-1,-1,-1,-1,-1,45,31,28,29,33,22,27,18,29,33,30,18,34,53,68,74
04,101,110,97,104,102,111,113,67,61,33,14,-1,26,27,32,37,31,36,43,19,35,40,46,58
05,81,92,82,79,84,86,48,41,40,43,21,14,22,34,21,31,33,27,46,47,49,59,71,80
06,107,88,111,119,120,120,66,75,70,34,33,32,58,48,36,50,46,34,26,28,28,44,50,58
07,80,74,70,91,79,97,93,83,47,46,38,41,59,60,42,37,29,23,34,29,21,35,49,53
08,81,59,66,61,52,65,73,29,-1,7,23,34,30,24,34,29,28,24,20,33,35,20,36,53
09,69,70,62,76,84,79,60,50,42,31,37,40,23,25,29,33,25,24,24,40,30,29,38,38
10,67,60,69,70,65,53,53,49,47,36,28,37,33,35,38,32,30,23,16,20,24,26,31,32
11,32,45,26,38,45,38,28,35,60,-1,22,36,42,35,35,42,27,29,42,42,51,56,58,55
12,53,70,67,56,80,56,70,62,57,70,57,55,38,43,46,39,38,39,54,34,44,44,86,68
13,70,89,73,71,80,82,62,57,46,71,85,59,59,53,35,40,32,42,35,29,42,44,41,65
14,53,58,49,25,29,32,22,33,24,19,18,21,13,27,15,18,21,14,9,11,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,24,47,54,45,42,43,36,35,24,19,34,36,40,35,39,39,75,71,80,85,83,101
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,58,77,64,83,80,90,65,46,49,76,56,55,61,48,57,59,73
20,83,103,81,85,92,104,96,112,63,69,77,81,62,62,72,85,59,52,73,49,48,34,54,73
21,64,90,66,75,74,84,59,57,54,47,48,38,40,52,47,54,49,38,44,52,35,46,11,45
22,71,64,62,60,59,66,60,71,42,45,43,39,48,41,42,34,39,28,43,38,29,38,39,51
23,69,59,61,62,62,68,67,58,42,45,36,40,37,41,34,37,37,53,39,34,38,45,47,42
24,49,65,44,59,51,60,61,57,46,38,47,29,39,35,30,41,35,35,20,23,30,38,29,60
25,59,50,52,62,51,49,75,41,40,40,49,42,44,44,50,37,39,32,27,35,50,61,55,61
26,75,61,77,77,65,90,80,71,63,53,53,47,52,45,53,45,44,36,41,33,39,62,39,52
27,69,63,70,66,84,78,82,58,52,54,44,43,40,54,46,45,50,57,52,61,60,62,71,75
28,97,83,88,88,94,109,105,78,67,67,73,69,76,66,69,76,45,53,67,67,57,67,55,70
29,98,114,93,104,103,98,91,90,69,61,49,42,57,45,58,57,37,56,44,48,38,47,47,56
30,61,65,81,79,81,78,83,71,58,60,72,67,58,50,57,66,75,56,59,36,54,54,58,73
31,80,78,61,84,97,93,73,69,61,64,45,67,59,62,61,72,56,51,65,49,63,67,82,86
[E]hgmpI}lel`z`fg'o0'jf',b
