aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,8,10,17,14,13,6,4,10,6,4,12,1,4,3,5,2,3,5,3,0,4,7,9,12
02,7,12,12,12,17,17,11,10,12,10,9,6,9,4,3,11,1,8,4,7,2,10,8,6
03,15,10,14,13,20,17,13,10,3,7,3,6,3,4,5,8,5,2,4,3,4,4,8,11
04,5,21,19,17,17,13,12,9,7,4,8,4,6,4,5,9,2,5,4,7,3,5,5,13
05,13,13,12,7,15,7,9,7,8,8,6,5,2,7,6,3,3,11,4,6,4,11,10,15
06,9,11,14,19,21,16,7,9,13,9,8,8,9,5,4,1,8,7,5,8,7,3,5,9
07,14,12,17,12,17,13,8,9,8,11,4,9,8,3,6,5,3,1,5,5,4,5,12,7
08,13,17,19,14,12,16,11,9,10,11,8,7,7,2,7,5,1,1,1,5,8,3,13,12
09,13,9,16,19,23,17,13,16,6,9,4,8,8,1,7,1,8,5,2,6,4,3,5,5
10,8,6,9,17,25,18,12,18,9,10,18,10,6,8,4,8,7,7,6,5,6,5,12,11
11,15,17,18,21,26,9,19,8,18,11,4,5,5,11,12,7,6,11,5,5,5,6,9,10
12,12,29,20,37,37,13,21,11,23,16,13,11,10,10,14,9,6,4,11,10,12,14,15,23
13,26,43,48,38,40,34,30,22,28,17,14,16,14,18,13,14,9,9,9,9,10,15,9,12
14,27,18,20,20,43,12,16,15,20,15,9,9,9,9,6,10,7,9,9,3,8,7,13,10
15,13,18,25,16,14,10,12,7,8,11,6,5,6,10,7,3,9,8,6,7,8,6,4,12
16,17,7,12,12,8,15,12,10,8,14,7,6,7,4,1,6,1,3,11,4,8,4,6,4
17,10,10,18,13,18,11,15,14,7,5,5,4,7,9,7,9,6,5,11,7,6,5,8,7
18,8,15,11,7,13,7,10,9,7,5,6,7,3,5,5,3,5,6,3,5,5,1,7,6
19,8,7,6,9,9,9,9,8,6,14,5,7,5,10,10,7,7,4,3,9,5,4,10,9
20,7,7,10,11,14,9,5,17,7,10,5,6,6,4,3,2,7,9,4,3,3,3,2,9
21,7,12,9,13,15,14,9,8,9,9,7,4,3,3,6,2,7,5,6,2,1,3,4,6
22,7,12,16,13,9,7,6,8,9,3,6,2,3,5,4,5,5,4,3,5,6,6,8,3
23,7,12,10,10,12,10,6,10,7,8,4,1,5,3,6,2,8,6,6,0,4,4,6,3
24,2,2,8,7,5,10,7,4,4,4,6,4,7,4,1,3,2,4,4,5,4,4,3,3
25,3,8,7,6,3,8,8,4,2,2,7,5,6,5,6,4,1,3,4,1,4,6,8,5
26,7,7,7,9,8,9,7,7,2,9,5,5,6,5,4,0,3,1,2,4,5,7,4,3
27,8,7,12,5,5,8,8,6,6,6,5,2,7,5,7,5,6,7,5,9,0,9,3,9
28,6,5,7,12,12,16,6,12,10,7,3,2,8,7,6,3,4,5,4,6,7,4,3,5
29,9,8,11,4,7,6,1,7,8,5,9,7,6,3,4,4,3,3,4,2,3,6,3,7
30,8,6,10,11,3,7,13,6,4,8,5,3,7,7,4,5,1,2,7,1,5,3,2,5
31,7,9,6,10,7,5,8,7,12,5,9,5,3,9,4,7,7,4,-1,-1,-1,-1,-1,-1,-1
