aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,345,356,413,323,371,309,292,304,387,325,165,278,252,186,133,99,-1,-1,111
02,63,87,190,153,128,176,165,246,249,293,369,356,331,371,302,255,277,-1,-1,-1,137,115,78,-1,-1
03,-1,-1,-1,-1,151,162,192,192,257,258,245,282,203,347,343,315,161,170,145,153,104,110,-1,-1,-1
04,95,91,71,82,104,137,145,193,172,230,239,275,229,200,217,267,229,232,271,152,143,176,205,-1,-1
05,-1,-1,-1,-1,235,240,311,223,254,270,233,214,206,223,179,282,249,225,178,174,164,243,250,123
06,-1,-1,245,240,318,304,384,407,376,349,349,314,302,307,336,305,325,306,317,238,228,-1,-1,-1,-1
07,-1,273,264,220,168,254,251,289,269,255,261,262,265,287,347,230,236,238,245,174,151,124,142,150
08,126,107,135,154,128,196,245,289,309,297,277,308,287,269,-1,-1,-1,-1,-1,-1,-1,212,224,153
09,-1,-1,136,134,113,209,260,315,354,340,336,279,291,276,305,290,301,-1,-1,-1,-1,-1,253,248
10,252,277,225,197,288,288,362,384,399,367,310,328,294,312,234,303,334,262,-1,223,278,244,251,169
11,149,141,-1,-1,244,311,319,268,329,334,359,321,310,283,291,192,301,246,263,276,267,211,247,271
12,255,254,233,242,304,334,283,309,320,308,308,235,246,199,218,263,228,189,246,276,283,218,256,266
13,265,253,211,270,308,338,321,254,271,252,187,173,144,74,82,171,190,236,248,224,278,189,247,232
14,208,241,243,256,326,344,326,336,333,339,292,272,223,320,270,292,264,309,241,254,269,275,243,250
15,255,239,213,266,274,290,248,334,345,320,303,317,270,289,305,306,276,-1,-1,-1,-1,-1,-1,-1,-1
16,252,271,-1,-1,306,370,300,367,384,-1,-1,-1,331,317,336,-1,-1,326,316,296,284,295,233,-1,-1
17,-1,-1,-1,-1,-1,-1,324,317,319,339,305,319,-1,-1,361,332,320,-1,-1,-1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,349,-1,-1,-1,385,342,380,342,296,312,-1,256,237,-1,-1
19,246,258,316,319,308,341,374,388,384,381,388,383,372,410,378,371,362,348,333,299,300,297,283,261
20,236,273,280,303,280,313,372,373,418,370,360,344,347,385,361,358,327,326,307,312,318,320,294,264
21,243,259,263,244,266,324,336,371,380,372,402,392,421,361,388,339,357,-1,-1,-1,-1,-1,-1,245
22,240,-1,-1,-1,-1,240,329,340,375,401,399,368,339,380,382,344,332,-1,-1,-1,-1,-1,-1,-1,-1
23,204,222,-1,-1,-1,-1,-1,337,378,355,355,298,353,315,325,350,348,320,-1,-1,-1,-1,238,-1,-1
24,232,211,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,311,330,295,-1,-1,-1,246,268,250,266,234
25,88,172,144,130,107,141,143,207,202,220,193,191,207,204,224,239,325,208,115,107,105,83,100,88
26,92,108,98,119,194,249,196,229,245,255,219,269,281,297,233,227,205,141,106,94,84,86,109,94
27,104,-1,-1,-1,109,155,167,144,173,128,177,223,185,161,161,186,173,111,118,110,-1,-1,90,-1,-1
28,-1,80,-1,-1,-1,152,145,137,-1,-1,156,189,163,156,136,154,146,142,-1,-1,139,114,79,81
29,77,80,65,70,75,113,109,137,129,130,152,162,170,154,132,135,123,140,104,100,77,58,72,59
30,57,68,-1,93,-1,-1,-1,130,65,117,116,108,102,146,128,113,95,150,-1,-1,101,41,61,53
31,-1,-1,-1,-1,-1,125,129,-1,51,124,117,-1,133,130,143,138,146,132,117,101,83,90,89,-1,-1
