2016,230,49,04/01,28/12,12/01,2.1,120,103
2015,230,49,04/01,28/12,12/01,2.1,120,81
2014,230,49,03/01,28/12,12/01,2.1,120,142
2013,230,49,03/01,28/12,12/01,2.1,120,142
2012,230,49,04/01,28/12,12/01,2.1,120,97
2011,230,49,04/01,28/12,12/01,2.1,120,96
2010,230,49,03/01,28/12,12/01,2.1,120,98
2007,230,49,04/01,01/01,05/01,2.1,120,51
2006,230,49,03/01,01/01,05/01,2.1,120,88
2005,230,49,03/01,01/01,05/01,2.1,120,154
