2016,95,16,21/10,02/10,07/11,2.5,15,34
2015,95,16,21/10,02/10,07/11,2.5,15,33
2014,95,16,21/10,02/10,07/11,2.5,18,28
2013,95,16,21/10,02/10,07/11,2.5,20,20
2012,95,16,21/10,02/10,07/11,2.5,25,41
2011,95,16,21/10,02/10,07/11,2.5,25,41
2010,95,16,21/10,02/10,07/11,2.5,30,56
2007,95,16,21/10,02/10,07/11,2.5,23,103
2006,95,16,21/10,02/10,07/11,2.5,23,104
2005,95,16,21/10,02/10,07/11,2.5,23,44
