2016,48,58,12/08,17/07,24/08,2.2,100,150
2015,48,58,13/08,17/07,24/08,2.2,100,95
2014,48,58,13/08,17/07,24/08,2.2,100,68
2013,48,58,12/08,17/07,24/08,2.2,100,109
2012,48,58,12/08,17/07,24/08,2.2,100,122
2011,48,58,13/08,17/07,24/08,2.2,100,58
2010,48,58,12/08,17/07,24/08,2.2,100,142
2007,46,58,13/08,17/07,24/08,2.6,100,145
2006,46,58,12/08,17/07,24/08,2.6,100,90
2005,46,58,12/08,17/07,24/08,2.6,100,102
