2016,152,22,17/11,06/11,30/11,2.5,15,9
2015,152,22,18/11,06/11,30/11,2.5,15,16
2014,152,22,17/11,06/11,30/11,2.5,15,19
2013,152,22,17/11,06/11,30/11,2.5,15,21
2012,152,22,17/11,06/11,30/11,2.5,15,47
2011,152,22,18/11,06/11,30/11,2.5,20,40
2010,152,22,17/11,10/11,23/11,2.5,20,41
2007,153,22,18/11,10/11,23/11,2.5,15,47
2006,153,22,19/11,14/11,21/11,2.5,100,55
2005,153,22,17/11,14/11,21/11,2.5,20,24
