2016,112,33,14/12,04/12,17/12,2.6,120,77
2015,112,33,14/12,04/12,17/12,2.6,120,163
2014,112,33,14/12,04/12,17/12,2.6,120,143
2013,112,33,14/12,04/12,17/12,2.6,120,133
2012,112,33,13/12,04/12,17/12,2.6,120,134
2011,112,33,14/12,04/12,17/12,2.6,120,161
2010,112,33,14/12,07/12,17/12,2.6,120,142
2007,112,33,14/12,07/12,17/12,2.6,120,179
2006,112,33,14/12,07/12,17/12,2.6,120,170
2005,112,33,14/12,07/12,17/12,2.6,120,155
