aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,1,0,3,2,4,5,0,0,2,0,2,0,0,1,0,4,0,0,0,0,0,0,2,""
02,1,1,0,1,3,2,2,2,0,1,1,3,1,3,1,0,0,0,0,0,0,0,0,1,""
03,0,0,2,1,6,3,1,1,0,3,2,0,1,2,0,1,0,0,1,1,1,1,0,1,""
04,1,0,2,0,1,3,0,1,2,1,1,1,0,1,1,0,2,1,0,2,1,0,2,1,""
05,2,4,3,4,5,5,2,1,0,2,3,3,4,4,3,4,3,2,1,1,2,1,0,2,""
06,1,3,5,4,5,3,7,0,0,2,4,2,3,5,4,0,1,0,1,1,1,0,3,1,""
07,2,1,7,2,4,1,1,1,2,2,1,1,4,1,2,2,2,2,0,-1,-1,-1,-1,-1,""
08,5,3,0,4,6,5,6,9,2,0,4,-1,2,1,2,2,3,1,2,0,1,2,0,1,""
09,0,1,3,2,1,5,3,2,1,2,6,2,1,2,4,3,0,2,0,1,1,0,2,3,""
10,1,0,1,0,2,1,1,3,3,4,3,-1,1,1,3,0,2,1,2,3,1,1,1,2,""
11,3,5,4,4,2,2,0,1,4,4,6,1,6,5,5,3,1,-1,-1,3,16,14,8,28,""
12,22,40,38,33,32,43,32,48,45,52,52,14,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,1,0,0,1,""
14,1,0,2,1,1,0,0,5,3,2,2,4,2,0,1,2,1,2,0,1,0,2,0,0,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
17,1,0,0,0,0,0,0,0,0,0,-1,2,3,1,0,0,1,1,0,0,2,0,0,0,""
18,0,0,1,1,0,0,0,1,0,3,0,1,1,1,2,0,0,0,0,2,1,3,0,0,""
19,0,0,1,1,0,0,1,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,""
20,0,0,0,2,1,1,0,2,0,3,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,""
21,1,0,0,2,1,2,3,1,1,1,3,0,4,0,2,1,1,1,4,4,1,2,1,7,""
22,7,5,3,6,8,4,11,10,9,6,5,14,18,10,3,3,3,9,4,2,5,5,2,2,""
23,5,6,8,5,5,7,15,13,13,4,2,4,4,3,2,1,2,5,0,0,2,3,2,1,""
24,1,4,3,4,7,1,4,3,1,3,2,2,4,2,3,1,2,2,3,3,0,1,2,4,""
25,6,1,3,2,1,1,0,6,4,0,2,1,0,0,2,3,3,5,1,2,2,0,2,2,""
26,2,3,0,5,3,3,3,5,4,2,5,2,3,3,2,2,3,0,0,1,0,1,1,2,""
27,7,5,0,3,2,3,1,5,8,8,1,3,5,1,4,3,1,1,2,2,0,1,2,1,""
28,3,1,7,1,3,4,3,2,8,2,2,8,1,3,1,3,0,4,3,1,1,4,1,5,""
29,0,7,3,5,5,7,6,3,2,4,1,2,1,1,5,2,6,3,4,0,2,1,2,3,""
30,0,4,6,1,3,6,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
