Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,18,14,17,21,12,12,5,9,5,1,6,3,7,8,4,6,7,0,7,9,12,12,7,""
02,10,13,7,16,10,14,6,12,11,8,9,6,6,4,9,3,8,6,8,4,11,8,6,19,""
03,7,7,11,8,6,9,12,13,8,6,3,6,6,3,4,5,3,2,7,5,4,7,5,4,""
04,8,14,12,11,12,16,14,6,5,10,5,7,4,3,7,3,2,2,3,4,7,6,11,10,""
05,6,7,10,10,19,14,8,14,10,6,7,6,2,3,6,1,6,2,6,2,7,10,18,6,""
06,6,12,10,13,25,20,9,9,7,8,6,6,4,6,5,7,8,4,9,14,4,4,9,8,""
07,13,8,18,11,18,17,10,9,4,6,5,8,4,3,8,5,4,0,4,7,3,13,7,4,""
08,6,9,12,15,12,12,4,6,2,9,7,2,4,5,0,2,4,3,1,3,6,6,9,5,""
09,4,11,10,13,16,17,8,10,6,6,10,5,5,2,3,5,3,5,3,7,6,11,12,10,""
10,10,9,9,11,17,20,13,12,8,4,9,15,14,3,3,5,5,5,4,7,4,9,8,16,""
11,8,16,16,11,29,28,13,17,20,10,11,13,9,5,4,4,7,6,7,3,12,7,9,28,""
12,24,26,38,55,52,61,43,42,42,19,23,22,10,10,7,7,7,4,6,8,9,11,20,9,""
13,15,17,13,37,36,28,13,18,18,5,9,1,9,4,5,6,8,5,8,10,10,10,4,11,""
14,13,7,13,25,18,18,16,14,8,5,4,4,8,6,3,3,2,5,6,5,4,4,7,6,""
15,12,8,8,9,9,17,6,4,1,6,6,3,4,3,13,5,5,4,5,5,5,3,4,8,""
16,5,5,11,9,10,8,6,4,2,6,5,5,4,5,3,6,4,3,2,4,4,5,4,1,""
17,3,6,1,8,7,6,5,6,2,2,4,0,4,3,2,4,4,1,5,5,4,2,7,6,""
18,7,4,6,6,6,5,8,11,4,4,5,3,3,4,1,1,2,1,7,1,2,5,5,9,""
19,6,4,9,8,5,7,6,6,5,6,8,11,13,9,6,11,5,6,10,7,7,8,9,7,""
20,7,9,3,3,11,9,8,5,9,8,13,7,10,5,6,6,5,5,7,6,3,7,13,8,""
21,13,14,19,8,14,21,12,6,12,6,6,2,9,11,5,9,1,3,7,13,21,11,10,6,""
22,14,19,14,13,18,14,16,9,7,9,10,6,4,5,4,4,4,6,9,12,16,8,17,15,""
23,16,13,19,21,15,10,10,7,7,8,6,7,3,2,3,3,5,5,10,11,11,8,11,10,""
24,10,24,23,17,29,13,7,12,7,9,5,7,3,6,4,6,6,19,3,2,15,4,6,13,""
25,23,23,18,15,22,12,15,15,8,4,8,17,5,4,7,4,4,0,9,7,6,9,15,14,""
26,13,13,31,24,40,21,9,6,15,8,7,10,14,1,4,3,4,8,9,7,9,10,11,16,""
27,18,19,11,28,7,38,25,12,15,9,15,7,3,4,5,5,7,8,5,7,15,13,15,11,""
28,8,7,15,16,22,22,6,8,10,3,5,10,6,9,6,0,0,0,0,0,0,0,0,0,""
29,0,5,6,20,16,11,6,6,3,10,4,0,0,2,0,0,1,0,1,8,15,15,3,13,""
30,8,6,8,12,22,13,5,8,6,6,2,2,5,6,4,2,3,8,9,19,24,12,11,7,""
31,4,12,16,16,12,22,17,8,7,4,1,8,10,10,2,10,5,5,13,15,21,16,12,18,""
[E]e'nh{}fgIf,"}effb'jfd"
