aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,47,56,64,75,74,77,85,95,113,109,124,115,90,92,86,94,88,71,90,93,80,71,45,26,""
02,35,28,43,56,64,88,115,-1,-1,-1,-1,113,82,101,98,84,87,69,108,80,65,55,51,30,""
03,37,31,41,57,60,80,62,89,88,73,107,108,105,87,85,85,64,83,69,77,79,76,53,67,""
04,30,51,48,55,63,74,58,92,93,103,141,95,96,70,94,97,87,99,101,120,105,74,70,58,""
05,42,32,46,54,56,77,69,86,120,121,166,103,92,95,108,76,80,92,82,74,62,66,64,59,""
06,28,36,45,61,74,75,64,80,77,102,102,72,80,96,90,98,89,69,76,87,-1,-1,-1,-1,""
07,38,37,69,76,62,82,79,110,146,149,166,150,122,132,103,75,106,76,80,102,83,71,45,58,""
08,42,47,60,72,76,94,87,111,87,133,162,145,138,134,126,110,104,64,113,115,87,62,50,45,""
09,47,56,49,66,70,94,74,92,108,109,112,142,168,105,116,87,75,81,-1,-1,-1,-1,50,54,""
10,56,33,29,50,65,54,103,122,127,150,141,171,133,123,116,108,104,-1,-1,-1,-1,73,66,51,""
11,44,49,66,73,74,89,93,-1,-1,106,115,149,127,-1,106,97,71,91,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,97,141,157,186,185,191,196,174,180,183,141,187,156,160,-1,-1,-1,-1,-1,-1,-1,""
13,-1,88,110,68,86,93,105,104,118,148,139,157,139,139,100,113,110,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,91,91,105,107,95,94,-1,-1,-1,55,65,-1,-1,-1,-1,-1,""
15,-1,44,48,52,54,58,65,83,61,55,79,66,72,70,65,72,52,73,77,85,73,71,54,44,""
16,47,43,39,51,39,43,72,59,74,89,99,104,72,77,65,66,86,78,87,122,77,69,60,46,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,100,59,76,88,75,70,62,54,66,70,58,44,47,38,""
18,28,36,45,48,48,50,40,64,93,113,108,71,67,56,72,85,63,83,60,85,90,67,70,53,""
19,51,46,43,54,61,62,63,88,88,69,83,75,68,78,77,76,83,76,78,82,67,71,55,45,""
20,59,37,49,61,54,63,65,57,67,103,98,79,67,97,-1,-1,-1,83,80,117,84,84,66,51,""
21,40,52,46,44,51,49,65,54,55,72,74,94,54,65,90,68,72,62,89,83,87,63,52,46,""
22,42,59,47,54,66,52,48,33,74,94,108,99,98,74,49,65,53,45,52,68,51,37,33,29,""
23,41,63,50,56,82,79,81,87,105,118,116,117,86,86,76,74,56,47,71,81,81,66,59,57,""
24,49,37,63,51,58,68,82,91,85,116,119,98,88,75,74,100,123,124,140,142,155,83,72,81,""
25,59,66,34,55,54,30,102,94,62,65,62,84,62,63,58,50,78,83,88,78,86,64,43,49,""
26,36,38,31,51,45,48,52,66,95,75,77,68,61,51,61,57,77,61,71,105,76,58,45,62,""
27,48,35,43,42,59,53,53,62,98,94,87,71,81,72,57,73,51,60,71,64,50,51,43,30,""
28,34,39,33,43,70,181,117,22,20,5,1,0,0,0,52,77,57,46,56,68,77,48,41,36,""
29,27,35,32,27,43,54,57,77,72,48,60,77,87,75,69,61,53,46,56,59,53,53,48,61,""
30,47,40,42,56,77,83,68,75,84,93,115,99,78,88,84,79,65,67,82,84,105,70,66,39,""
31,23,31,25,26,41,39,46,52,61,58,71,57,57,61,71,79,89,75,75,82,117,92,53,67,""
