aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,097,093,079,074,086,063,051,059,046,046,039,036,044,035,028,037,031,037,038,040,038,035,032,041
02,044,059,053,047,040,044,045,034,032,043,033,033,033,031,035,042,040,037,030,038,043,043,044,053
03,047,051,069,067,071,072,049,055,054,046,043,042,049,041,042,036,035,026,028,018,038,031,037,042
04,055,041,046,048,050,043,043,065,042,043,057,043,043,034,046,042,036,036,028,024,027,023,033,029
05,031,076,135,164,144,141,112,118,122,100,099,077,084,030,026,025,026,017,026,021,018,036,035,045
06,050,048,042,044,036,042,037,028,026,034,039,029,028,028,037,029,035,031,027,029,037,024,037,042
07,044,048,046,058,046,046,048,043,033,039,037,036,035,027,033,029,034,032,030,024,027,038,029,034
08,035,038,046,045,044,043,035,035,034,033,041,029,037,032,042,036,036,032,021,040,022,041,032,038
09,036,045,066,057,041,046,033,052,053,043,040,037,026,025,035,043,050,016,026,025,024,025,042,044
10,026,043,043,060,049,058,044,045,051,036,028,033,031,024,021,024,034,037,033,023,031,024,025,040
11,040,047,047,067,069,069,050,076,044,049,036,038,041,037,041,029,029,039,030,046,038,041,052,089
12,085,085,084,100,110,104,112,104,096,081,078,062,060,043,035,041,040,041,026,034,026,029,044,052
13,052,085,064,073,066,084,065,065,048,029,060,047,036,029,034,035,037,029,039,027,040,033,030,046
14,042,064,057,058,056,043,042,043,050,055,041,045,035,042,040,034,041,026,028,029,026,025,040,043
15,050,050,043,044,045,040,050,036,039,047,038,032,029,036,030,032,028,035,034,034,032,035,040,040
16,042,049,041,043,038,033,038,032,044,035,030,034,029,037,028,038,039,027,034,025,039,036,029,036
17,031,038,039,046,050,046,047,033,029,037,030,026,028,036,034,037,032,033,037,033,031,017,027,043
18,056,042,036,042,031,042,036,046,034,030,031,022,033,041,024,032,041,037,034,031,024,033,023,034
19,041,037,034,032,031,039,037,038,030,039,041,035,030,021,032,028,032,034,032,021,031,019,026,036
20,036,035,036,035,044,045,044,035,035,035,029,033,039,021,038,037,034,027,029,022,023,029,028,051
21,063,087,101,073,065,070,039,066,059,031,030,035,038,032,036,026,024,027,035,022,030,024,031,042
22,035,039,034,032,047,036,051,036,042,022,049,040,031,035,033,026,031,032,032,027,030,026,038,035
23,032,047,037,042,040,040,035,048,031,048,042,041,037,042,042,034,035,029,032,027,028,034,034,026
24,035,032,037,037,040,032,034,052,034,042,034,027,030,039,041,042,032,029,026,038,025,032,042,032
25,041,036,032,036,041,045,047,034,027,034,031,034,032,035,047,050,039,031,033,027,024,028,027,035
26,042,037,030,039,046,038,033,044,042,034,039,042,042,041,039,036,037,029,017,019,023,034,029,023
27,028,033,040,033,036,041,034,028,045,049,028,018,045,030,038,041,024,028,033,031,032,024,031,032
28,049,038,040,036,034,041,047,039,041,037,028,029,025,032,026,027,029,031,024,032,038,032,030,025
29,026,041,036,040,040,047,038,031,045,050,030,031,038,028,028,031,023,019,035,032,020,030,039,038
30,045,044,032,044,036,043,039,039,040,038,039,035,028,027,043,035,028,036,031,040,020,033,034,030
31,044,039,032,039,040,031,034,028,033,025,041,026,040,034,033,035,034,029,027,031,027,035,042,010
