aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,27,35,32,37,32,34,32,22,21,30,32,31,30,31,34,20,24,17,24,16,26,19,20,""
02,20,29,34,45,40,43,38,36,25,22,28,24,29,25,24,29,31,31,22,18,19,18,25,20,""
03,23,20,28,33,31,36,28,32,26,22,18,18,27,18,36,36,29,22,15,17,23,12,17,22,""
04,21,21,27,34,38,38,34,29,26,26,32,30,28,36,36,31,32,26,22,21,14,22,24,17,""
05,18,19,35,33,56,36,27,28,28,21,30,20,37,32,30,18,19,20,14,11,12,23,17,28,""
06,17,24,30,32,45,40,34,23,36,21,16,31,33,29,42,38,41,26,18,22,29,27,21,22,""
07,27,27,41,44,29,37,38,37,35,33,22,25,24,31,41,27,37,21,23,26,13,25,26,23,""
08,34,37,29,35,32,37,32,31,38,19,25,31,23,20,39,26,31,16,16,19,16,16,10,21,""
09,23,29,32,42,37,29,25,35,32,29,40,30,30,27,22,27,30,15,19,21,20,24,24,20,""
10,30,26,41,41,43,41,34,41,35,28,22,36,21,21,31,29,27,25,15,14,17,13,22,17,""
11,24,32,32,53,39,26,30,27,31,30,21,36,18,32,28,39,30,27,19,19,22,23,14,46,""
12,40,31,48,60,69,57,78,64,66,64,58,44,40,38,47,32,24,34,21,24,14,20,21,31,""
13,32,38,52,67,53,33,51,41,30,36,32,24,23,37,37,26,32,18,24,29,21,27,29,22,""
14,29,39,37,42,29,46,23,39,31,19,24,21,25,29,30,32,26,18,28,24,22,16,18,17,""
15,20,24,34,32,27,30,26,34,26,30,25,27,23,27,29,29,35,17,15,20,11,16,16,17,""
16,21,23,17,26,26,36,15,20,26,18,31,22,26,37,32,19,25,21,15,16,18,15,12,18,""
17,24,29,24,25,20,30,22,32,27,24,26,29,24,24,21,19,22,27,24,23,17,18,19,15,""
18,18,31,37,26,26,28,31,28,21,27,21,21,23,22,27,24,24,19,20,11,6,14,9,18,""
19,21,26,19,37,25,23,14,22,28,22,25,18,20,17,27,27,18,22,23,25,16,16,26,25,""
20,25,24,26,29,22,26,20,20,19,18,24,27,22,22,27,31,23,32,21,23,17,11,15,16,""
21,26,22,24,26,33,23,17,27,18,22,26,19,21,25,33,27,22,18,19,19,19,18,28,23,""
22,23,25,35,32,36,18,30,26,29,23,27,29,17,26,26,36,36,19,21,23,19,10,14,20,""
23,28,28,26,26,27,34,28,16,22,20,26,26,24,33,24,27,26,27,14,24,9,25,22,21,""
24,21,21,20,17,23,27,21,30,23,28,21,20,14,27,23,34,30,14,16,25,11,17,20,17,""
25,15,22,23,24,31,28,24,19,30,22,18,22,31,14,24,21,29,17,11,17,14,16,16,16,""
26,23,25,22,23,33,31,29,24,23,19,23,24,28,24,31,32,20,20,25,16,16,13,21,22,""
27,31,26,32,27,37,34,25,23,19,19,24,28,28,36,34,28,21,23,28,20,20,19,20,18,""
28,22,21,33,24,30,28,28,26,24,18,24,28,19,28,34,27,32,26,20,22,11,19,26,21,""
29,21,20,28,29,27,34,24,3,24,21,18,33,17,30,27,25,19,17,22,12,19,17,24,17,""
30,20,17,23,28,24,38,19,17,19,16,22,17,30,36,27,25,22,17,23,17,25,14,19,24,""
31,20,21,26,26,19,32,28,17,19,19,22,28,26,26,19,28,14,27,21,16,19,17,17,-1,""
