jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,54,68,74,76,78,60,53,62,52,54,61,70,71,52,28,19,17,22,35,59,62,35,40,31,""
02,49,41,52,80,59,67,90,64,50,70,60,66,64,54,35,33,35,22,25,23,34,23,39,58,""
03,74,81,78,84,90,120,120,88,36,76,98,124,162,211,186,81,72,69,65,67,68,61,72,66,""
04,74,78,67,69,72,56,61,43,36,53,56,64,63,272,45,32,33,14,8,24,32,49,70,26,""
05,43,51,58,61,67,77,83,47,46,39,38,50,29,17,24,27,29,19,26,40,43,34,29,36,""
06,43,51,57,84,88,73,83,38,44,46,54,82,64,56,51,43,39,23,34,29,36,28,32,30,""
07,32,33,49,66,49,52,48,54,75,67,69,81,72,64,49,88,55,57,46,41,52,48,37,71,""
08,49,59,77,73,72,67,87,75,83,76,70,63,55,52,54,30,43,58,46,44,68,39,51,42,""
09,52,68,74,87,93,72,98,79,56,84,67,68,72,62,59,50,43,44,63,40,48,53,45,43,""
10,56,59,78,71,72,60,80,77,66,65,72,71,69,58,33,33,49,22,27,32,33,20,19,48,""
11,59,66,72,95,99,114,90,58,31,19,25,53,54,36,35,38,34,96,76,58,29,18,27,35,""
12,44,51,75,74,64,54,61,43,36,23,41,40,37,28,30,41,12,20,25,60,46,29,27,24,""
13,44,45,54,72,65,57,47,51,46,54,54,42,64,61,49,34,20,24,30,37,46,37,34,27,""
14,43,46,71,61,66,62,50,71,62,44,70,55,42,46,41,15,27,35,23,36,30,39,35,40,""
15,38,46,65,70,53,63,62,42,51,73,67,68,72,62,59,50,43,44,63,40,48,53,45,43,""
16,56,66,69,102,100,111,85,65,64,72,79,86,84,81,71,55,72,60,29,25,30,33,35,64,""
17,44,51,70,73,64,54,61,54,54,70,67,76,61,65,48,30,35,12,14,20,37,29,30,33,""
18,32,33,49,64,49,52,56,38,45,41,30,30,22,14,28,27,21,27,28,23,43,33,28,25,""
19,43,52,62,74,68,74,76,50,59,62,65,33,33,14,12,16,16,21,16,20,28,18,25,23,""
20,34,50,47,49,73,60,41,31,37,52,53,57,44,41,40,40,22,29,31,45,39,30,23,43,""
21,43,57,66,77,68,77,87,78,64,61,49,58,58,38,36,29,33,52,28,32,50,45,35,39,""
22,49,43,51,57,55,60,69,84,43,48,55,47,53,37,39,38,67,63,58,37,6,5,20,22,""
23,43,38,51,68,67,66,73,64,55,39,53,54,40,39,26,37,38,41,43,39,35,39,37,30,""
24,39,54,52,56,58,50,61,59,51,48,43,45,45,37,41,33,33,33,43,38,26,24,24,44,""
25,32,53,64,55,63,55,60,45,36,41,41,32,28,40,43,43,43,19,31,30,36,31,34,42,""
26,53,63,70,64,62,67,66,68,44,47,34,36,26,13,4,26,33,29,25,26,38,29,47,36,""
27,35,37,65,52,59,53,51,56,41,26,37,34,51,45,37,34,41,27,34,31,28,37,30,27,""
28,36,36,49,57,61,60,57,46,44,55,50,45,35,15,9,16,44,34,26,26,43,36,37,38,""
29,42,67,58,54,47,53,52,67,54,52,47,45,46,47,29,29,38,34,27,19,24,30,39,33,""
30,40,44,58,52,47,37,45,58,41,45,42,44,42,36,46,29,20,45,34,37,39,52,36,27,""
31,40,41,49,64,69,60,61,62,45,44,42,53,34,37,39,29,31,33,28,11,23,31,29,-1,""
