jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,37,43,46,37,38,27,29,29,24,15,14,15,15,16,14,11,13,6,8,15,24,29,26,32,""
02,43,36,41,36,40,40,29,19,20,13,19,13,23,20,14,13,8,7,9,14,26,25,34,30,""
03,36,44,61,82,79,56,51,30,19,23,28,48,69,77,131,54,60,63,61,48,48,59,60,64,""
04,71,74,68,84,94,47,38,23,10,12,15,18,20,20,16,12,9,10,12,16,25,19,28,28,""
05,31,37,39,54,33,35,25,16,22,11,19,11,14,14,10,8,4,6,12,12,18,16,21,26,""
06,16,22,36,38,28,30,16,14,13,13,8,7,7,10,8,8,5,2,14,12,23,23,31,27,""
07,26,45,37,29,30,25,13,16,13,9,17,10,19,7,15,8,4,6,8,7,9,16,24,27,""
08,29,32,41,38,43,24,23,17,18,9,13,14,16,15,13,6,7,8,9,5,13,15,15,24,""
09,34,28,28,31,41,38,26,12,10,9,20,19,8,9,11,6,4,4,11,15,11,19,27,20,""
10,25,37,35,30,42,28,23,12,11,21,15,9,6,7,14,10,6,2,10,10,9,11,11,14,""
11,23,26,29,29,29,18,19,19,12,12,4,12,11,7,4,6,1,2,8,7,8,13,18,19,""
12,14,16,22,20,31,19,18,17,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,9,7,4,6,6,7,6,8,17,14,19,""
14,13,31,29,41,42,26,20,15,12,15,14,13,11,8,7,8,7,5,7,17,9,14,19,22,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,32,31,34,25,33,24,9,8,13,15,10,16,10,10,7,5,6,10,6,9,17,16,14,29,""
19,20,27,44,43,31,17,17,17,11,11,10,10,5,14,13,13,4,2,9,3,9,19,15,27,""
20,30,40,32,32,29,17,13,10,13,8,10,13,14,10,19,7,7,1,20,8,19,13,19,22,""
21,26,18,17,34,27,17,22,11,8,13,11,12,10,9,12,8,2,3,10,4,8,18,9,16,""
22,12,14,18,26,19,14,10,14,7,11,7,10,9,5,13,5,-1,-1,-1,-1,-1,15,18,14,""
23,12,17,19,22,29,10,15,16,11,17,20,8,13,10,8,5,4,6,6,6,12,22,27,21,""
24,8,22,28,25,34,27,9,9,8,6,13,7,6,3,3,4,2,1,8,9,8,8,12,20,""
25,17,24,19,13,17,17,12,7,6,6,10,4,11,11,11,9,4,3,7,7,14,22,26,28,""
26,27,17,18,23,30,20,21,12,18,12,16,11,8,8,3,9,6,5,14,13,15,16,30,35,""
27,31,22,13,11,22,14,14,12,12,4,9,5,7,11,6,9,5,1,7,7,4,13,16,10,""
28,8,10,2,13,14,17,8,16,10,9,6,9,8,9,4,2,4,3,5,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
