oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,35,33,40,56,41,79,72,57,50,46,47,49,53,43,33,28,18,18,17,23,22,31,31,""
02,30,40,46,46,51,56,61,71,64,62,52,52,56,54,43,33,31,29,26,19,22,29,43,32,""
03,52,34,38,53,48,56,63,61,69,49,54,62,58,55,46,36,27,22,31,31,31,31,49,40,""
04,39,51,47,51,65,58,73,75,78,70,69,51,54,62,42,35,20,30,25,17,26,35,29,36,""
05,45,43,39,47,57,46,60,43,68,53,46,67,50,44,67,83,28,22,25,8,29,35,50,48,""
06,34,45,47,74,42,61,61,60,69,51,50,47,55,43,46,81,22,40,1,43,25,40,39,44,""
07,43,40,43,-1,63,56,53,61,60,64,61,46,49,50,33,31,30,14,17,24,23,38,38,37,""
08,34,28,33,45,43,61,39,65,41,42,55,32,30,22,39,35,18,26,20,22,26,46,31,37,""
09,26,37,42,49,62,40,54,44,55,54,40,54,40,61,42,34,30,30,15,24,27,34,41,53,""
10,43,38,58,64,49,52,60,55,51,58,54,47,38,36,47,34,27,24,17,27,32,31,42,37,""
11,35,39,43,51,55,62,43,57,64,62,47,47,62,47,33,31,26,18,15,17,19,34,41,42,""
12,42,43,50,49,48,62,46,49,35,42,49,35,37,36,37,24,30,17,28,22,30,38,52,48,""
13,40,38,26,64,64,52,52,59,69,60,55,37,48,50,41,39,34,24,26,33,33,29,44,44,""
14,59,38,61,65,78,66,52,65,64,53,53,45,32,50,47,38,46,24,26,26,29,42,49,39,""
15,46,46,65,59,70,55,56,65,58,72,61,49,59,48,46,43,29,33,23,24,43,31,44,42,""
16,38,39,48,64,85,54,63,62,45,49,43,47,58,42,51,30,28,33,33,24,34,42,32,41,""
17,48,51,53,80,86,42,78,49,71,64,40,48,34,39,46,36,32,24,34,46,33,41,36,48,""
18,48,34,37,66,62,75,86,81,70,63,51,31,42,89,61,30,31,35,31,24,45,30,45,44,""
19,49,61,62,84,80,67,78,70,78,76,56,51,47,49,42,25,28,27,42,19,39,41,36,49,""
20,58,47,69,88,88,85,110,102,82,79,55,30,39,31,35,33,31,33,21,23,33,37,41,35,""
21,60,48,74,79,75,73,90,118,101,83,56,54,42,38,48,52,69,21,27,34,44,37,36,59,""
22,49,63,82,110,100,74,101,95,80,70,74,54,41,37,39,25,28,27,27,29,30,42,41,51,""
23,54,81,79,98,100,80,104,91,82,65,57,46,45,38,40,26,23,40,35,37,45,66,48,44,""
24,65,44,67,72,105,111,82,83,89,83,79,35,84,26,41,23,31,24,35,31,38,37,53,62,""
25,57,89,109,104,88,86,113,100,72,76,51,160,92,51,37,45,24,33,22,24,32,49,55,46,""
26,39,49,54,63,88,60,68,77,99,77,60,46,43,41,46,27,20,23,38,24,20,40,39,35,""
27,42,39,67,68,42,68,60,60,56,45,43,75,31,41,35,31,14,24,22,28,34,41,26,33,""
28,38,46,49,63,53,36,74,60,64,62,45,52,43,39,42,26,28,19,24,30,37,38,33,36,""
29,56,38,54,54,61,47,47,52,46,53,72,45,46,46,45,31,20,27,27,41,37,36,38,44,""
30,34,49,42,61,62,51,48,54,59,65,40,30,38,44,54,30,35,29,22,33,32,32,42,45,""
31,34,40,57,65,66,54,47,54,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]mh`mI{hm`fdlf{'ye,"z'jfd"
