oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,31,""
05,30,57,47,52,50,71,74,86,90,83,74,51,70,71,78,86,72,68,87,75,57,51,30,26,""
06,29,30,34,39,62,61,81,77,68,62,69,68,59,80,77,73,83,69,73,62,60,57,29,28,""
07,37,38,35,48,58,69,92,80,59,67,69,71,68,69,90,94,87,72,66,65,55,51,46,46,""
08,40,39,60,52,79,62,110,124,107,90,102,99,111,102,87,96,94,130,168,211,201,124,84,50,""
09,37,37,56,64,89,95,92,98,121,111,121,98,115,95,98,74,94,86,75,70,61,53,58,44,""
10,41,55,63,62,83,109,118,118,88,104,87,84,71,85,90,73,89,65,55,65,62,40,36,39,""
11,32,50,40,62,67,53,63,81,64,68,55,48,69,66,78,90,60,72,75,52,49,36,36,35,""
12,27,32,36,57,68,58,70,75,97,86,83,65,82,85,80,87,59,64,72,62,62,50,41,37,""
13,46,50,53,66,52,70,84,76,84,91,126,82,82,94,71,96,77,56,70,48,47,54,62,45,""
14,41,47,63,72,65,58,88,91,116,87,94,90,83,65,81,97,83,84,87,74,66,38,43,32,""
15,40,56,49,68,62,87,84,93,109,90,101,88,66,77,79,71,51,38,55,60,44,61,52,52,""
16,49,50,48,57,71,71,89,95,112,111,92,89,88,71,42,14,19,27,38,39,26,25,20,39,""
17,39,41,53,50,87,62,96,84,92,97,85,78,75,75,58,65,72,84,83,73,61,54,54,52,""
18,45,40,59,59,69,65,77,110,105,94,89,64,47,51,38,46,73,69,78,82,75,94,75,65,""
19,53,65,65,98,91,120,112,135,136,125,107,128,106,85,66,81,76,114,81,88,78,67,65,61,""
20,62,67,86,106,103,120,113,109,112,137,135,107,143,121,127,141,96,105,100,95,68,50,52,62,""
21,73,68,93,88,104,73,102,102,113,86,114,133,128,126,98,81,91,80,67,78,46,71,59,61,""
22,53,71,83,84,106,103,143,129,124,127,137,135,154,123,110,78,72,64,60,67,63,46,50,52,""
23,39,68,37,57,80,88,114,72,77,107,86,96,89,102,128,85,79,66,58,79,36,41,18,20,""
24,39,56,80,56,26,46,93,150,141,134,149,127,151,113,84,71,51,58,66,47,59,44,52,50,""
25,8,15,24,53,74,85,114,107,114,98,123,102,66,72,44,41,27,57,101,65,86,76,67,64,""
26,63,60,68,75,89,95,103,118,113,123,83,60,57,31,49,29,26,54,53,36,31,25,16,32,""
27,39,33,44,46,34,74,83,89,70,75,31,34,32,38,67,43,31,54,49,57,46,53,53,37,""
28,20,47,55,37,39,50,72,89,51,72,80,59,30,61,57,73,71,40,55,48,63,40,35,33,""
29,23,32,59,67,80,71,96,108,93,82,89,79,57,38,35,46,29,34,41,32,27,30,24,19,""
30,14,21,40,51,62,61,79,98,104,128,111,65,70,54,37,27,25,31,34,26,32,30,27,38,""
31,45,41,63,61,96,77,93,112,103,74,86,74,51,80,34,47,63,62,64,60,59,67,41,-1,""
