oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,25,-1,-1,-1,-1,-1,-1,-1,-1,21,34,47,40,31,-1,26,16,10,10,8,4,9,18,""
02,25,27,34,28,40,24,33,36,22,33,39,58,55,59,38,38,30,33,21,9,10,9,12,17,""
03,27,37,27,40,31,37,40,20,32,28,42,47,46,40,35,32,19,17,11,8,11,11,12,25,""
04,19,35,20,39,41,27,36,43,26,44,31,42,35,39,44,30,25,9,10,8,8,3,10,15,""
05,25,17,35,36,30,40,34,33,22,24,30,44,36,41,43,36,17,16,11,12,10,12,14,14,""
06,23,17,29,31,41,36,36,4,29,29,45,37,54,37,40,29,24,15,8,9,6,6,13,30,""
07,22,28,32,35,37,31,23,29,29,27,25,27,29,33,21,34,22,10,10,14,13,7,11,17,""
08,13,18,32,34,33,37,25,30,15,28,25,28,31,36,25,27,25,13,8,10,13,82,117,54,""
09,48,32,30,36,34,32,32,22,26,24,27,37,30,31,22,20,22,15,11,5,6,8,9,11,""
10,15,26,26,22,33,35,19,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,13,21,28,""
11,25,32,29,34,45,31,43,26,27,30,26,24,29,35,27,24,26,13,18,13,6,10,11,21,""
12,24,32,29,27,35,36,37,26,29,24,17,30,25,21,37,25,15,12,13,6,-1,-1,16,16,""
13,20,16,27,30,46,42,36,32,34,33,22,42,33,43,38,18,20,9,7,11,6,13,15,21,""
14,16,26,28,46,46,45,28,24,11,25,38,24,26,24,25,28,26,13,9,9,6,16,-1,0,""
15,15,22,34,37,41,41,28,29,29,24,20,35,23,28,36,19,26,12,14,10,9,9,18,15,""
16,21,25,29,27,45,48,27,38,37,43,34,45,41,31,33,36,24,17,13,13,11,10,15,14,""
17,23,19,31,26,44,40,35,33,23,43,31,31,39,27,36,24,21,16,8,4,13,12,14,17,""
18,22,29,20,40,42,35,41,24,26,-1,-1,-1,-1,32,27,39,19,10,14,7,10,14,9,19,""
19,20,22,37,48,44,38,26,34,39,40,38,43,36,23,19,33,32,18,17,8,7,13,20,18,""
20,24,23,28,27,41,33,46,54,43,37,40,47,36,26,30,23,22,14,10,8,14,13,8,16,""
21,21,34,36,38,-1,-1,-1,29,41,25,54,34,42,26,41,28,20,18,8,7,11,6,9,15,""
22,18,42,38,41,49,36,45,53,45,42,34,43,29,22,24,26,26,19,8,10,7,13,15,17,""
23,15,38,37,39,54,58,43,40,42,44,38,33,29,30,37,34,27,23,7,6,24,9,11,12,""
24,25,23,17,40,42,57,43,41,42,40,46,32,35,23,20,23,14,11,14,11,5,9,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]z}lyahglIcf,`g'l,""
