mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,21,16,11,16,12,13,11,17,19,26,16,12,16,12,7,8,4,5,4,6,7,13,7,10
02,9,18,19,16,21,8,17,24,15,10,1,3,5,9,5,3,3,2,6,9,6,9,15,12
03,3,5,3,6,5,5,5,9,11,9,12,11,8,5,8,4,3,3,1,4,5,13,7,9
04,14,9,2,7,9,5,13,6,8,12,7,7,8,6,9,4,12,23,4,7,10,8,4,1
05,7,5,1,1,2,5,6,13,12,17,4,9,12,5,8,7,2,1,3,6,7,8,11,4
06,4,14,14,8,12,11,14,12,18,11,14,11,8,7,8,8,3,4,10,5,8,18,21,14
07,14,22,29,20,17,27,14,11,19,27,21,17,7,9,11,4,2,2,4,9,3,7,10,5
08,8,1,1,1,1,5,6,7,7,9,11,6,14,10,8,4,7,5,8,5,3,13,21,9
09,28,28,22,18,18,14,22,19,19,16,14,11,9,12,6,5,10,2,6,2,4,8,8,14
10,11,23,14,16,12,20,16,16,20,23,22,22,19,17,11,4,4,4,8,6,5,6,13,13
11,12,13,15,9,9,14,18,13,17,15,12,13,11,14,14,9,8,5,3,5,4,7,7,10
12,7,16,14,17,19,18,9,26,15,14,17,13,18,17,13,9,8,6,4,8,5,12,11,11
13,21,21,33,24,16,19,21,24,17,20,19,14,17,17,11,7,4,9,6,2,5,9,9,18
14,22,26,12,18,24,15,16,19,8,16,17,15,10,14,17,11,5,7,3,3,12,11,7,13
15,18,17,16,21,16,15,13,10,23,15,13,16,16,19,7,11,12,9,4,7,6,16,22,15
16,16,22,12,16,12,20,18,22,24,21,28,18,15,12,9,13,8,7,15,9,12,17,14,15
17,16,17,22,20,22,20,16,14,16,14,14,20,14,20,16,6,6,4,9,6,5,8,12,10
18,18,7,12,17,13,13,8,14,11,23,16,15,20,14,13,6,6,10,7,6,13,12,15,8
19,11,20,21,21,16,17,17,20,20,26,13,19,19,18,11,10,8,8,7,8,11,11,15,14
20,17,16,11,15,15,20,12,18,30,20,12,18,20,11,12,13,7,8,1,3,10,11,14,14
21,16,12,27,17,14,18,17,18,17,24,21,21,22,18,7,14,5,3,10,8,13,9,12,13
22,19,20,26,13,19,19,19,17,27,18,24,29,16,18,13,10,8,10,6,16,7,10,13,10
23,13,10,23,23,24,14,13,21,21,17,23,17,16,16,8,13,3,5,4,8,6,12,7,11
24,15,10,18,19,14,20,24,16,21,26,24,20,20,11,10,6,6,3,5,9,10,13,14,13
25,17,18,21,21,22,12,22,21,19,12,29,29,21,13,14,7,7,5,8,8,9,13,13,12
26,17,10,21,19,13,16,25,28,27,9,15,14,13,9,8,2,1,5,5,11,9,10,8,14
27,13,25,12,9,1,1,1,1,1,1,1,1,1,1,3,19,6,11,6,9,12,10,12,18
28,21,14,24,31,22,23,28,13,17,16,9,9,14,7,4,10,3,7,3,5,16,17,10,20
29,25,34,22,27,27,36,20,19,21,15,8,8,10,4,5,10,3,4,4,9,11,13,18,27
30,17,27,31,24,15,24,18,21,21,9,3,3,7,4,2,2,4,9,2,7,20,14,7,22
31,24,27,30,30,18,16,20,18,16,17,19,15,12,13,11,7,5,5,5,5,8,17,19,19
