mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,13,13,15,10,11,10,8,-1,-1,-1,-1,-1,11,13,13,11,18,11,23,18,24,15,16,13
02,13,15,10,12,8,9,9,5,6,8,-1,-1,-1,14,10,12,10,17,25,11,14,14,22,10
03,13,11,12,12,9,9,-1,-1,-1,-1,-1,12,-1,-1,11,11,16,11,11,15,11,13,19,14
04,15,14,8,11,7,12,-1,6,8,-1,-1,-1,-1,10,12,8,11,15,15,10,20,11,17,12
05,16,15,11,10,9,10,7,8,7,8,10,10,10,10,11,11,12,16,18,19,17,14,19,14
06,17,13,12,11,10,8,6,5,5,5,-1,-1,-1,-1,10,12,13,14,19,16,21,21,17,14
07,8,20,11,10,10,8,11,-1,8,9,6,7,10,10,11,10,13,14,14,17,24,19,12,16
08,13,10,10,11,8,10,-1,-1,-1,8,9,7,8,-1,17,11,15,13,21,18,22,19,20,20
09,13,14,-1,-1,-1,-1,10,-1,-1,8,7,8,-1,-1,-1,10,-1,11,14,16,18,16,17,16
10,16,12,11,11,10,9,8,-1,-1,5,2,-1,-1,-1,10,8,9,16,16,14,19,16,16,11
11,23,15,11,7,10,-1,-1,-1,-1,-1,6,6,-1,-1,-1,17,16,14,15,14,24,11,14,19
12,20,17,10,-1,-1,6,7,-1,-1,-1,-1,9,9,10,-1,10,11,14,10,14,13,20,19,21
13,12,14,14,-1,-1,6,8,6,-1,-1,10,10,7,11,12,12,14,17,15,15,18,19,17,16
14,16,12,12,8,10,8,6,9,4,-1,6,11,11,14,18,14,11,16,12,22,20,20,17,19
15,18,22,15,10,10,-1,-1,-1,-1,-1,-1,8,9,-1,-1,12,16,18,19,15,17,23,20,20
16,19,17,16,15,11,11,-1,-1,-1,-1,6,-1,-1,-1,-1,11,13,18,19,14,19,22,14,16
17,16,13,13,12,10,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,13,14,15,20,18,27,26,20
18,27,14,19,12,9,10,9,10,-1,6,-1,7,-1,10,14,-1,16,14,14,18,18,14,20,24
19,15,12,-1,-1,10,-1,-1,-1,-1,4,7,4,10,15,-1,15,14,17,21,16,17,17,17,14
20,13,12,9,11,9,8,7,9,5,6,5,9,12,10,11,-1,11,23,14,18,16,16,11,17
21,12,13,11,7,6,-1,-1,2,4,5,5,6,9,11,17,15,16,14,18,20,21,16,13,16
22,16,12,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,15,15,16,11,18,23,22,16
23,14,12,9,9,10,4,-1,-1,-1,5,5,8,10,15,13,-1,12,15,15,17,20,21,15,13
24,13,13,11,10,10,7,10,-1,-1,-1,6,-1,6,11,11,18,12,14,11,19,22,17,24,16
25,15,18,11,-1,-1,10,10,6,-1,-1,5,4,-1,-1,14,-1,-1,13,13,15,19,22,15,12
26,13,12,11,11,13,8,-1,-1,-1,5,6,8,-1,-1,-1,12,12,9,16,16,17,21,16,16
27,15,13,13,14,6,6,8,7,5,8,7,10,7,10,16,-1,-1,12,12,25,25,24,15,16
28,16,15,12,13,12,12,5,4,6,6,6,12,10,11,17,16,13,20,15,19,25,27,24,16
29,-1,-1,-1,-1,13,10,11,6,6,6,8,8,12,-1,-1,17,20,17,15,18,17,16,17,12
30,8,22,9,8,7,4,8,5,2,4,-1,6,11,-1,1,-1,-1,-1,12,20,21,25,20,16
31,11,12,3,7,13,9,5,7,3,4,6,2,8,16,13,-1,-1,12,17,14,18,19,12,12
