mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,9,6,9,16,24,26,39,39,23,16,24,14,5,6,6,3,3,4,8,6,9,13,4
02,10,8,7,14,24,21,19,26,28,15,21,10,20,42,11,3,2,9,2,10,10,12,11,10
03,4,6,9,9,19,25,33,44,25,24,19,14,12,9,6,6,-1,4,5,7,3,6,3,3
04,2,12,10,7,16,25,17,18,28,13,10,24,22,16,9,9,8,6,6,8,6,8,6,2
05,7,4,6,6,7,14,14,23,8,10,14,11,24,4,3,4,5,1,3,3,2,5,2,1
06,3,1,1,2,4,8,5,7,2,4,13,4,6,6,5,9,1,5,2,2,6,8,7,3
07,10,2,4,27,21,11,21,25,16,13,12,13,5,4,3,2,2,4,3,3,7,4,7,3
08,4,9,8,6,15,19,13,20,16,19,11,7,13,17,7,4,3,3,11,8,9,6,8,7
09,4,6,6,9,22,21,16,19,10,19,14,14,9,14,4,2,7,1,4,5,9,12,9,4
10,6,6,5,10,15,41,22,17,18,26,35,26,12,16,11,5,3,2,5,8,14,17,24,5
11,6,7,10,23,20,18,35,20,22,19,25,16,18,13,10,6,13,3,2,7,6,12,7,4
12,7,9,16,7,17,16,15,21,18,20,9,10,10,19,4,4,1,8,4,7,8,8,12,4
13,6,15,10,7,17,15,33,35,10,11,15,9,10,12,6,3,6,4,4,11,12,7,9,2
14,3,7,7,18,25,21,18,20,30,24,15,21,18,7,4,6,3,6,3,5,14,6,9,8
15,4,6,12,19,18,26,16,24,16,13,24,17,12,16,6,8,4,11,4,17,12,21,8,7
16,3,14,10,9,24,19,39,22,19,26,16,13,18,22,22,8,7,4,2,9,16,17,8,5
17,5,11,15,27,18,23,44,20,26,33,16,18,17,17,12,18,4,6,8,8,9,22,9,9
18,6,7,9,14,32,36,40,30,32,34,47,23,25,10,9,11,10,7,9,4,9,19,6,3
19,6,8,5,13,23,13,19,27,21,15,22,17,10,6,4,3,2,3,3,3,4,11,9,7
20,4,5,8,38,22,41,33,33,29,31,12,13,12,13,3,6,4,4,3,4,13,8,16,3
21,4,2,6,7,15,14,53,16,15,33,24,19,10,7,2,4,3,4,2,8,6,10,7,5
22,7,8,14,10,12,17,51,43,20,19,18,15,12,8,5,14,3,2,5,6,17,14,12,14
23,3,8,9,13,16,13,23,28,29,20,18,29,23,10,4,3,5,12,4,5,5,15,15,6
24,9,7,10,21,26,19,31,20,33,29,27,17,20,38,6,7,3,6,3,12,11,9,4,7
25,8,5,11,16,11,20,19,39,28,48,47,16,15,17,13,8,4,3,7,10,8,12,2,2
26,5,10,19,26,23,22,13,25,14,33,19,25,21,14,11,7,7,6,68,44,15,58,16,4
27,10,6,9,42,38,13,14,30,34,14,33,-1,-1,-1,-1,-1,-1,-1,-1,44,54,57,14,3
28,4,12,16,18,12,17,21,7,49,31,12,6,14,3,4,3,6,2,4,5,9,5,3,3
29,5,11,16,24,17,34,12,6,22,21,18,15,6,3,6,3,6,3,2,6,9,5,6,3
30,5,12,9,15,47,25,7,9,8,13,12,11,13,5,4,2,4,3,10,7,5,14,3,3
31,9,8,10,20,10,13,5,8,24,37,30,9,12,11,15,3,13,1,-1,13,2,2,3,3
