may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,41,32,43,40,52,35,40,39,35,32,26,31,23,23,15,14,11,12,11,8,13,20,34,49,""
02,53,47,34,44,35,31,36,49,51,40,32,38,30,28,19,17,6,11,9,12,13,13,23,38,""
03,40,42,47,39,32,36,50,52,45,30,25,23,31,21,14,12,6,8,11,12,9,18,27,33,""
04,39,35,30,38,44,43,35,54,43,43,38,19,23,17,12,7,10,10,17,19,17,14,32,44,""
05,36,47,42,46,53,66,55,65,47,53,46,36,43,27,21,17,7,3,11,10,24,13,28,39,""
06,38,40,46,51,57,58,68,63,60,50,49,43,34,29,22,14,15,15,12,13,22,15,29,39,""
07,43,54,46,57,50,58,59,62,55,51,49,48,38,28,22,13,8,7,15,12,17,20,28,46,""
08,33,30,36,38,55,51,48,47,41,39,37,46,33,24,17,14,9,13,10,14,13,22,25,30,""
09,32,36,35,49,40,46,41,45,40,35,34,33,27,26,28,12,13,11,12,11,12,22,19,31,""
10,34,36,41,32,32,30,30,45,33,34,27,44,43,27,22,17,9,10,9,9,12,14,21,41,""
11,40,44,25,50,43,50,45,46,30,42,39,30,26,21,25,14,12,14,11,11,12,19,21,29,""
12,36,43,39,30,45,38,43,55,44,27,28,36,38,27,12,12,16,10,6,21,12,20,27,46,""
13,34,37,49,43,54,51,43,51,55,40,45,39,34,24,15,25,10,9,9,14,19,22,32,30,""
14,45,45,47,40,52,45,41,37,41,32,44,42,29,21,14,13,7,14,17,23,25,14,27,39,""
15,39,36,29,42,42,43,34,47,37,28,34,27,32,21,22,10,8,13,11,15,20,16,18,33,""
16,35,37,34,41,44,47,40,31,34,26,28,35,18,14,18,15,14,10,9,10,17,21,22,40,""
17,35,41,27,38,40,38,31,46,48,27,30,35,25,24,25,11,14,17,7,18,17,20,17,38,""
18,39,32,37,37,44,37,32,27,26,-1,-1,30,37,22,17,14,15,14,12,10,16,25,41,33,""
19,38,41,43,33,44,32,43,50,36,38,23,31,28,33,22,21,14,13,13,13,18,27,31,28,""
20,40,44,49,46,37,34,46,43,36,32,29,32,23,28,19,19,26,11,14,15,16,19,31,32,""
21,40,38,27,50,45,34,40,54,43,35,29,32,27,28,28,21,16,14,10,11,20,22,27,30,""
22,47,39,38,41,28,31,50,41,39,30,20,23,25,18,14,20,14,13,10,19,17,33,28,28,""
23,49,33,34,45,50,34,52,34,44,33,27,33,32,25,21,20,17,15,12,16,27,23,37,44,""
24,48,49,36,33,39,47,46,51,33,40,39,26,24,19,18,23,17,11,9,18,29,29,18,30,""
25,30,37,48,33,40,46,45,46,37,30,25,25,24,20,21,18,17,9,10,15,26,19,37,38,""
26,42,32,27,40,41,37,31,44,34,28,23,21,23,30,20,15,11,14,17,12,25,21,33,24,""
27,28,37,45,33,42,49,37,40,55,41,32,26,25,24,19,22,13,20,21,15,13,19,28,47,""
28,46,45,25,44,37,34,39,39,46,35,23,24,33,29,23,16,17,24,11,23,33,31,32,46,""
29,36,45,43,42,45,41,37,49,41,38,24,22,28,21,23,18,22,12,18,19,23,28,40,32,""
30,37,39,46,40,45,45,40,33,34,33,22,32,32,32,22,20,15,20,14,17,15,28,30,37,""
31,37,31,44,47,50,52,52,53,29,28,24,23,24,29,23,21,17,15,16,14,-1,-1,-1,-1,""
