may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,5,6,4,21,6,7,15,31,10,14,5,3,8,6,4,9,10,6,4,4,1,5,1,""
02,2,4,6,4,8,6,6,10,17,7,12,8,5,12,11,18,9,3,5,2,4,6,9,5,""
03,3,3,6,7,7,9,9,12,5,9,2,11,20,9,15,11,5,3,3,3,8,2,4,10,""
04,2,6,3,8,7,11,4,4,12,3,15,4,10,4,12,15,7,2,3,3,2,3,2,2,""
05,12,9,8,5,14,16,23,21,43,45,42,10,7,8,10,9,6,2,3,2,4,4,3,3,""
06,8,14,23,57,92,74,89,105,74,105,46,25,21,11,28,5,6,4,3,3,4,5,4,1,""
07,8,7,13,13,10,15,20,21,27,8,24,15,46,14,10,71,6,6,3,-1,5,6,6,7,""
08,3,9,8,13,4,4,17,11,13,17,47,16,16,16,16,16,25,1,4,4,3,5,5,3,""
09,8,7,6,18,6,10,3,18,9,5,19,8,23,23,20,9,4,5,9,10,1,5,2,4,""
10,7,4,4,6,3,4,11,3,7,7,6,5,5,17,19,5,5,4,4,5,4,4,6,41,""
11,5,2,7,2,7,10,3,7,10,10,3,8,16,9,9,7,3,8,1,2,6,2,17,11,""
12,7,4,4,7,11,7,27,11,8,4,12,17,7,18,8,59,10,3,2,6,8,3,2,5,""
13,5,7,3,5,10,6,23,9,12,5,15,8,20,9,8,9,8,1,2,2,5,11,5,7,""
14,10,7,4,8,3,16,6,9,4,11,19,16,9,10,12,8,4,5,1,5,3,4,6,27,""
15,4,5,26,9,8,8,5,6,5,15,16,8,10,5,9,5,6,9,14,8,7,4,5,3,""
16,6,7,3,8,12,10,3,5,8,5,10,4,10,11,5,12,11,6,4,7,6,2,3,2,""
17,4,4,6,6,7,3,7,7,6,13,7,7,6,4,7,10,6,3,5,4,5,2,10,3,""
18,5,6,7,12,4,4,9,9,9,3,9,6,1,12,9,10,4,3,10,2,5,3,4,5,""
19,7,4,4,16,9,6,5,6,18,17,25,5,8,10,8,9,18,4,5,2,3,-1,3,6,""
20,7,10,5,14,2,6,4,8,7,8,7,2,5,5,8,10,8,5,5,4,3,5,7,4,""
21,3,5,12,4,4,7,6,10,3,5,8,4,3,6,13,22,24,15,47,5,4,5,4,4,""
22,4,7,4,7,14,4,4,4,11,6,5,7,6,2,6,8,7,11,8,2,2,7,3,6,""
23,4,5,4,3,9,10,8,16,3,3,9,8,3,2,5,12,10,3,4,8,4,2,6,3,""
24,1,7,6,10,8,6,16,12,20,16,5,18,11,6,9,21,12,4,4,3,3,6,6,8,""
25,5,12,5,13,2,6,14,7,6,7,5,8,3,5,19,9,5,3,4,5,2,6,3,7,""
26,7,4,3,6,9,9,10,11,6,5,7,4,5,6,29,8,7,5,3,5,3,7,4,4,""
27,3,3,7,7,11,11,9,6,11,8,6,5,18,11,3,2,6,4,6,7,8,5,5,5,""
28,11,12,6,9,11,18,8,3,-1,2,-1,-1,2,10,10,9,6,4,8,1,6,10,6,6,""
29,5,11,4,7,13,5,-1,-1,-1,2,5,5,3,3,1,7,11,5,10,5,2,8,6,4,""
30,6,4,9,10,3,14,8,5,8,3,3,3,12,5,13,9,3,4,5,2,4,8,14,5,""
31,3,7,5,7,12,6,8,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
