may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,42,37,43,48,73,93,8,15,79,94,84,79,64,53,49,37,53,35,25,25,38,37,39,35,""
02,35,45,40,56,60,66,85,89,74,53,76,66,57,61,53,29,45,25,37,26,36,49,33,30,""
03,46,33,44,68,84,82,102,46,50,47,47,49,66,34,63,30,24,20,22,22,30,20,25,23,""
04,23,30,40,73,79,82,100,80,57,64,36,47,57,57,43,30,30,29,27,32,26,42,31,25,""
05,34,43,61,77,121,143,139,151,148,167,139,106,58,54,29,22,21,22,16,26,27,14,19,28,""
06,37,43,59,102,116,128,166,169,161,150,125,103,84,55,36,20,38,22,15,15,15,39,38,49,""
07,57,48,69,101,119,134,105,118,125,88,99,130,82,73,50,15,21,27,14,23,23,27,36,41,""
08,43,58,52,59,77,76,112,100,93,71,101,91,56,57,49,37,29,22,21,30,21,29,46,40,""
09,48,60,74,65,84,96,97,92,69,68,74,82,67,51,55,43,44,31,19,28,27,34,32,44,""
10,38,42,46,69,72,64,96,69,68,82,73,81,76,33,12,31,19,31,14,18,28,20,14,16,""
11,16,23,33,36,33,49,56,48,47,40,50,40,41,41,33,23,21,13,10,9,16,11,12,21,""
12,40,41,43,44,78,69,77,68,51,50,46,73,67,75,47,41,25,23,22,26,21,21,25,32,""
13,28,32,35,47,47,77,65,9,57,62,52,66,53,52,41,36,55,22,18,17,22,24,31,45,""
14,33,31,49,46,46,70,73,57,71,45,56,69,79,83,72,40,48,25,23,19,29,23,45,47,""
15,49,40,44,47,53,80,84,67,54,63,69,56,65,61,43,35,30,31,29,14,27,34,32,36,""
16,32,39,28,45,77,71,74,67,63,45,54,68,47,59,52,27,18,19,8,31,20,27,23,38,""
17,31,30,33,38,57,68,47,70,41,33,44,56,66,12,32,42,29,47,25,22,28,32,36,43,""
18,52,56,49,51,74,67,111,85,65,106,114,40,80,74,42,61,59,62,43,35,29,36,59,51,""
19,57,66,66,73,92,99,104,104,119,80,98,89,93,75,62,55,51,46,37,18,15,8,59,60,""
20,76,64,68,81,86,103,127,113,82,78,90,96,100,61,68,61,39,35,37,35,38,39,44,53,""
21,53,71,66,55,62,90,98,101,60,59,66,130,127,82,67,45,43,36,28,27,51,54,63,61,""
22,54,66,50,55,74,86,101,82,85,65,94,95,88,80,70,51,75,63,73,50,51,61,72,69,""
23,57,57,62,64,92,94,117,99,83,92,96,89,74,91,81,103,79,48,38,48,45,58,61,67,""
24,73,59,64,63,72,132,113,91,101,100,86,97,93,83,71,53,60,38,35,33,33,43,60,58,""
25,50,50,57,50,68,82,86,91,87,58,81,74,87,57,60,68,42,34,33,33,43,53,37,66,""
26,70,67,68,76,87,88,51,121,93,50,34,58,39,41,35,66,44,51,31,42,48,42,34,23,""
27,40,35,45,72,84,78,129,81,58,56,75,84,75,50,25,20,36,24,20,22,26,32,31,33,""
28,42,36,41,48,61,75,75,52,75,55,64,85,57,51,53,26,27,34,33,28,31,34,34,25,""
29,38,33,37,39,62,64,96,69,68,82,73,81,76,24,12,22,19,31,14,18,28,20,14,16,""
30,35,45,40,46,40,66,85,89,74,53,76,66,57,61,53,29,27,25,37,26,36,49,33,30,""
31,38,32,37,38,61,55,55,43,36,45,43,58,68,37,47,23,26,23,27,52,69,9,-1,0,""
[E]dh{}`gIn=o,"`'gl}"
