may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,21,35,36,72,76,88,46,24,31,24,33,23,34,35,42,19,2,8,25,16,19,23,57,""
02,44,43,58,67,83,103,77,53,6,33,39,55,79,68,65,90,50,56,39,31,41,55,5,6,""
03,29,90,85,65,78,191,168,69,68,64,102,148,70,65,16,29,29,30,8,11,27,116,40,35,""
04,21,53,92,144,206,150,209,130,35,26,76,98,97,175,112,41,45,75,60,17,93,31,3,12,""
05,17,53,129,182,216,230,235,195,219,170,213,198,179,146,59,81,116,87,20,30,33,60,5,27,""
06,12,48,53,83,149,216,234,212,235,232,203,208,162,115,23,42,33,9,26,51,44,138,-1,14,""
07,91,58,73,114,185,222,225,216,183,142,212,182,171,105,92,142,34,31,26,80,14,28,-1,0,""
08,7,62,112,155,185,176,207,8,6,12,116,127,51,82,56,29,30,24,34,9,11,24,54,58,""
09,44,30,41,87,76,78,148,117,67,85,115,95,81,36,30,41,28,26,14,19,64,53,96,37,""
10,29,37,40,76,92,106,79,120,102,105,80,71,45,44,41,22,40,22,32,28,20,11,65,17,""
11,46,84,53,99,88,104,80,176,170,87,73,86,124,74,67,54,43,26,29,24,33,43,34,0,""
12,2,46,8,2,2,2,1,2,2,5,5,47,56,10,31,11,49,27,32,11,37,16,19,42,""
13,35,42,57,49,84,85,57,81,68,16,55,26,7,10,41,-1,-1,-1,31,24,21,35,115,0,""
14,29,43,43,43,86,45,65,66,82,109,129,103,91,81,51,119,107,20,18,31,9,60,43,21,""
15,49,24,101,66,50,51,62,53,54,63,104,86,151,93,39,118,28,18,31,62,6,10,5,38,""
16,44,25,32,68,77,77,84,92,77,48,52,33,54,67,58,72,65,31,12,9,61,44,46,33,""
17,41,66,51,62,49,46,53,80,121,85,25,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,18,23,""
18,68,44,27,47,49,72,78,88,128,24,31,49,51,67,78,75,47,37,37,14,28,19,17,24,""
19,44,46,41,75,76,91,82,61,54,59,49,8,41,26,49,22,39,18,20,14,18,36,26,97,""
20,56,53,136,44,67,87,102,109,91,135,123,136,9,120,60,49,59,49,38,31,91,42,183,86,""
21,53,91,55,60,65,62,57,93,48,51,57,46,39,56,138,68,36,55,106,124,190,65,16,0,""
22,27,30,36,58,59,65,74,101,166,6,9,6,15,7,51,53,48,27,31,42,99,36,7,39,""
23,38,134,57,85,79,89,102,155,159,8,90,175,77,46,106,84,55,37,37,34,124,173,85,53,""
24,27,47,57,53,62,74,67,74,121,138,70,72,74,93,67,18,43,29,31,27,76,26,116,29,""
25,51,48,53,85,126,88,106,96,93,86,49,45,42,56,78,70,50,51,51,70,51,32,35,42,""
26,43,39,55,80,92,96,145,108,73,89,43,69,30,132,92,65,58,68,21,26,48,66,104,74,""
27,99,85,57,103,85,148,115,103,105,58,110,181,78,57,67,78,70,75,24,16,6,2,1,94,""
28,62,75,94,105,130,133,108,117,143,94,70,76,62,72,84,66,49,33,47,51,55,19,40,46,""
29,61,61,54,83,85,87,83,88,129,131,94,66,113,76,86,84,75,109,157,100,167,170,92,160,""
30,41,26,142,67,78,76,87,72,66,163,219,177,167,75,48,275,53,36,29,48,33,154,103,96,""
31,140,112,111,107,142,141,89,57,39,49,101,32,19,100,66,21,16,26,9,28,11,6,12,0,""
