may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,20,23,16,26,46,46,47,35,47,39,33,26,32,17,16,14,7,6,7,9,16,17,19,""
02,28,21,32,21,27,32,67,53,39,39,36,19,16,11,14,11,3,6,8,8,7,8,18,19,""
03,17,17,18,21,22,29,28,30,35,36,32,27,15,10,10,5,11,6,8,3,5,10,6,11,""
04,8,16,18,21,33,28,51,44,38,36,26,24,17,14,12,9,8,5,4,3,4,8,12,13,""
05,20,16,22,21,28,28,40,4,13,49,26,26,34,10,17,11,8,4,5,7,8,22,30,15,""
06,11,21,23,30,33,46,54,85,72,51,42,26,26,15,6,12,6,4,4,12,9,18,13,19,""
07,21,22,23,32,37,51,48,52,43,56,35,26,16,14,15,20,7,5,10,9,12,16,17,21,""
08,23,33,27,25,34,66,71,65,55,64,52,38,33,21,18,19,13,13,16,13,12,13,22,21,""
09,23,18,21,21,37,44,65,61,63,54,52,37,28,29,19,21,12,14,13,18,14,15,15,16,""
10,23,23,29,29,29,50,56,37,65,48,46,40,25,20,24,25,16,10,17,25,23,19,21,21,""
11,15,25,20,14,28,53,63,42,61,57,58,39,35,28,30,25,16,11,8,10,8,13,17,19,""
12,23,20,15,16,33,37,42,64,57,51,48,34,32,24,41,30,21,16,21,13,22,17,16,25,""
13,25,24,23,21,38,44,76,68,54,45,45,23,26,25,24,17,16,19,7,12,8,22,19,17,""
14,20,26,24,33,40,44,46,42,54,57,37,29,30,29,24,15,19,22,21,13,16,19,21,31,""
15,24,31,25,26,47,46,57,55,50,72,41,41,20,25,33,22,18,19,23,16,11,24,17,19,""
16,29,27,24,31,29,45,46,46,55,56,40,46,26,26,23,17,16,15,12,9,15,16,22,21,""
17,24,15,18,26,25,33,62,70,53,36,29,27,29,27,30,17,18,20,15,17,20,21,26,25,""
18,18,21,17,17,32,49,59,48,53,55,55,36,-1,33,33,26,23,18,17,14,11,18,18,20,""
19,26,29,42,34,56,59,47,73,75,51,39,40,36,28,34,33,45,44,34,37,20,18,27,23,""
20,34,36,29,31,31,40,78,54,53,58,54,35,24,27,19,25,18,17,15,10,14,23,32,23,""
21,20,23,20,31,22,33,44,61,42,55,33,24,17,27,14,18,17,3,12,10,16,16,21,13,""
22,28,21,20,28,35,56,55,50,40,43,28,23,22,11,18,24,17,8,19,9,12,7,15,24,""
23,24,21,19,13,26,36,35,41,36,35,33,22,15,13,21,21,12,12,7,9,15,20,24,18,""
24,21,22,20,18,34,42,45,47,26,51,39,30,29,24,21,20,11,14,14,9,17,18,19,28,""
25,22,27,27,21,29,55,42,41,53,48,36,32,18,11,21,24,10,11,12,7,9,20,21,25,""
26,35,17,22,33,27,43,58,61,62,56,27,41,31,34,31,27,29,14,14,20,6,20,30,28,""
27,34,35,27,35,47,48,67,50,65,58,43,25,15,17,26,15,14,14,18,21,17,17,19,26,""
28,35,22,32,22,40,43,35,52,46,43,37,22,18,14,13,12,13,12,14,4,18,12,11,14,""
29,29,24,13,17,25,31,44,40,47,62,41,25,16,21,25,19,12,15,14,17,12,31,31,23,""
30,40,37,44,36,48,48,75,49,62,53,42,30,20,15,24,20,13,15,14,15,15,21,20,35,""
31,31,36,30,35,51,49,61,72,71,76,38,26,23,11,15,12,14,8,20,8,3,12,24,-1,""
