Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,21,13,14,9,9,14,18,22,16,16,9,17,19,15,19,17,14,15,9,10,7,1,9
2,8,19,6,7,11,17,9,15,8,13,10,19,7,15,18,21,17,14,8,19,1,4,1,2
3,6,5,4,9,4,6,13,10,12,15,11,14,11,22,15,16,17,19,18,9,7,8,9,4
4,8,9,4,8,10,9,12,12,8,15,18,7,17,15,10,14,14,13,11,13,14,8,1,1
5,6,4,6,4,6,5,4,6,10,10,15,10,8,22,10,14,15,22,12,22,16,11,3,6
6,17,24,9,8,17,20,23,18,22,26,22,14,22,14,26,20,25,19,17,20,17,15,14,8
7,12,21,6,9,16,8,16,14,4,10,18,13,14,15,15,23,9,8,5,9,10,12,14,4
8,6,9,11,5,24,16,18,18,14,19,19,18,17,22,17,16,14,12,8,13,12,10,7,13
9,9,9,10,7,8,12,7,8,13,10,14,16,9,18,14,16,15,14,22,17,4,3,9,4
10,7,25,16,16,15,19,9,18,14,18,14,9,22,10,16,20,18,11,6,17,15,16,13,2
11,10,13,3,4,6,15,18,16,29,23,25,7,7,15,15,18,15,17,14,15,3,9,10,7
12,10,14,8,15,10,14,12,11,8,19,20,12,14,12,15,11,19,15,20,12,8,7,5,7
13,9,15,15,12,14,12,9,11,25,16,14,19,18,16,21,18,13,10,13,8,5,7,6,13
14,9,14,6,16,18,15,24,15,15,22,22,14,20,19,19,18,24,19,17,11,11,9,8,5
15,8,11,9,11,16,15,16,18,12,21,15,14,23,18,20,18,14,19,20,11,14,17,20,3
16,8,25,14,16,23,14,10,16,18,21,17,15,23,22,20,21,17,14,10,17,7,7,10,6
17,14,9,15,15,15,7,17,15,22,13,15,14,18,18,18,19,14,11,10,16,13,11,8,4
18,4,21,11,8,17,9,11,14,4,11,12,7,14,23,8,14,8,14,21,19,14,9,4,11
19,3,3,13,7,12,8,10,7,17,11,9,12,19,16,21,10,17,16,5,9,6,4,2,8
20,12,13,12,4,3,8,9,7,9,9,13,7,14,10,18,19,16,9,6,17,4,11,13,4
21,11,16,11,8,8,12,10,5,12,16,4,6,10,17,24,18,19,15,8,10,8,9,9,12
22,5,8,5,8,9,13,11,13,6,12,15,13,17,15,19,17,7,8,5,8,5,3,1,7
23,7,3,5,7,8,9,8,8,7,9,9,9,13,9,12,15,11,8,21,2,2,1,7,3
24,9,19,8,15,5,7,11,10,15,14,22,10,18,13,22,17,16,12,15,5,8,6,6,6
25,4,24,10,10,6,19,14,11,21,10,11,16,18,23,22,11,15,22,30,16,14,12,8,8
26,10,19,6,18,11,14,23,25,29,14,13,16,21,14,13,13,28,12,14,15,13,9,4,7
27,16,21,7,15,13,12,13,32,31,40,24,17,15,20,15,17,15,12,16,11,3,12,15,9
28,19,10,6,14,11,10,15,33,21,19,25,18,11,15,20,15,24,26,14,12,6,8,6,13
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
