dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,75,95,87,105,172,191,205,210,254,224,217,259,236,246,228,239,230,204,175,181,132,128,129,108,""
02,105,93,155,202,175,164,204,242,264,247,258,240,242,220,229,215,189,193,159,164,136,123,109,109,""
03,46,28,46,69,65,81,146,226,239,234,238,274,218,214,225,201,190,188,164,125,117,116,126,100,""
04,107,104,136,145,114,193,226,225,225,244,239,245,241,213,190,136,204,189,169,131,130,141,127,114,""
05,84,111,128,88,134,117,152,209,237,260,231,225,205,178,190,176,159,185,142,136,102,44,34,31,""
06,30,21,32,47,60,57,71,176,216,220,225,238,186,210,183,169,173,153,147,123,100,103,71,104,""
07,75,62,73,86,117,109,155,165,181,220,214,200,172,165,170,196,164,137,138,116,133,107,119,91,""
08,91,79,67,122,146,163,146,209,213,215,232,218,199,183,188,181,191,179,140,133,109,98,116,101,""
09,57,59,100,143,194,159,174,197,217,254,238,210,194,177,197,207,168,167,152,125,113,103,92,105,""
10,54,49,98,213,147,198,183,231,229,230,234,230,183,166,173,171,174,169,145,122,98,104,98,103,""
11,77,100,119,173,217,222,218,239,278,253,247,202,219,175,183,163,182,174,108,115,107,90,106,66,""
12,80,68,103,125,131,157,197,220,254,273,207,200,183,167,151,166,150,148,166,70,29,20,12,18,""
13,23,58,72,157,223,239,220,161,262,327,298,283,228,203,214,230,245,266,148,118,86,103,74,118,""
14,132,149,188,240,257,276,303,306,326,311,306,304,251,232,226,194,149,141,114,154,99,63,68,56,""
15,54,61,85,130,128,139,218,193,209,203,213,228,190,185,171,169,169,161,133,132,110,52,27,22,""
16,66,74,96,109,126,148,153,191,179,203,191,180,193,192,179,176,198,170,155,143,132,90,24,26,""
17,34,49,102,137,119,64,86,172,170,179,179,204,187,182,162,196,113,100,126,115,131,103,116,65,""
18,44,86,80,99,91,86,142,169,184,209,191,195,171,188,159,164,155,156,150,155,134,109,114,88,""
19,78,67,87,144,131,150,108,81,137,200,179,201,181,178,167,178,147,178,141,121,100,94,62,62,""
20,69,52,69,142,122,110,126,140,151,170,186,189,185,192,176,181,154,122,129,102,75,71,97,82,""
21,68,74,60,102,66,68,144,165,186,175,217,213,189,188,152,189,190,190,153,140,146,135,89,69,""
22,81,65,92,89,102,111,159,197,204,181,211,190,171,189,190,178,167,137,148,151,102,110,98,68,""
23,64,59,66,63,92,133,138,150,165,189,195,190,194,177,155,155,152,149,111,127,92,49,80,68,""
24,35,44,52,65,29,43,110,161,176,178,169,181,185,172,166,140,114,140,122,141,79,76,64,24,""
25,23,47,61,74,81,29,43,41,130,217,206,218,205,188,172,162,92,99,54,31,44,32,28,26,""
26,11,20,23,31,26,51,147,205,202,180,194,199,208,190,185,170,173,141,129,131,54,34,65,50,""
27,12,22,23,50,77,70,109,164,174,186,202,198,187,219,180,187,188,180,137,150,128,108,14,9,""
28,14,57,71,92,78,126,156,171,190,201,202,192,183,199,177,105,104,176,141,133,138,116,103,65,""
29,60,56,36,37,45,118,161,152,192,200,219,226,205,188,190,112,163,184,144,136,133,103,128,42,""
30,25,34,33,42,35,46,46,89,169,215,220,225,237,201,182,183,164,172,177,110,140,128,105,110,""
31,75,31,29,43,39,86,163,180,133,167,206,245,203,167,180,225,181,182,157,136,138,129,116,-1,""
[E]nVah{{`zI}le,"z'gl}"
