dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,13,10,4,4,3,7,20,12,7,9,10,10,13,4,4,4,5,3,17,17,18,18,9,""
02,11,10,4,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,11,7,8,12,17,27,""
03,18,22,18,8,2,14,9,11,8,4,1,6,14,3,14,14,2,12,6,15,11,13,20,26,""
04,20,12,0,0,0,0,1,0,0,0,0,1,0,2,3,16,12,9,17,19,19,12,36,33,""
05,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,11,24,18,18,26,26,""
06,24,31,9,17,8,5,17,11,24,9,3,24,16,7,8,5,10,6,16,16,16,24,31,16,""
07,17,11,14,1,1,0,0,4,1,1,1,0,10,1,0,0,4,4,12,9,17,16,20,24,""
08,22,18,17,23,18,27,16,30,24,3,8,7,5,1,8,3,7,12,9,20,8,26,19,38,""
09,27,27,5,1,1,6,6,15,7,2,4,0,9,1,0,2,1,11,12,12,12,20,25,39,""
10,16,28,16,10,13,19,17,24,18,21,13,7,10,6,4,1,8,9,11,23,24,31,33,41,""
11,23,16,7,8,3,8,6,13,25,28,24,27,29,12,20,5,17,14,16,26,20,35,60,64,""
12,61,34,26,21,12,6,12,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,""
13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,23,32,51,60,99,117,34,""
14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,17,10,0,""
15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,""
16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,""
17,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,""
18,0,0,0,0,0,0,0,0,0,0,1,10,6,6,2,1,10,6,1,0,0,0,0,0,""
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,19,18,17,17,""
20,2,0,0,0,0,0,0,0,0,0,0,0,11,5,11,18,16,14,12,12,15,27,11,2,""
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,10,18,21,15,10,11,""
24,0,0,0,0,1,0,0,0,0,0,0,15,10,11,4,1,4,8,4,2,0,1,5,6,""
25,0,0,0,0,0,0,0,0,0,1,2,3,7,1,11,6,7,7,7,9,5,11,20,22,""
26,2,0,0,0,0,0,0,0,2,18,15,1,4,3,28,10,15,15,18,12,30,19,8,8,""
27,0,0,0,0,0,0,0,0,0,0,1,4,0,1,5,3,3,6,2,4,25,32,39,36,""
28,35,31,31,33,28,32,29,25,49,57,46,35,16,18,21,10,13,10,10,3,11,23,19,25,""
29,26,5,0,0,0,0,0,0,0,0,0,12,14,15,9,8,8,9,8,4,11,23,18,14,""
30,12,2,0,3,1,1,0,6,22,19,19,13,18,17,21,4,8,2,6,0,14,28,28,28,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
