mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,11,17,28,27,43,39,36,29,43,56,69,49,46,46,56,55,55,27,25,25,22,18,23,20
02,12,13,20,42,46,40,42,36,37,43,58,32,42,44,42,41,-1,34,28,28,22,15,12,15
03,10,12,26,42,47,42,32,36,40,45,50,50,35,60,48,56,39,30,20,21,17,18,16,20
04,9,8,27,28,34,40,34,28,32,36,40,50,42,50,50,46,48,32,26,14,23,27,10,18
05,17,13,18,42,43,42,33,27,64,70,65,63,57,59,58,59,51,34,43,35,20,20,12,11
06,9,12,14,28,40,31,38,23,34,49,55,49,53,41,55,43,39,30,42,24,23,24,30,14
07,7,12,12,31,31,30,34,36,32,46,57,42,46,47,73,36,22,33,13,25,30,27,20,13
08,11,14,13,29,30,41,24,35,31,40,63,40,41,38,40,44,33,26,17,28,29,21,13,8
09,17,23,20,28,45,36,26,32,39,28,54,40,49,52,61,38,37,26,18,16,31,14,19,23
10,14,17,13,30,34,34,21,32,28,51,55,48,43,34,48,44,41,37,13,5,19,18,14,11
11,15,17,15,32,57,53,32,32,34,46,54,53,42,32,45,37,37,18,20,27,24,21,27,19
12,13,11,11,22,37,52,29,21,44,54,62,58,42,47,48,37,31,26,21,24,24,16,20,17
13,15,14,17,31,40,50,31,25,39,67,60,60,59,49,33,33,36,29,34,27,35,26,28,13
14,15,16,18,19,33,29,35,26,30,46,59,50,62,51,44,42,25,24,28,27,28,31,15,14
15,18,15,22,18,33,47,38,25,30,60,43,70,56,42,59,45,33,28,27,30,22,27,28,11
16,7,11,18,24,27,36,43,37,56,50,83,72,67,62,59,53,36,41,35,26,29,15,14,18
17,9,10,24,19,33,29,26,24,40,46,65,55,35,39,32,48,31,15,17,24,27,39,24,12
18,12,12,21,29,44,41,24,27,22,55,53,49,32,30,50,44,45,28,29,24,21,17,26,9
19,11,11,14,23,34,38,37,24,23,61,69,69,53,43,51,52,34,11,23,19,28,16,19,13
20,9,15,15,27,40,38,35,25,36,57,58,51,56,49,59,26,27,27,29,27,33,13,14,15
21,13,10,14,31,44,38,16,20,44,58,61,53,63,65,54,32,26,31,20,34,31,34,20,20
22,8,2,0,24,31,36,20,26,31,54,59,62,49,41,66,50,45,18,17,21,22,19,18,16
23,11,12,18,27,38,30,31,35,34,54,63,70,38,42,51,50,36,17,25,22,29,22,17,16
24,18,14,26,38,29,36,30,19,25,43,51,54,40,35,38,50,54,22,23,32,34,18,14,13
25,12,7,22,30,40,28,36,17,31,45,55,57,51,59,60,28,31,24,16,20,27,19,21,10
26,19,19,19,29,32,43,28,31,26,53,61,69,54,48,65,58,24,26,25,19,26,31,28,14
27,22,18,19,39,31,44,40,34,35,42,64,53,65,51,53,45,41,27,22,17,32,25,20,14
28,12,9,21,33,34,30,30,24,35,54,68,55,76,50,74,37,31,21,31,22,29,18,19,15
29,10,9,22,20,32,20,33,20,36,59,52,59,36,63,53,41,37,27,15,30,31,22,13,14
30,9,17,16,30,36,36,28,26,41,50,56,56,47,54,38,41,33,25,22,17,28,14,15,16
31,14,12,15,27,28,33,38,20,30,49,61,51,56,59,61,42,25,22,20,25,30,23,25,-1,-1
