mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,209,212,236,228,224,218,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,0,0,0,0,0,0,0,0,0,0,0,0,0,32,66,43,46,37,34,46,60,51,59,52,""
03,47,65,53,76,71,61,68,81,75,69,79,69,67,66,63,54,69,66,57,66,67,74,62,63,""
04,65,58,55,60,79,64,62,64,76,84,57,71,68,63,43,49,48,45,59,40,59,62,65,68,""
05,52,67,50,62,64,62,57,65,67,62,64,48,55,48,48,45,52,47,50,63,76,71,73,60,""
06,82,83,99,88,100,92,106,160,131,76,67,68,58,57,55,47,29,58,62,62,73,56,75,67,""
07,73,74,66,64,86,80,86,84,76,81,71,86,81,80,64,64,69,64,67,67,77,81,79,74,""
08,72,79,89,66,93,82,81,93,90,82,67,80,77,77,65,53,41,60,66,64,82,78,92,91,""
09,94,72,85,83,96,93,87,82,107,93,109,90,76,97,88,95,81,90,95,40,0,0,0,0,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,60,41,58,68,71,74,""
14,0,0,0,0,0,0,0,0,0,0,81,108,105,87,78,71,73,65,67,88,108,90,107,112,""
15,91,126,109,120,132,127,119,121,130,111,116,107,99,95,71,81,76,75,71,77,109,110,119,107,""
16,118,116,125,138,139,146,133,165,135,144,119,116,107,106,83,66,81,56,59,76,92,79,96,117,""
17,100,107,115,120,117,113,142,130,123,113,94,94,79,79,87,71,77,65,67,91,84,81,89,73,""
18,88,99,89,100,104,98,96,101,90,86,96,79,94,81,71,78,71,66,88,84,97,88,103,83,""
19,106,83,101,107,89,106,115,101,110,99,100,100,87,100,92,94,82,85,91,89,103,90,96,92,""
20,81,95,101,108,82,84,97,98,103,103,95,115,93,90,95,81,98,92,86,88,88,94,91,97,""
21,104,84,92,80,87,106,110,107,103,105,98,110,99,119,114,83,107,82,99,91,100,95,91,86,""
22,89,100,96,85,86,97,96,109,90,82,92,94,107,126,147,135,115,106,112,115,124,106,94,94,""
23,103,81,107,104,96,87,92,98,103,94,123,117,91,104,102,101,102,87,69,78,86,94,104,110,""
24,95,104,95,106,108,92,104,94,103,97,105,92,68,82,78,79,85,90,95,85,84,86,104,95,""
25,80,77,104,95,86,89,91,99,89,103,91,93,0,0,0,0,0,0,0,0,0,0,0,0,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
