may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,129,109,115,112,133,120,103,100,106,92,116,85,92,49,31,46,42,47,48,43,46,64,82,82
1,82,85,84,98,104,87,101,121,130,111,101,88,94,106,106,75,48,35,45,46,72,85,115,104
2,124,119,114,121,137,142,143,175,179,168,160,108,104,96,89,57,74,52,58,73,69,90,116,112
3,110,98,90,91,123,105,122,123,135,119,113,87,50,29,37,36,33,28,49,36,47,71,94,76
4,85,96,102,72,108,116,135,140,99,151,119,129,87,62,52,41,25,35,30,28,69,55,58,64
5,85,94,93,92,113,95,129,115,152,140,124,143,93,85,101,69,50,32,46,46,36,63,79,98
6,81,93,105,137,133,180,164,170,185,207,176,116,116,97,97,84,60,56,48,59,67,86,89,112
7,119,117,111,128,125,147,110,157,164,153,133,48,58,42,44,63,41,52,48,57,52,74,76,105
8,95,106,132,151,170,172,169,190,165,154,90,85,85,69,67,54,59,43,44,30,56,67,70,95
9,119,141,115,133,156,111,99,154,156,129,102,107,79,90,64,68,50,42,41,56,63,82,77,109
10,109,100,103,122,148,160,143,157,162,148,126,123,97,86,80,70,62,50,53,53,87,78,93,104
11,87,109,149,138,125,147,165,170,165,131,121,116,107,94,62,81,60,59,49,45,46,78,85,92
12,112,109,114,106,127,144,162,155,167,151,127,118,97,81,86,84,51,68,44,40,71,71,121,97
13,126,127,124,154,125,170,181,179,178,165,134,90,59,71,68,65,46,35,53,51,71,83,75,106
14,101,113,106,109,129,162,158,0,0,1,0,1,1,0,0,28,63,71,43,59,60,71,69,93
15,98,129,98,121,151,137,189,180,190,161,166,127,92,89,87,82,54,65,44,64,72,95,102,126
16,109,115,130,149,140,154,147,182,190,193,120,138,128,79,83,61,66,62,42,48,61,82,81,94
17,97,96,111,124,134,168,178,166,143,151,132,100,109,96,80,85,70,62,51,59,72,64,77,68
18,111,111,108,113,114,151,151,120,24,24,91,132,150,45,67,89,83,65,86,60,64,89,96,108
19,130,101,126,132,139,109,105,194,191,149,144,135,138,113,127,73,61,65,63,60,72,110,103,103
20,119,117,128,129,135,112,105,150,135,127,127,115,83,19,25,51,50,33,33,43,48,75,64,109
21,102,119,114,115,112,75,50,25,42,39,76,90,67,69,28,33,47,29,43,26,44,68,65,97
22,114,115,104,110,122,87,34,60,93,85,73,110,103,135,105,89,48,32,56,57,70,80,95,94
23,104,121,125,117,134,166,181,208,211,192,180,122,114,78,78,74,56,54,45,53,58,73,83,85
24,91,113,92,100,95,87,80,37,51,43,67,69,72,66,78,52,16,16,51,44,47,58,78,75
25,99,111,106,114,125,102,106,113,123,109,79,89,56,80,82,74,56,36,43,43,51,80,84,87
26,87,104,99,104,124,148,127,137,127,125,121,106,90,76,92,82,87,72,49,54,52,61,54,84
27,100,98,110,99,130,133,81,75,126,106,62,81,83,53,61,60,47,48,34,45,70,53,62,67
28,63,76,85,92,87,91,122,132,125,77,103,73,85,85,78,54,57,55,59,59,70,64,84,95
29,102,91,119,120,140,133,134,146,138,144,116,98,108,98,100,99,69,57,52,54,59,74,83,113
30,83,113,114,103,142,119,110,126,-1,-1,33,105,72,3,-1,-1,-1,-1,3,33,52,37,-1,-1,-1
