may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,24,18,30,24,25,34,34,19,19,17,16,8,10,12,11,6,5,5,12,9,14,13,17,""
02,20,18,19,22,19,26,23,34,19,23,18,17,18,7,16,17,4,4,8,9,8,13,16,21,""
03,17,23,19,21,24,33,40,33,28,25,20,18,12,11,13,17,7,5,6,8,11,11,15,16,""
04,19,16,18,20,11,31,23,33,21,24,20,11,9,11,12,10,6,9,8,6,13,10,16,16,""
05,25,15,21,22,32,31,26,29,27,32,23,18,15,15,7,12,9,6,5,6,4,16,21,19,""
06,24,15,16,25,23,35,24,36,28,26,15,16,14,7,14,8,11,7,5,5,10,10,9,22,""
07,16,17,22,24,25,33,26,31,24,23,25,14,11,9,11,9,11,4,4,4,8,13,14,13,""
08,23,16,23,26,29,31,34,31,19,21,19,19,14,12,10,6,8,9,8,7,10,3,13,10,""
09,12,18,16,13,26,24,23,31,25,23,19,10,11,9,8,4,6,9,6,7,6,13,12,12,""
10,10,12,22,22,27,34,28,34,29,27,18,14,11,5,7,10,7,6,6,4,8,7,12,12,""
11,17,20,13,21,28,30,38,29,27,18,17,18,12,5,5,3,6,5,12,7,10,13,7,10,""
12,17,15,10,23,20,21,22,28,22,17,15,18,13,10,6,9,4,4,5,7,5,10,16,24,""
13,24,16,16,21,20,31,24,28,22,21,14,12,9,12,9,8,11,6,5,6,11,10,14,15,""
14,19,19,20,21,26,32,24,26,31,20,12,9,9,11,11,6,8,7,6,4,8,7,10,25,""
15,20,23,22,17,19,24,20,26,32,19,16,13,9,9,11,9,8,6,6,5,12,10,13,12,""
16,15,22,13,22,21,26,25,33,22,17,20,13,9,12,11,6,9,6,7,10,7,8,12,18,""
17,15,14,11,21,23,29,29,31,24,28,12,14,16,10,8,14,7,2,5,9,10,10,10,17,""
18,14,14,16,17,14,13,20,16,10,11,11,11,5,6,15,4,5,6,5,8,8,13,9,11,""
19,21,21,19,19,20,32,22,24,24,23,15,11,8,6,7,4,11,3,7,6,7,5,13,8,""
20,13,16,16,13,23,17,14,22,18,15,13,10,9,8,8,10,6,9,5,6,3,5,9,5,""
21,18,18,22,12,10,22,20,17,19,18,18,10,6,9,10,12,4,8,7,8,8,9,14,12,""
22,15,12,14,10,20,15,19,30,22,18,10,9,8,10,5,9,5,5,8,10,11,3,14,18,""
23,16,14,19,19,29,29,28,29,16,20,13,13,11,9,8,9,9,8,9,5,8,12,11,15,""
24,30,18,30,21,15,29,24,29,31,29,13,13,12,8,13,6,14,4,2,7,7,9,17,14,""
25,27,20,20,14,19,20,16,28,20,16,15,13,9,10,5,5,3,3,10,4,10,7,10,12,""
26,10,13,16,14,18,19,24,32,19,19,15,2,7,9,8,6,6,7,7,6,7,9,11,17,""
27,14,9,14,27,18,22,24,17,24,12,15,12,6,9,8,5,3,5,3,6,7,7,12,13,""
28,10,10,15,10,22,16,22,19,22,17,16,11,8,6,10,9,6,7,6,6,7,10,13,16,""
29,18,16,21,18,17,21,26,23,23,14,10,11,12,6,10,6,12,10,9,9,12,7,12,19,""
30,16,21,19,27,23,38,33,25,30,22,13,17,10,10,8,7,10,4,13,5,11,8,14,16,""
31,11,17,20,10,16,31,27,28,25,21,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
