may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,29,28,28,34,36,24,38,29,44,42,28,26,24,25,9,17,12,7,13,3,14,16,26,25
1,26,21,33,18,32,38,41,28,39,42,34,19,25,25,21,28,9,5,5,2,16,14,28,22
2,29,27,27,28,40,34,28,28,31,29,22,22,11,10,15,12,18,5,4,3,1,13,12,22
3,25,23,23,26,38,38,34,25,24,29,29,22,33,20,32,20,5,3,5,5,7,14,16,24
4,26,26,21,30,32,33,43,39,50,46,30,40,20,24,26,16,9,4,4,3,3,25,26,15
5,24,26,15,35,28,40,42,40,39,39,34,41,29,24,24,11,8,9,13,4,2,14,29,20
6,29,19,21,50,31,54,45,42,28,28,38,33,29,13,33,24,19,1,4,2,6,22,8,11
7,9,19,31,30,32,45,39,27,38,49,26,28,32,34,36,21,12,4,6,10,19,9,18,27
8,23,29,32,19,21,58,56,53,52,51,47,27,25,19,23,14,16,7,4,7,6,9,20,28
9,25,30,32,34,46,44,50,61,45,48,32,34,30,26,23,13,13,7,4,19,8,13,6,15
10,23,21,20,30,39,22,22,41,29,34,28,15,17,9,13,11,9,11,2,3,9,14,22,22
11,21,29,28,44,35,25,32,42,24,28,16,15,11,34,19,30,13,1,3,3,3,1,8,6
12,13,37,22,24,39,27,38,23,26,30,23,29,20,11,20,23,12,14,4,8,9,10,31,8
13,10,9,18,18,18,24,36,40,43,30,24,29,20,16,17,27,7,4,9,4,5,6,7,8
14,27,25,20,28,20,30,9,0,0,0,0,0,0,0,0,7,10,6,4,6,14,21,16,21
15,14,18,22,38,36,24,31,36,30,34,31,21,16,20,19,9,4,6,1,4,8,11,34,24
16,23,25,26,38,29,26,23,28,40,32,23,30,19,17,20,18,17,17,8,12,15,7,8,9
17,15,24,22,24,24,36,31,25,25,25,22,13,15,24,29,23,16,7,5,6,12,14,18,14
18,20,20,21,31,28,40,36,21,0,0,21,12,23,22,21,28,23,6,6,4,5,12,23,27
19,35,29,28,33,39,36,53,44,42,35,28,28,37,37,24,25,20,16,10,10,13,20,25,11
20,18,22,21,41,40,35,29,34,36,38,33,33,16,4,6,15,10,12,12,15,14,19,16,24
21,21,20,30,27,36,30,26,13,18,24,29,35,26,33,10,23,21,5,11,7,16,11,6,28
22,21,27,26,25,27,31,21,33,31,22,34,23,22,31,21,24,14,11,15,23,17,12,18,26
23,25,29,31,35,31,39,49,40,56,54,47,35,44,29,25,24,11,12,10,6,14,10,9,21
24,20,20,22,26,33,29,34,15,31,27,23,16,20,23,29,25,15,10,11,10,16,14,9,16
25,21,26,27,24,41,22,40,23,34,27,27,21,26,22,22,22,14,6,7,9,9,17,24,23
26,19,17,24,22,29,24,34,40,32,25,23,24,23,19,28,28,14,8,6,8,10,4,9,17
27,22,29,23,34,30,47,21,24,13,24,9,0,0,0,0,7,14,8,4,3,8,6,18,22
28,22,36,24,40,31,32,36,44,30,30,22,15,11,27,33,22,12,5,5,7,19,19,18,17
29,17,20,22,19,39,37,29,37,32,32,39,20,24,26,29,28,21,12,21,15,16,15,18,21
30,18,34,17,27,25,37,38,50,42,42,38,29,24,33,35,22,22,14,17,9,18,17,25,9
