may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,5,7,5,4,11,7,5,9,15,7,5,11,14,12,25,24,16,15,10,11,14,6,11,""
02,9,6,10,8,9,8,6,9,14,8,7,7,6,12,23,26,15,17,23,10,10,11,6,6,""
03,18,8,11,8,6,4,8,7,7,11,12,14,19,16,20,26,12,15,22,18,12,4,7,5,""
04,13,4,2,7,6,9,22,12,5,8,10,5,7,5,10,6,12,12,12,5,8,6,9,8,""
05,3,9,2,1,7,2,5,13,3,6,7,11,9,8,7,21,25,15,9,5,4,3,7,11,""
06,8,4,4,5,7,3,7,3,5,10,9,7,15,5,12,18,21,14,10,6,4,7,4,6,""
07,5,5,9,3,7,6,7,6,2,10,5,10,2,7,16,17,21,12,13,7,4,4,5,3,""
08,11,3,4,6,5,7,9,6,14,6,5,10,9,9,11,24,26,19,16,10,4,6,10,7,""
09,6,6,11,7,6,4,3,5,9,2,6,7,10,10,21,17,12,11,13,4,9,5,8,3,""
10,2,4,6,8,5,3,4,2,14,8,10,14,4,15,10,22,17,15,12,6,5,6,5,6,""
11,5,4,7,3,6,8,10,12,3,8,7,6,8,10,10,14,15,17,8,12,3,8,3,7,""
12,5,2,4,6,7,3,3,7,9,7,11,7,9,12,11,16,21,17,10,8,9,4,5,11,""
13,8,8,6,3,6,9,4,9,7,8,15,10,8,16,10,17,9,19,15,10,6,4,7,4,""
14,8,8,10,7,5,7,7,3,9,7,4,8,11,14,13,18,15,15,9,2,6,5,3,6,""
15,4,6,9,8,4,9,4,7,7,4,9,3,4,5,5,15,11,12,13,4,3,9,5,9,""
16,8,22,8,9,4,8,5,5,8,7,9,10,8,9,7,13,11,12,5,4,8,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,""
18,6,5,12,11,8,12,11,8,14,11,14,16,14,15,14,19,22,20,17,16,7,17,0,7,""
19,9,7,6,5,9,9,13,9,14,20,25,22,16,24,22,25,12,9,22,11,9,8,8,4,""
20,6,4,15,11,6,11,10,11,12,11,8,8,13,7,18,24,28,16,26,18,19,12,12,10,""
21,6,9,11,10,7,9,9,12,11,8,13,12,13,11,18,15,16,22,13,10,8,10,7,2,""
22,5,8,-1,3,5,10,11,10,10,15,10,7,15,8,8,20,18,15,22,11,15,7,3,13,""
23,8,9,2,9,3,12,9,9,19,12,9,11,11,18,9,11,30,17,10,10,13,8,10,4,""
24,4,5,9,11,7,2,11,15,15,10,10,14,17,6,20,14,15,17,18,8,4,11,5,7,""
25,5,4,14,5,8,9,7,9,11,7,14,10,16,14,20,23,23,27,14,7,8,10,6,3,""
26,5,7,5,9,5,10,10,10,14,12,11,9,10,14,22,21,15,11,15,10,11,4,11,8,""
27,7,4,9,6,11,8,10,8,15,13,11,13,13,18,12,20,18,24,22,17,17,16,4,6,""
28,8,12,8,10,17,9,15,12,14,15,10,17,10,9,12,16,15,19,25,10,11,7,6,4,""
29,6,12,9,9,4,8,4,8,14,6,17,17,17,8,14,23,39,31,21,13,9,6,10,7,""
30,5,15,9,10,8,7,15,10,16,9,12,16,23,11,16,22,29,36,19,12,9,4,5,4,""
31,4,10,5,4,1,12,8,8,12,17,9,11,22,20,18,17,36,13,32,14,5,15,9,-1,""
