may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,37,38,27,38,22,17,18,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
02,2,3,3,1,4,10,32,41,3,3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,0,0,0,2,0,0,6,41,14,24,23,38,""
04,43,48,39,43,78,77,79,57,12,1,0,0,0,0,0,0,0,0,1,31,26,30,27,35,""
05,41,51,45,66,52,85,97,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
06,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,8,21,""
07,20,13,16,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,""
08,2,3,2,5,8,9,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,""
09,1,1,1,3,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,""
10,0,1,3,3,0,2,0,3,2,1,4,0,0,0,0,0,0,0,0,0,1,11,31,30,""
11,29,25,43,54,60,87,62,15,2,2,0,0,2,0,0,0,0,0,0,0,3,14,32,36,""
12,35,51,50,51,62,73,75,13,0,0,0,0,0,0,0,0,0,0,1,2,18,39,35,52,""
13,43,48,54,63,76,103,67,68,35,1,1,1,0,6,5,0,3,14,23,29,16,35,38,49,""
14,55,55,56,63,84,76,104,69,3,0,0,0,0,0,0,0,0,0,0,0,12,19,37,43,""
15,42,45,54,67,65,66,86,0,0,0,0,0,0,0,0,0,0,0,0,6,15,43,34,27,""
16,45,55,49,75,74,93,104,12,0,0,0,0,0,0,0,0,0,0,0,1,7,32,21,30,""
17,41,48,47,51,62,83,67,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,""
18,4,23,46,39,70,92,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
19,2,4,2,5,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
20,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,""
21,1,1,0,1,5,21,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,""
22,2,0,0,1,0,2,0,0,0,0,0,0,0,8,3,1,0,0,0,0,1,5,1,0,""
23,6,10,20,43,77,58,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,32,""
24,44,24,4,4,8,4,6,5,0,0,0,0,0,14,6,1,0,3,21,52,39,17,50,38,""
25,40,58,53,64,71,108,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,""
26,1,3,5,2,11,26,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,""
27,5,6,5,12,13,15,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,""
28,5,13,28,27,46,71,41,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,""
29,2,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,13,""
30,6,7,3,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,32,43,43,""
31,51,60,53,66,65,92,115,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,""
