may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,17,17,22,30,31,42,36,35,40,36,28,25,17,17,17,12,7,10,5,11,15,11,20,""
02,16,19,20,23,30,31,34,36,29,38,29,26,18,29,17,9,9,8,14,7,10,12,10,17,""
03,14,9,11,15,23,35,26,23,35,29,21,27,29,21,18,10,7,18,4,6,8,16,10,14,""
04,15,15,23,29,31,40,31,37,39,43,31,30,32,32,22,16,14,11,9,10,11,16,9,7,""
05,17,22,18,28,40,31,54,50,49,61,44,38,35,29,21,32,21,8,18,12,10,10,9,13,""
06,22,16,17,27,33,45,30,45,55,42,34,42,43,42,19,23,11,12,13,12,15,8,22,9,""
07,13,13,39,61,41,34,36,45,57,36,36,31,39,41,17,17,12,9,6,10,10,14,14,14,""
08,16,17,22,44,50,38,37,37,41,40,47,47,29,27,29,17,7,7,6,11,8,6,10,15,""
09,16,21,27,55,45,38,51,42,44,43,41,47,41,31,30,17,11,17,5,11,12,17,8,15,""
10,12,10,27,28,31,35,59,37,61,67,46,33,39,27,14,12,7,10,17,9,14,17,6,10,""
11,15,13,13,28,30,38,24,33,31,44,39,33,31,34,20,15,10,2,8,10,5,9,16,15,""
12,17,22,24,31,34,28,38,38,43,41,42,23,33,30,32,16,8,10,5,8,12,13,3,15,""
13,15,14,21,28,33,39,31,36,29,44,42,58,24,27,22,20,9,9,11,10,6,11,26,15,""
14,17,14,21,25,27,35,34,24,29,50,47,24,31,34,27,12,6,9,9,11,10,8,9,14,""
15,22,15,15,19,39,31,27,1,0,0,1,0,0,0,0,9,13,12,11,8,11,8,23,11,""
16,8,19,21,23,28,30,34,34,46,29,34,40,32,35,18,17,9,7,5,6,13,10,14,10,""
17,11,14,14,22,22,35,29,25,29,30,32,39,25,31,14,15,6,6,9,10,5,9,11,14,""
18,10,16,18,20,19,28,33,33,28,41,32,25,32,29,22,10,7,10,9,9,8,3,-1,-1,""
19,-1,-1,-1,-1,-1,-1,23,28,0,0,15,32,21,23,27,12,15,8,10,9,8,9,12,15,""
20,21,16,21,39,41,37,33,19,38,47,36,34,41,31,18,19,15,11,15,10,10,5,7,18,""
21,11,15,21,23,15,23,20,34,24,31,25,36,43,32,18,15,10,11,9,13,11,8,9,19,""
22,19,14,8,19,31,28,30,38,18,23,31,27,29,23,20,25,13,5,13,28,17,13,14,15,""
23,17,16,18,33,34,24,39,32,44,38,29,27,27,27,17,15,19,11,11,8,10,16,7,15,""
24,16,23,25,48,43,44,51,47,54,46,50,58,30,42,22,19,18,11,7,10,11,16,11,14,""
25,19,18,13,36,34,39,39,38,24,27,20,23,35,27,20,15,10,7,5,11,5,15,14,20,""
26,19,22,18,25,20,38,29,46,16,34,17,31,37,40,40,19,8,7,6,9,8,7,9,12,""
27,16,15,25,34,29,41,33,31,33,41,29,28,29,31,33,13,70,7,8,3,8,7,12,9,""
28,15,17,27,35,37,35,56,38,43,45,27,29,23,20,14,15,14,8,14,15,6,8,16,20,""
29,13,15,15,27,33,37,34,27,32,27,25,27,32,20,31,19,10,6,5,16,4,17,9,14,""
30,14,15,15,33,37,29,27,33,47,47,32,50,36,28,24,19,8,4,8,11,10,8,16,14,""
31,12,8,25,28,17,34,35,50,27,26,26,35,22,28,15,19,14,4,9,8,4,10,9,12,""
