feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,108,92,156,78,149,95,94,95,74,88,75,73,45,50,39,22,33,-1,-1,-1,-1,-1,39,86,""
02,141,105,110,102,104,106,123,94,57,89,75,85,74,45,40,44,29,41,24,57,48,26,110,141,""
03,172,125,114,105,74,58,93,109,-1,123,85,66,59,48,63,36,33,34,50,70,37,24,70,66,""
04,108,117,118,115,125,123,108,102,70,66,29,-1,56,56,31,48,53,62,46,58,63,70,28,95,""
05,121,119,86,65,95,81,86,82,56,50,99,72,73,61,51,47,36,22,26,37,50,37,36,52,""
06,-1,-1,-1,-1,-1,-1,-1,-1,48,72,14,74,72,79,45,33,21,36,35,59,41,45,75,63,""
07,0,76,58,41,73,56,52,38,55,38,22,12,23,43,24,43,63,3,19,19,9,27,44,-1,""
08,0,41,75,48,58,47,58,49,36,60,52,51,52,53,14,22,14,9,14,28,43,45,48,61,""
09,105,107,94,92,81,88,76,50,70,72,53,51,66,76,54,39,29,35,36,39,37,45,41,36,""
10,66,78,96,79,80,72,77,82,85,99,64,94,84,63,56,41,30,44,69,54,30,30,43,89,""
11,112,104,105,103,93,99,81,86,103,101,101,89,97,94,98,74,52,32,69,42,37,78,64,80,""
12,127,146,159,140,126,129,103,114,101,75,80,81,108,93,80,69,36,35,39,44,46,51,56,104,""
13,123,102,99,113,114,107,108,85,104,81,95,99,89,120,68,52,48,33,32,48,58,68,39,49,""
14,46,27,120,107,98,108,109,102,87,114,79,109,86,61,-1,-1,-1,-1,14,29,51,54,90,107,""
15,109,130,122,121,111,110,109,104,92,77,77,107,54,45,101,47,5,13,47,38,32,31,-1,0,""
16,73,113,104,71,88,90,78,77,61,92,111,69,72,84,60,59,37,33,38,36,43,45,29,64,""
17,82,96,97,90,83,67,76,72,78,48,74,90,80,81,51,53,36,70,29,33,32,42,35,39,""
18,96,127,101,110,96,115,106,104,110,44,50,76,100,79,56,42,69,39,28,30,74,49,53,76,""
19,82,93,68,67,85,86,88,74,-1,66,57,82,83,80,79,33,24,27,34,36,56,47,43,58,""
20,-1,15,81,87,95,72,80,79,45,85,81,81,96,67,67,34,24,23,41,34,39,47,51,87,""
21,139,119,134,131,134,101,109,119,89,99,88,86,66,50,48,33,48,35,32,55,49,33,54,75,""
22,80,102,116,106,99,90,89,79,84,83,76,71,86,74,64,48,23,21,17,21,39,32,43,74,""
23,114,124,123,111,117,84,100,80,74,79,71,68,80,62,53,47,25,22,17,24,23,65,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,45,51,47,45,40,42,53,63,62,82,93,94,58,71,73,51,42,55,23,42,56,40,47,41,""
27,104,110,120,108,128,121,105,103,61,61,99,70,74,60,70,54,16,16,32,19,35,54,56,52,""
28,76,101,73,93,85,98,71,66,89,79,60,78,75,43,41,30,18,28,36,42,42,53,60,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
