Feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,52,54,40,27,25,18,17,14,15,14,19,21,39,29,42,53,89,95,91,76,81,59,61,40,""
2,41,40,29,22,22,13,19,9,15,30,29,23,35,27,30,32,97,74,68,50,55,32,57,43,""
3,29,28,24,20,29,30,14,7,16,26,36,30,50,61,62,93,84,91,81,70,68,67,58,66,""
4,47,50,36,27,14,14,9,7,14,2,14,11,13,21,19,34,51,34,35,42,33,32,32,26,""
5,31,31,19,21,10,9,6,9,13,4,18,11,13,27,22,24,44,49,40,43,36,34,35,29,""
6,33,27,24,22,13,12,9,5,7,10,10,15,15,10,19,26,27,33,27,39,22,36,24,28,""
7,21,25,9,6,4,5,8,7,6,5,2,2,9,18,23,12,21,21,24,34,22,24,36,17,""
8,25,8,21,9,6,7,4,3,11,11,9,18,14,23,19,22,37,31,31,19,35,26,29,33,""
9,29,19,12,14,13,10,7,1,5,12,7,7,7,5,10,12,16,23,22,19,30,17,29,25,""
10,24,27,20,14,13,11,8,2,8,5,8,11,6,21,13,14,37,30,35,30,20,27,33,28,""
11,30,28,18,7,9,4,7,3,2,4,7,7,8,8,16,29,23,19,34,23,37,21,21,32,""
12,42,30,31,26,12,11,9,3,7,9,5,15,10,17,13,19,29,27,30,34,46,42,21,23,""
13,15,25,17,11,16,6,12,4,8,13,6,6,10,14,22,16,18,20,29,35,21,24,15,31,""
14,23,34,29,12,7,3,4,12,5,4,15,9,15,16,17,14,22,41,53,53,36,48,45,30,""
15,25,20,18,14,8,5,9,9,12,10,15,10,13,20,30,22,25,35,21,19,26,33,24,14,""
16,52,37,21,14,7,9,8,8,7,5,13,15,10,17,17,21,38,43,50,54,63,39,38,43,""
17,54,54,31,16,11,18,8,6,11,13,10,22,20,33,46,52,87,87,79,85,60,39,56,55,""
18,51,45,46,38,30,17,11,13,24,29,23,28,21,24,35,47,79,54,70,60,68,82,75,65,""
19,79,68,54,35,29,13,17,23,22,22,26,24,10,5,11,17,46,76,42,27,58,59,76,65,""
20,39,40,18,4,14,9,14,5,15,19,32,40,49,45,59,39,52,75,89,103,82,96,81,72,""
21,54,56,46,32,22,18,14,15,31,20,28,29,25,40,48,59,73,68,62,69,67,85,93,66,""
22,71,70,48,43,25,4,6,15,23,33,16,11,18,14,24,29,23,52,38,41,24,47,21,42,""
23,44,17,14,11,10,7,10,14,2,2,13,6,4,9,11,28,71,71,33,25,50,53,31,27,""
24,30,24,10,14,10,8,7,6,13,6,18,-1,-1,1,3,13,21,22,15,3,38,36,41,23,""
25,44,23,11,12,1,6,2,1,10,11,2,4,6,15,17,26,40,48,37,59,49,49,27,20,""
26,27,19,14,7,15,9,3,3,6,10,12,10,13,21,20,29,30,45,19,32,37,28,42,25,""
27,16,7,9,10,9,7,10,12,12,9,7,3,14,22,16,13,24,46,27,47,41,32,21,18,""
28,7,8,9,8,7,7,5,7,10,7,8,4,10,14,23,43,27,25,28,49,17,18,29,19,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
