feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,34,20,27,32,20,29,26,25,26,25,11,20,12,7,7,6,6,9,9,11,19,24,26,41
02,33,33,38,39,29,31,26,29,24,29,15,23,11,16,15,5,3,7,3,4,15,21,30,29
03,26,38,28,43,32,31,36,25,22,21,22,24,11,16,13,10,9,7,14,20,19,23,32,38
04,24,25,36,37,32,32,32,27,22,18,28,18,18,17,10,12,5,12,6,7,15,21,32,28
05,38,32,39,24,18,26,32,31,32,26,28,22,28,16,13,5,4,6,3,14,19,25,24,36
06,34,33,34,43,16,31,13,25,23,21,29,21,10,9,6,5,10,2,11,7,13,22,25,29
07,30,34,35,36,30,32,27,22,36,29,32,25,20,15,8,9,14,3,9,11,22,19,27,26
08,36,28,28,38,32,31,19,33,25,17,22,14,16,15,10,9,7,7,5,18,17,18,20,25
09,33,28,31,32,25,32,27,21,25,14,16,16,15,15,6,6,6,10,10,15,21,22,20,23
10,26,28,25,21,29,23,25,18,19,30,19,17,18,12,8,7,5,5,7,12,18,22,24,30
11,25,24,30,38,22,22,38,18,34,26,25,20,20,15,9,6,8,5,8,13,16,21,19,35
12,35,29,23,32,38,33,21,17,24,31,25,22,16,11,10,7,8,9,14,12,18,17,25,22
13,30,25,22,25,29,19,17,24,33,30,25,20,22,17,18,7,8,8,8,11,21,31,40,41
14,41,30,25,29,42,28,27,28,23,31,20,20,21,13,10,6,9,4,10,23,24,13,26,19
15,26,27,33,44,36,29,36,29,31,27,21,21,16,15,15,6,11,11,16,15,13,16,29,46
16,35,29,42,35,34,36,20,22,27,22,28,15,17,10,4,5,5,7,11,10,19,19,34,13
17,23,21,21,20,22,13,12,24,17,26,17,19,13,10,7,8,11,7,10,8,10,15,11,26
18,26,27,30,24,22,20,27,32,28,27,34,24,20,20,5,7,5,7,10,10,18,20,20,31
19,25,21,27,26,25,22,23,19,22,26,29,11,13,9,11,9,9,6,5,13,14,25,25,23
20,26,30,29,32,22,22,19,26,33,29,16,14,19,21,16,7,4,8,7,8,10,20,38,27
21,40,34,29,30,39,28,30,28,25,34,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
22,23,23,47,23,23,25,22,28,34,27,31,22,23,11,8,11,7,9,15,8,15,30,19,33
23,26,23,39,27,26,23,18,28,36,31,22,20,23,17,7,13,4,11,11,10,19,24,22,24
24,30,28,31,28,28,18,21,32,21,26,22,16,20,16,10,12,5,11,7,10,30,25,29,40
25,24,24,25,29,28,30,30,37,27,20,27,20,14,8,13,8,7,8,0,10,12,18,19,26
26,29,25,32,26,31,17,20,32,35,34,22,22,19,14,5,8,7,8,9,7,17,22,28,25
27,26,34,24,25,30,28,29,25,34,41,29,22,16,8,16,13,9,16,10,7,10,24,26,19
28,37,43,29,31,38,26,27,23,39,37,28,21,23,13,8,8,6,3,12,12,14,15,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
