feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,3,0,3,1,8,11,56,19,23,28,42,32,24,9,21,6,23,42,29,9,10,26,7,4
02,10,1,0,1,3,9,11,22,13,79,61,24,27,9,10,12,11,9,6,5,2,12,14,3
03,11,7,5,1,1,3,20,2,10,2,2,7,2,2,12,1,1,3,17,2,0,12,2,4
04,1,2,0,2,1,22,35,19,6,17,8,29,33,13,5,4,9,29,2,27,7,19,2,0
05,8,24,1,3,1,10,27,18,3,4,6,5,13,12,5,7,5,29,9,16,5,12,2,11
06,2,0,1,14,3,5,26,11,2,2,1,19,12,2,7,8,9,24,18,8,22,17,14,15
07,11,1,5,3,9,2,27,38,26,29,21,18,18,9,14,37,32,42,14,12,31,20,25,17
08,7,0,3,2,3,1,19,31,16,43,29,9,24,21,20,19,7,29,18,39,16,49,10,11
09,1,7,3,4,2,3,20,28,4,28,29,5,10,13,7,4,15,28,32,5,10,17,17,9
10,13,11,4,0,7,7,26,31,16,19,11,37,8,7,3,20,51,242,171,338,317,241,217,115
11,113,125,135,134,168,143,195,326,193,166,157,117,109,88,82,201,156,141,185,283,492,711,567,463
12,565,422,538,482,317,263,240,387,432,184,111,222,206,134,76,76,172,117,109,83,100,101,87,135
13,86,243,302,265,272,261,280,216,65,70,48,77,60,94,59,18,72,86,85,32,60,39,44,47
14,33,28,23,14,18,31,47,66,52,74,55,53,44,62,54,35,52,98,28,39,46,41,26,30
15,39,21,22,17,23,5,31,51,55,144,157,116,155,129,137,134,84,151,373,303,162,239,376,331
16,357,350,233,165,157,123,144,58,11,25,48,7,27,8,1,11,28,29,24,7,23,63,44,16
17,4,9,1,6,9,15,13,22,10,4,28,14,23,31,19,51,45,41,3,3,17,23,17,0
18,1,2,3,7,0,1,11,7,2,6,11,12,10,12,8,1,3,28,24,16,23,38,22,9
19,0,13,0,2,4,6,19,14,2,18,8,74,56,39,21,5,17,36,2,6,16,23,13,44
20,7,0,3,3,8,5,24,47,11,16,8,25,10,98,137,159,12,57,26,31,46,18,18,5
21,33,40,9,1,9,17,24,50,64,65,27,37,41,30,38,23,56,77,11,29,37,33,21,44
22,27,12,3,5,1,10,39,40,18,65,53,109,52,22,23,13,37,50,17,36,26,67,15,18
23,14,15,5,3,2,1,50,33,15,10,21,22,28,5,10,11,59,24,11,14,10,24,49,8
24,14,2,5,4,21,4,25,18,18,11,16,26,8,1,12,6,42,19,8,10,24,23,27,14
25,8,3,3,10,13,12,21,85,154,220,54,92,42,35,29,6,6,12,36,30,32,31,27,55
26,7,16,14,9,2,10,31,9,5,13,12,21,16,41,22,17,1,25,14,12,12,24,12,22
27,19,3,6,11,7,7,39,66,13,42,18,40,14,22,5,11,27,73,40,16,18,20,25,11
28,33,21,10,14,7,11,48,32,51,56,42,40,18,41,38,8,44,48,6,21,29,25,16,10
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
