sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,30,26,38,30,37,30,31,38,31,16,25,14,23,16,10,11,13,12,14,21,15,34,18,24
02,37,22,36,35,41,41,30,39,37,21,25,16,20,19,24,18,5,13,13,14,23,32,33,28
03,34,27,37,29,39,42,30,26,27,21,23,17,17,18,16,13,10,24,11,27,22,28,34,33
04,41,37,29,47,35,42,27,31,33,34,24,9,15,14,13,14,20,23,14,18,27,32,32,26
05,30,42,38,29,26,32,43,23,37,23,23,19,12,18,20,13,11,20,20,19,19,28,37,33
06,22,34,28,37,28,26,32,34,34,24,21,21,18,19,10,16,17,12,15,25,26,31,36,31
07,40,31,42,30,38,34,41,35,27,26,28,17,16,15,13,14,11,17,17,24,28,28,31,36
08,39,40,42,-1,32,40,34,33,30,27,23,12,15,11,10,10,17,17,23,21,19,29,38,29
09,38,23,33,32,42,32,29,29,40,26,18,20,20,8,13,8,20,19,21,19,16,23,40,39
10,23,30,26,35,27,36,35,32,26,27,22,14,14,11,16,9,9,12,14,19,15,35,26,30
11,43,29,45,23,35,31,36,28,21,29,22,11,11,25,15,11,11,13,25,23,21,30,25,28
12,18,21,24,24,30,27,21,34,33,22,21,18,13,10,20,17,20,13,13,17,19,26,24,33
13,23,24,25,34,32,27,30,37,35,33,14,10,19,13,18,18,14,16,15,23,31,25,39,38
14,32,30,36,30,34,31,38,43,32,37,21,19,12,13,15,17,17,20,20,13,21,39,34,24
15,30,33,29,33,36,34,30,33,43,30,25,14,17,14,13,14,12,14,12,24,26,34,29,36
16,35,46,26,37,27,27,31,37,42,35,23,20,14,21,16,14,8,14,20,12,17,24,31,26
17,27,25,25,39,29,27,27,32,28,25,20,17,9,13,17,21,17,17,18,24,18,41,26,32
18,37,31,31,33,21,28,34,25,32,29,15,18,23,10,13,15,17,11,13,20,24,22,29,31
19,27,36,33,30,28,32,35,34,28,16,24,21,14,16,12,9,15,10,15,20,26,28,38,27
20,28,42,34,28,22,23,31,31,33,28,22,18,14,15,16,11,15,12,16,12,12,22,31,32
21,23,14,29,22,25,28,49,33,28,32,25,22,23,14,20,7,12,15,13,15,24,38,27,39
22,24,35,29,37,21,32,32,31,34,22,23,17,17,17,18,17,8,11,15,13,26,25,37,38
23,25,23,19,17,17,18,17,23,22,17,14,12,8,20,17,16,11,9,13,22,21,30,28,33
24,35,30,29,31,29,28,41,30,43,31,22,13,19,21,23,18,9,15,17,20,19,29,29,27
25,29,38,34,44,27,33,31,42,37,20,17,18,25,16,10,11,15,17,14,18,27,27,32,24
26,32,36,41,29,36,27,30,46,32,23,30,15,11,13,16,18,9,16,15,16,21,24,37,30
27,33,33,30,31,33,25,42,22,28,20,21,13,13,14,13,21,12,11,18,29,19,31,39,30
28,39,28,34,29,29,27,42,42,26,26,22,18,15,20,12,15,11,14,11,17,29,24,35,36
29,34,32,38,28,25,20,42,27,43,18,22,18,20,19,12,14,9,11,13,20,22,35,33,32
30,26,32,29,26,26,32,31,29,34,24,32,18,25,14,11,16,11,9,11,17,23,29,28,28
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
