sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,151,158,174,183,178,184,139,137,105,115,144,131,128,128,84,71,83,53,53,75,101,75,100,118
02,142,116,137,165,168,158,144,141,153,165,113,77,120,142,96,75,96,59,66,67,78,80,88,137
03,165,184,201,190,182,181,146,152,145,142,111,176,131,153,140,71,79,54,76,76,95,107,132,137
04,147,196,208,167,160,170,152,169,183,128,130,116,107,116,126,99,94,44,61,73,34,63,101,149
05,177,194,215,191,176,146,98,181,151,150,152,122,127,140,109,74,94,50,63,78,87,108,136,151
06,163,163,177,183,177,144,123,143,113,106,138,147,88,114,124,53,45,48,50,62,57,48,61,125
07,169,167,174,159,150,138,126,111,14,75,107,135,125,85,75,95,75,65,48,74,115,87,75,143
08,184,183,151,169,166,139,99,110,171,149,5,94,136,149,109,75,78,58,74,87,107,132,125,146
09,159,164,148,167,171,177,138,162,153,130,151,121,129,102,111,110,83,43,72,61,65,68,77,151
10,143,177,167,151,169,157,124,111,96,135,184,146,137,148,107,79,80,62,73,93,78,88,114,140
11,148,174,202,182,164,138,121,169,169,137,141,130,116,136,158,61,102,72,103,87,115,124,133,172
12,153,195,194,179,179,154,136,174,187,168,156,115,129,168,93,51,78,70,96,84,85,110,111,153
13,142,166,194,170,182,173,182,125,165,113,166,143,159,145,123,87,71,56,65,85,100,103,104,142
14,170,177,183,204,200,208,174,131,151,147,158,168,165,151,147,124,54,72,4,76,98,104,130,155
15,146,171,189,198,190,171,111,130,163,166,188,179,149,169,124,100,112,56,78,89,81,77,75,132
16,136,166,197,174,187,168,135,149,183,180,162,153,166,198,159,117,93,83,66,87,91,78,123,149
17,165,177,173,171,189,169,151,137,141,122,169,169,132,134,172,127,60,78,92,82,98,98,126,130
18,172,186,168,190,163,173,126,158,181,187,164,179,140,170,133,91,103,103,100,92,106,117,139,166
19,179,204,202,184,201,176,145,148,175,165,213,182,183,166,146,95,80,50,78,84,108,106,147,150
20,174,189,222,197,190,180,169,139,103,170,129,174,194,193,130,119,66,79,80,86,114,121,132,114
21,165,179,176,196,185,172,133,155,-1,117,208,164,-1,-1,-1,162,61,47,95,87,95,146,152,163
22,177,162,179,173,174,155,160,166,142,126,193,164,168,186,153,113,109,65,102,126,103,125,104,160
23,153,186,167,175,174,165,171,192,188,170,164,186,172,187,132,109,94,66,56,99,92,68,88,144
24,144,154,179,-1,-1,-1,-1,123,167,191,161,182,182,206,176,119,114,74,92,110,126,87,120,169
25,181,194,187,185,152,174,166,181,179,178,190,174,188,181,173,112,98,75,110,107,61,73,119,149
26,178,208,205,255,190,190,122,152,189,103,128,158,195,233,193,151,122,107,84,94,135,137,159,216
27,197,202,211,234,237,222,190,179,215,165,119,213,148,200,173,156,95,98,112,97,115,148,164,198
28,201,199,223,219,230,224,175,139,140,197,189,189,157,139,127,105,97,106,90,97,112,-1,162,185
29,185,183,209,202,194,189,179,181,140,198,215,250,232,231,185,136,117,59,118,128,118,108,194,192
30,213,234,216,201,216,214,202,215,174,206,198,165,164,191,162,-1,27,-1,32,101,77,116,180,236
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
