sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,138,122,148,143,188,172,118,140,193,196,174,130,118,96,98,74,71,62,78,85,99,129,173,163
02,108,122,148,217,281,245,223,240,276,235,220,170,147,148,129,99,101,93,90,116,154,183,191,203
03,221,213,226,233,241,252,216,230,254,197,192,155,121,129,118,108,119,86,92,102,139,211,224,215
04,204,240,207,242,281,238,239,241,253,249,200,211,139,133,115,115,105,86,72,108,160,184,219,221
05,185,216,166,206,241,226,156,180,192,197,151,106,113,88,75,71,81,57,87,84,121,136,176,115
06,142,167,164,210,173,190,177,162,177,159,167,142,84,92,102,64,67,51,59,96,117,138,151,218
07,143,150,177,157,145,135,142,160,166,174,161,134,99,106,106,79,76,65,63,79,145,154,191,159
08,139,144,127,123,183,172,170,159,167,178,173,102,112,129,85,84,52,63,57,86,146,154,133,139
09,109,161,176,217,246,206,231,241,213,252,221,196,158,179,121,116,90,90,105,113,150,169,202,181
10,162,190,199,278,232,251,207,209,247,239,198,168,141,135,130,106,97,87,89,133,178,178,158,170
11,212,187,174,234,220,227,223,232,223,229,191,214,126,126,105,103,93,90,94,112,116,140,206,218
12,181,226,180,250,258,202,208,240,212,220,172,221,177,179,137,112,119,89,118,119,149,229,248,269
13,247,244,265,236,230,233,244,206,227,214,233,189,171,156,159,99,94,106,131,167,227,241,247,250
14,230,282,298,330,292,279,234,264,251,310,334,317,222,215,190,203,161,153,184,201,262,319,360,419
15,330,412,419,418,362,383,373,350,259,180,310,281,275,251,218,201,172,150,150,185,254,310,291,368
16,344,351,432,345,419,402,331,333,364,374,343,332,280,273,229,212,207,184,148,234,243,285,289,309
17,316,301,328,337,428,21,271,350,402,402,362,280,245,181,201,162,172,164,149,211,247,324,390,304
18,321,270,315,314,315,342,306,336,375,353,334,343,267,226,182,160,158,127,156,222,261,281,314,276
19,298,303,329,348,339,344,315,300,407,349,328,290,277,265,219,126,141,120,206,184,239,309,322,301
20,272,364,343,316,313,283,288,268,323,337,382,303,265,204,192,191,136,155,210,231,266,338,392,410
21,297,347,356,403,409,359,276,284,374,334,309,135,334,226,452,294,110,107,192,214,238,304,325,331
22,312,331,364,341,398,361,341,388,340,346,274,265,192,171,158,136,112,121,152,175,253,295,355,346
23,336,344,318,359,366,324,339,345,302,349,330,257,280,282,243,214,167,180,169,203,246,363,377,372
24,299,314,298,347,385,372,321,345,368,357,330,286,269,277,251,210,199,174,228,246,295,365,456,461
25,393,341,334,321,342,361,388,380,426,437,396,346,307,275,228,221,183,144,212,237,309,337,387,390
26,353,411,457,483,454,451,401,353,392,428,387,316,300,262,226,155,134,134,186,220,261,316,357,282
27,130,114,127,121,141,159,158,160,179,190,160,118,106,97,86,91,88,71,74,93,141,136,166,180
28,153,153,178,177,171,192,154,134,174,201,169,127,125,94,87,82,65,51,77,74,117,162,191,157
29,145,142,171,153,139,118,129,157,184,181,165,128,109,115,105,73,62,88,83,89,129,174,187,170
30,107,114,126,145,188,195,201,174,220,174,187,191,203,115,124,79,72,62,57,95,107,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
