mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,49,68,85,89,104,60,116,68,76,60,27,80,93,84,56,31,23,31,25,14,24,24,19,23,""
02,51,70,41,72,81,76,73,83,72,78,84,115,110,89,76,57,35,35,14,18,32,21,42,29,""
03,55,77,60,65,85,92,79,81,78,68,86,84,78,78,76,60,21,17,19,19,22,23,33,37,""
04,39,59,89,81,81,98,74,116,101,107,83,88,98,88,67,58,31,25,17,13,21,23,35,52,""
05,49,65,75,62,75,96,64,87,78,69,78,79,86,78,52,56,29,27,14,16,19,29,32,46,""
06,52,63,75,59,76,57,69,65,78,81,95,74,83,69,42,40,32,25,16,18,15,38,35,40,""
07,64,72,72,57,80,92,82,74,72,81,43,75,65,31,58,62,36,24,21,52,39,44,16,46,""
08,55,65,78,89,79,66,69,54,74,89,114,117,115,85,43,57,40,35,19,21,9,30,11,57,""
09,62,84,95,87,83,71,77,78,83,77,92,106,94,35,51,59,-1,-1,14,19,19,30,20,44,""
10,66,82,73,82,80,87,78,81,115,115,118,84,131,114,74,36,26,26,22,24,26,30,42,44,""
11,48,70,72,71,77,101,80,74,94,119,122,98,116,112,77,59,37,20,18,18,26,27,23,26,""
12,68,72,69,78,70,76,72,89,99,106,91,114,52,84,40,74,48,30,22,20,16,13,45,46,""
13,53,76,81,77,82,92,77,96,121,107,89,93,102,99,91,59,27,26,28,16,31,20,47,53,""
14,50,72,82,88,73,71,71,85,115,86,95,90,65,89,91,82,41,19,25,22,16,24,43,37,""
15,55,71,77,91,94,85,67,96,84,89,75,38,86,94,82,46,36,10,10,10,18,35,25,50,""
16,48,71,84,17,19,44,105,87,72,82,131,113,108,99,84,57,37,27,18,20,16,19,12,51,""
17,51,86,79,86,93,74,73,71,83,83,102,100,124,112,78,45,19,19,20,14,16,27,45,71,""
18,86,100,106,114,109,78,75,89,98,118,111,112,150,103,93,52,16,26,6,30,29,23,51,52,""
19,82,96,105,80,89,56,76,80,103,116,150,121,97,123,91,75,48,22,30,32,29,39,19,30,""
20,77,92,103,113,94,92,130,114,120,113,112,89,149,108,91,53,42,31,29,28,27,25,42,62,""
21,87,160,154,144,88,155,122,86,105,111,99,101,136,107,87,83,38,40,13,28,18,25,-1,39,""
22,80,94,100,96,92,109,97,96,114,102,52,74,109,96,74,54,21,30,15,-1,-1,-1,-1,52,""
23,57,78,64,62,59,64,58,58,82,95,-1,-1,-1,-1,44,47,28,26,21,13,20,23,42,48,""
24,59,72,92,92,85,87,85,65,106,123,104,112,103,97,94,62,26,28,13,15,20,24,31,42,""
25,43,45,78,85,90,65,62,59,85,96,78,54,91,85,71,90,63,41,38,24,27,28,25,64,""
26,70,91,104,98,109,89,105,122,112,105,133,165,167,149,133,83,50,32,43,25,27,33,47,42,""
27,87,83,92,102,106,101,96,94,94,130,188,194,181,145,107,83,-1,38,43,25,43,51,45,51,""
28,82,90,104,111,113,88,104,109,49,133,168,178,158,177,134,92,53,25,28,34,21,26,29,47,""
29,62,61,92,93,97,107,104,97,15,154,161,179,168,167,86,73,73,27,23,19,25,4,21,15,""
30,63,62,91,89,102,99,101,103,118,141,133,154,140,139,65,77,36,38,42,34,49,30,62,45,""
31,70,94,82,103,106,99,92,76,111,143,146,129,146,124,119,64,32,15,16,36,32,37,10,-1,""
