mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,48,48,60,45,64,63,84,81,84,77,80,71,63,36,41,36,28,16,19,20,42,42,52,42,""
02,48,38,60,48,60,54,77,67,69,58,52,32,60,45,34,28,20,15,27,23,35,32,32,58,""
03,53,44,45,65,86,63,62,66,61,62,72,80,59,49,37,30,23,14,18,17,36,46,58,57,""
04,43,56,58,54,43,55,69,75,86,88,80,52,61,42,36,24,27,23,24,21,40,51,74,68,""
05,75,64,63,65,60,78,88,75,93,95,62,80,62,47,44,37,31,31,19,28,36,55,52,72,""
06,92,72,75,58,73,72,53,91,75,85,63,45,71,57,41,29,24,26,21,33,45,62,61,74,""
07,58,56,70,88,72,71,82,81,82,102,90,81,73,60,41,41,30,23,32,42,33,56,83,63,""
08,73,69,73,74,79,93,103,108,105,98,108,86,65,58,56,39,27,22,34,28,36,63,65,76,""
09,68,76,71,74,83,95,87,110,110,109,132,97,75,65,53,34,25,31,18,30,45,60,72,68,""
10,88,55,78,61,76,74,83,94,116,102,112,86,61,66,39,48,29,26,20,21,35,43,58,63,""
11,57,55,62,57,74,46,68,76,87,88,85,74,64,35,42,32,25,24,19,28,34,45,50,58,""
12,56,52,53,60,52,73,90,97,89,82,99,68,54,37,34,28,21,17,13,19,26,25,34,45,""
13,42,37,41,53,53,67,70,73,98,85,84,66,57,51,36,25,16,29,26,29,33,37,53,55,""
14,41,49,64,54,64,58,67,77,86,89,78,67,66,46,45,36,29,17,20,21,29,52,35,44,""
15,51,51,56,68,75,58,68,82,86,75,74,63,57,47,41,27,16,13,24,26,21,33,44,45,""
16,56,43,51,55,67,63,65,77,84,79,76,71,72,48,46,32,30,28,22,22,21,32,42,54,""
17,47,45,62,53,54,59,79,84,80,80,78,42,81,52,33,39,24,19,17,24,33,39,43,56,""
18,54,65,66,60,65,74,77,72,80,90,86,71,58,53,50,31,23,20,18,25,32,39,47,63,""
19,57,49,60,59,66,61,75,81,90,84,75,61,56,62,39,-1,-1,15,29,23,32,36,51,70,""
20,50,62,69,54,65,76,70,84,78,67,81,80,69,46,47,31,26,21,25,16,30,33,41,49,""
21,56,56,54,58,62,91,64,88,83,92,92,91,50,48,47,25,25,21,21,33,39,40,44,47,""
22,54,64,53,62,53,66,88,83,79,77,84,89,49,49,36,35,28,17,18,29,27,42,39,56,""
23,50,58,70,67,69,63,60,64,91,123,86,73,59,40,38,25,14,18,19,16,19,40,52,59,""
24,50,62,59,61,67,61,84,76,70,79,85,63,45,41,32,23,20,13,18,12,22,33,32,46,""
25,48,52,45,61,69,61,73,83,70,70,88,79,42,47,30,21,24,17,21,16,26,36,47,51,""
26,56,44,62,52,44,75,58,74,79,101,73,64,42,39,34,27,18,20,25,21,33,33,39,59,""
27,62,41,47,52,44,53,72,76,87,91,98,68,76,45,37,25,24,15,22,20,30,25,49,67,""
28,64,61,58,41,46,69,53,67,89,83,76,66,63,47,34,18,18,15,17,26,24,42,42,50,""
29,41,53,55,54,47,73,82,81,93,93,73,70,53,51,36,29,29,14,14,24,26,25,41,49,""
30,49,51,50,51,57,63,74,65,102,91,85,76,56,35,42,36,20,21,19,26,31,33,49,65,""
31,58,45,63,56,60,67,94,92,81,97,83,72,49,41,50,34,31,22,16,19,18,40,31,8,""
