apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,21,7,7,5,6,5,3,3,8,9,9,9,11,10,7,14,16,17,13,20,13,16,14,""
02,14,19,9,10,8,5,4,2,2,7,6,5,8,11,18,14,10,10,7,15,7,22,16,16,""
03,17,10,10,11,11,8,3,5,5,4,5,5,3,17,22,14,23,13,13,6,21,15,24,15,""
04,14,16,7,10,6,11,2,4,4,3,6,4,4,5,11,9,12,8,16,18,16,20,23,19,""
05,13,16,10,5,4,4,4,3,3,4,3,5,11,13,9,7,6,12,3,12,19,10,13,20,""
06,13,11,-1,-1,12,8,9,3,3,4,7,6,10,10,14,9,9,11,20,15,11,17,11,9,""
07,7,9,6,11,4,8,6,1,2,1,5,10,7,13,10,8,15,8,18,23,17,20,27,19,""
08,14,13,6,9,3,6,2,5,7,6,4,13,11,13,12,17,22,15,18,18,26,14,23,19,""
09,23,15,15,4,12,7,6,2,5,10,3,5,12,18,10,15,16,22,24,12,14,26,28,11,""
10,13,10,18,9,7,11,6,5,5,4,4,7,6,9,20,11,14,13,21,14,15,27,25,19,""
11,19,12,8,10,13,6,10,7,1,5,7,7,6,19,11,16,17,25,11,22,24,27,20,28,""
12,18,13,7,9,8,10,5,7,2,5,6,6,14,17,17,13,15,25,24,16,21,23,27,25,""
13,21,13,10,14,8,4,7,1,3,7,2,8,9,18,14,22,13,18,23,16,17,25,21,24,""
14,20,15,5,9,10,10,3,3,2,1,2,8,10,10,12,16,10,18,17,21,16,16,17,15,""
15,15,14,10,9,12,4,-1,1,1,3,8,4,14,7,10,14,18,20,16,14,12,15,15,23,""
16,19,9,6,5,12,3,7,1,-1,4,5,9,15,14,7,17,13,17,15,15,12,19,20,14,""
17,10,9,13,12,10,8,1,3,1,1,8,9,8,19,12,20,11,16,18,9,22,11,17,20,""
18,14,11,6,6,6,5,9,1,3,4,5,8,11,8,16,13,14,18,19,15,18,11,16,21,""
19,17,16,2,13,10,6,4,1,6,7,10,8,4,3,4,8,11,5,2,14,24,20,28,31,""
20,19,19,16,18,11,8,7,6,5,5,4,10,7,29,10,23,20,29,14,29,20,20,30,24,""
21,31,22,16,16,12,10,8,7,4,1,1,6,7,15,26,19,20,37,25,28,23,24,18,21,""
22,5,4,5,7,9,9,2,2,3,2,3,11,13,11,16,28,19,37,27,22,19,40,28,30,""
23,16,16,14,12,12,10,6,5,4,4,1,5,9,8,25,24,20,14,17,19,16,21,24,18,""
24,16,10,12,11,8,8,6,12,4,-1,5,9,12,12,9,10,14,18,18,18,16,19,21,16,""
25,14,15,8,12,2,5,4,4,2,1,3,3,7,11,18,17,16,18,19,16,23,17,27,18,""
26,10,17,14,8,11,6,2,2,1,7,7,9,9,16,21,15,14,15,19,27,18,18,23,25,""
27,17,12,16,12,7,3,4,6,3,5,4,11,11,16,18,12,14,23,14,27,25,27,29,19,""
28,20,13,10,8,7,7,4,3,5,7,3,9,12,17,20,27,16,14,20,27,20,25,42,11,""
29,16,11,13,8,11,4,5,1,3,5,5,5,7,13,21,14,16,15,18,19,18,31,32,28,""
30,21,9,9,9,6,7,9,4,2,3,4,6,12,9,13,33,13,10,11,13,18,23,21,3,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
