apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,12,22,31,37,58,66,55,96,103,138,101,118,102,116,131,98,84,82,58,38,37,19,11,""
02,17,8,15,29,38,59,57,67,107,116,116,137,124,103,119,115,114,90,76,53,42,49,37,20,""
03,13,6,15,19,32,43,67,62,90,90,99,90,92,114,127,120,94,77,67,63,49,30,31,13,""
04,12,14,19,34,40,43,56,80,88,113,129,125,112,101,107,121,100,59,62,58,33,35,23,15,""
05,12,14,19,15,27,48,57,78,95,102,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,5,26,46,48,55,65,82,102,128,122,97,97,99,111,94,75,100,67,65,38,31,9,""
07,12,6,13,31,52,60,77,90,122,159,151,171,139,156,164,182,137,142,120,109,95,75,31,32,""
08,23,17,32,39,68,62,102,98,143,175,197,162,171,168,178,197,177,148,157,123,88,61,43,27,""
09,19,12,29,50,53,78,69,97,164,177,212,196,195,195,185,173,159,131,126,123,93,88,47,25,""
10,18,18,25,34,54,76,102,122,152,221,231,221,201,236,216,239,197,152,147,134,97,84,59,31,""
11,12,13,32,36,81,82,92,134,169,212,197,227,202,178,177,210,173,154,138,101,123,70,50,31,""
12,15,24,33,38,57,94,56,60,90,128,117,152,191,200,206,247,184,155,163,123,82,79,76,35,""
13,19,21,28,41,59,87,110,118,169,210,240,192,198,206,184,216,169,169,153,155,129,104,62,37,""
14,24,25,30,53,86,113,147,141,184,243,277,302,235,217,269,292,201,189,164,111,115,100,47,31,""
15,24,21,23,45,56,102,105,118,153,169,184,165,166,200,229,209,173,145,118,111,99,86,156,93,""
16,14,17,23,17,50,62,98,117,165,184,195,196,205,239,247,197,182,162,131,122,87,70,57,35,""
17,24,16,20,46,89,100,54,47,137,251,235,228,245,241,241,260,199,185,168,97,109,77,66,36,""
18,21,17,27,45,53,98,86,128,144,176,220,216,194,205,201,205,193,153,140,142,98,85,63,48,""
19,24,22,20,40,94,96,110,120,150,169,205,184,230,200,199,225,155,152,129,115,109,95,60,28,""
20,28,12,31,44,52,100,119,126,155,173,202,179,178,191,206,201,184,144,128,119,111,85,64,39,""
21,19,23,30,40,65,89,92,143,181,251,218,272,203,234,286,260,207,139,122,101,106,56,43,24,""
22,21,22,24,33,76,119,144,159,239,264,287,223,239,252,282,241,239,199,158,120,85,90,62,46,""
23,10,11,24,32,50,89,105,123,197,210,234,176,213,200,227,205,167,130,94,130,85,85,62,26,""
24,13,31,23,35,89,100,112,120,192,246,206,213,205,251,199,212,167,156,138,120,97,76,59,34,""
25,20,19,24,41,77,106,113,147,161,194,215,209,223,280,284,221,174,145,146,130,132,97,67,35,""
26,24,11,27,51,69,93,109,126,197,196,193,217,213,243,279,253,190,149,137,132,115,75,65,31,""
27,17,12,17,33,66,83,122,143,163,193,198,176,243,295,275,289,208,168,182,131,131,91,50,25,""
28,25,16,25,40,64,104,121,139,162,191,159,216,228,245,248,270,241,139,130,140,117,79,57,28,""
29,17,21,27,41,63,79,130,131,175,183,180,203,240,229,251,259,197,183,150,121,89,78,59,25,""
30,24,20,21,31,64,112,102,142,158,210,210,198,247,-1,505,275,167,184,145,142,-1,207,70,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
