apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,49,68,59,61,79,75,57,73,81,36,67,59,62,64,38,39,31,31,31,39,48,25,27,""
02,44,42,50,63,77,52,72,64,61,53,43,38,66,47,45,20,35,27,22,32,27,47,30,28,""
03,36,48,59,67,60,64,82,65,46,45,48,46,39,49,40,26,31,29,34,37,27,30,14,20,""
04,33,31,40,56,56,69,63,49,36,63,71,62,67,43,32,31,27,14,19,30,25,33,38,20,""
05,29,29,42,59,60,66,72,56,64,66,77,77,60,61,49,32,41,44,28,31,38,48,31,33,""
06,36,39,44,54,72,66,79,77,65,66,65,79,70,58,64,32,28,30,29,34,22,33,25,23,""
07,24,40,39,32,56,48,84,68,79,63,69,63,52,67,29,32,21,37,21,5,6,9,25,39,""
08,33,47,42,46,58,67,52,57,65,45,77,66,63,58,55,34,35,33,19,13,20,33,22,32,""
09,39,42,43,63,46,67,57,59,44,45,49,38,44,38,36,33,37,36,17,37,25,23,32,33,""
10,44,60,64,54,58,61,56,39,45,40,50,59,66,40,41,24,38,22,22,30,25,26,25,27,""
11,25,39,49,50,55,44,69,46,49,59,54,59,39,40,36,29,32,27,15,33,26,27,36,29,""
12,40,42,44,49,54,50,66,47,52,40,35,50,55,50,28,39,59,33,22,29,43,10,31,45,""
13,37,44,53,42,62,68,76,62,47,68,70,67,67,53,25,30,30,27,13,22,28,39,34,26,""
14,46,47,37,39,53,64,62,65,75,69,74,67,48,51,46,26,33,35,29,36,20,28,30,45,""
15,54,50,43,42,55,73,91,64,41,38,37,48,64,48,46,36,30,18,17,27,34,19,28,32,""
16,34,29,44,64,50,57,68,57,51,46,49,53,45,48,33,32,27,32,16,19,33,30,25,19,""
17,30,46,41,58,47,53,73,59,45,48,51,49,40,46,40,26,31,29,34,37,27,30,14,20,""
18,29,29,42,59,60,67,77,56,64,67,78,77,60,62,49,32,41,44,28,31,38,48,31,33,""
19,36,48,54,68,60,61,72,65,46,45,48,46,39,46,40,26,30,54,33,28,41,44,34,34,""
20,39,45,53,52,50,54,59,59,54,58,58,66,66,58,59,32,28,30,29,10,21,40,71,44,""
21,44,35,34,53,74,68,73,76,88,50,12,25,31,25,32,32,20,19,20,43,27,21,37,42,""
22,45,48,66,71,98,93,87,61,87,108,47,41,67,46,13,20,6,10,5,1,14,12,-1,1,""
23,1,1,7,14,24,21,25,41,36,39,45,56,50,42,26,21,22,62,23,18,19,21,24,19,""
24,22,21,23,47,37,49,50,46,35,38,38,27,38,17,29,24,11,17,18,27,14,21,15,19,""
25,26,24,19,33,32,46,47,56,40,42,39,42,43,32,20,19,21,38,18,17,14,14,44,31,""
26,46,46,57,53,64,70,86,51,34,50,55,59,44,55,39,42,33,31,20,25,25,22,24,30,""
27,35,34,38,43,58,71,73,55,65,68,75,65,59,41,49,35,39,64,25,41,33,47,34,19,""
28,41,48,52,41,73,84,94,82,84,59,52,76,56,52,47,41,32,57,20,20,31,28,37,27,""
29,45,41,52,46,27,30,11,54,79,18,15,20,54,150,109,43,35,44,83,51,45,29,30,18,""
30,35,29,51,64,149,198,22,45,222,142,114,188,111,114,194,165,61,64,162,39,34,38,29,9,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
