apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,15,20,17,13,11,17,20,23,20,21,18,2,13,10,11,9,16,6,8,10,10,8,10,""
02,8,14,19,13,16,17,12,21,18,17,7,30,9,10,11,10,12,6,9,3,6,3,9,10,""
03,14,10,15,14,10,17,19,17,14,17,7,15,10,8,4,9,6,8,4,13,2,9,7,6,""
04,12,12,18,17,9,13,18,14,19,27,18,23,15,19,8,11,8,7,8,4,13,8,10,7,""
05,13,10,13,26,20,17,19,9,21,8,9,15,20,24,10,8,8,6,5,7,9,14,3,9,""
06,15,16,14,20,16,20,19,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,7,18,10,13,9,10,9,9,7,14,7,10,""
08,11,14,17,15,16,10,15,17,14,21,17,14,7,10,10,10,10,11,10,14,-1,9,16,12,""
09,14,11,20,14,13,10,12,18,27,20,15,26,13,15,8,13,13,9,8,11,4,5,8,13,""
10,15,13,13,3,-1,-1,13,20,16,20,20,9,13,23,9,12,7,13,12,6,5,11,8,9,""
11,13,20,25,18,19,15,15,24,18,26,11,15,7,9,13,10,10,12,3,-1,-1,-1,-1,0,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,6,6,6,11,7,11,""
14,15,18,15,18,15,17,19,15,20,19,13,18,14,12,7,12,11,7,5,2,6,8,8,10,""
15,12,11,14,11,18,13,18,11,22,14,10,12,14,9,10,6,11,12,8,4,9,8,9,11,""
16,13,13,21,18,18,14,24,21,20,15,16,13,8,17,15,5,13,8,8,6,7,5,4,9,""
17,12,16,17,15,12,12,14,19,22,15,12,18,17,12,11,10,10,7,7,13,6,6,7,9,""
18,16,16,10,11,5,18,23,20,15,18,21,9,9,15,13,12,11,5,3,7,11,4,10,9,""
19,16,18,12,22,8,14,17,23,24,20,10,14,9,20,11,5,9,8,7,6,6,5,15,7,""
20,9,11,15,15,18,11,19,18,20,13,15,19,13,13,7,11,11,5,12,7,10,6,6,11,""
21,16,12,24,15,9,20,21,25,32,34,18,21,21,15,12,8,11,4,8,12,8,14,11,18,""
22,17,28,27,26,19,46,40,38,32,28,26,26,22,16,10,-1,-1,-1,-1,-1,-1,-1,-1,0,""
23,-1,-1,-1,-1,-1,-1,-1,-1,16,28,21,20,24,10,20,9,6,6,13,10,4,12,15,12,""
24,12,17,20,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,6,14,10,6,8,13,""
25,14,20,19,18,18,20,17,15,21,16,17,14,23,16,14,9,10,12,5,15,11,9,6,17,""
26,16,17,19,16,22,28,27,29,19,18,15,16,21,20,14,14,11,6,6,6,10,5,9,13,""
27,16,16,17,20,21,16,29,22,14,20,15,13,12,15,19,15,12,9,6,9,11,14,7,9,""
28,11,14,14,20,26,23,23,26,16,18,19,25,21,24,18,11,9,11,6,12,4,11,8,13,""
29,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,7,13,12,9,11,13,6,11,""
30,17,13,16,18,17,27,20,25,18,21,15,15,17,12,17,10,12,8,10,8,5,8,14,1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
