apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,37,20,15,17,17,18,22,19,26,18,24,21,13,12,8,13,11,8,12,10,17,6,20,""
02,29,20,11,21,12,7,9,5,22,17,14,17,20,15,18,14,7,9,10,11,11,19,15,17,""
03,19,22,20,24,21,16,8,11,22,10,19,10,13,12,17,11,7,11,9,5,12,13,20,28,""
04,15,25,27,19,17,17,22,22,14,30,37,23,21,19,14,20,10,11,6,11,8,14,13,25,""
05,17,25,19,14,15,14,7,14,13,19,16,32,23,14,16,5,13,9,8,7,19,17,17,27,""
06,34,27,29,24,23,18,11,10,26,21,23,27,35,17,18,14,5,8,8,12,8,17,22,21,""
07,21,25,23,24,22,29,22,20,20,27,24,20,20,20,13,15,13,8,5,10,7,9,16,18,""
08,24,28,27,22,26,34,40,29,18,12,15,15,15,15,15,18,13,14,12,13,12,14,12,12,""
09,25,22,28,23,22,26,22,34,24,28,41,21,28,25,9,15,15,6,13,15,13,11,18,27,""
10,28,31,34,34,25,23,32,19,15,25,16,23,15,14,21,17,12,19,7,9,9,13,22,23,""
11,16,24,29,23,20,30,18,22,21,24,23,27,18,25,17,12,9,12,6,14,14,11,14,20,""
12,22,22,36,21,17,21,31,23,25,24,13,1,4,3,13,14,8,8,11,16,9,13,15,20,""
13,26,27,29,24,26,27,23,20,21,24,33,30,29,19,19,14,13,14,9,11,14,14,14,25,""
14,30,28,30,22,21,18,20,23,26,24,32,32,25,21,13,18,11,9,12,12,15,9,14,22,""
15,31,26,18,19,28,29,16,24,25,24,24,22,18,20,12,8,10,4,12,13,14,23,9,25,""
16,36,24,31,33,36,25,23,23,27,27,20,17,11,13,5,4,4,4,10,7,9,11,13,15,""
17,26,26,30,25,24,25,22,20,13,18,12,14,7,4,3,5,5,5,8,5,12,16,16,23,""
18,16,22,23,20,21,32,30,21,18,6,1,1,6,8,8,5,3,1,2,9,10,15,20,15,""
19,23,22,17,18,22,26,29,27,20,18,18,18,18,18,18,18,18,18,18,18,13,12,18,29,""
20,29,26,33,14,14,27,35,29,22,14,16,17,12,12,12,12,12,12,12,10,12,11,16,23,""
21,19,25,27,25,32,24,39,28,36,15,17,32,23,22,27,11,8,3,11,11,9,10,19,26,""
22,38,38,39,26,45,29,41,39,35,34,32,35,29,20,22,18,15,12,16,19,18,15,16,18,""
23,14,12,12,17,22,21,17,27,28,10,6,12,7,4,4,8,1,5,12,9,6,14,11,21,""
24,30,33,31,30,35,40,31,32,22,31,23,24,10,15,10,2,6,7,7,12,13,9,13,15,""
25,30,19,33,23,31,32,26,32,27,24,26,28,19,13,8,3,2,2,9,4,5,12,18,16,""
26,27,33,30,21,25,20,27,28,18,5,15,13,16,9,12,12,12,12,12,12,9,15,14,22,""
27,22,27,30,22,29,44,31,35,35,29,7,30,32,32,19,17,14,15,9,18,20,20,15,25,""
28,28,26,24,29,35,33,34,28,32,30,34,41,28,28,19,15,24,9,14,14,17,10,23,26,""
29,25,21,29,26,17,22,11,12,12,10,12,12,15,17,18,18,16,18,18,11,8,11,19,25,""
30,34,24,27,28,34,29,37,28,17,8,16,15,15,15,8,-1,3,2,4,11,11,8,21,5,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
