apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,51,68,78,75,65,50,33,45,40,26,30,32,25,18,22,14,16,16,-1,10,19,26,47,50,""
02,62,66,67,68,58,41,43,48,41,-1,-1,24,30,22,16,17,19,11,14,-1,-1,27,36,49,""
03,65,63,69,70,52,40,41,31,40,33,37,29,40,27,26,16,9,7,12,15,14,16,25,39,""
04,54,52,55,51,33,45,-1,-1,-1,37,21,18,21,28,17,15,10,8,9,-1,14,29,32,37,""
05,51,51,54,57,48,55,35,26,33,32,22,32,36,32,21,9,11,-1,-1,-1,24,31,26,54,""
06,75,62,60,53,61,40,36,54,40,31,29,41,26,34,17,15,18,16,11,11,22,32,45,49,""
07,68,80,73,64,62,54,52,42,41,45,43,48,32,36,30,23,16,12,10,13,24,33,36,66,""
08,63,69,73,81,53,56,-1,-1,-1,-1,-1,-1,-1,36,40,19,18,15,19,14,14,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,20,10,6,22,20,37,48,48,""
12,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,34,33,18,19,12,16,15,19,32,59,""
13,57,69,78,62,-1,-1,-1,-1,-1,-1,-1,49,45,40,23,17,17,15,15,19,29,42,51,60,""
14,76,70,76,69,58,59,51,44,60,50,52,48,30,35,27,29,15,14,10,21,17,28,29,40,""
15,61,62,68,47,51,61,46,43,43,37,36,43,42,43,23,15,18,13,14,15,13,23,40,53,""
16,64,70,69,75,51,44,29,44,33,48,39,36,39,34,39,21,15,19,10,9,15,23,34,53,""
17,58,71,60,53,67,43,36,46,39,37,35,45,42,34,27,25,19,7,20,11,18,18,32,44,""
18,52,61,53,64,59,47,38,40,36,47,26,36,52,34,24,20,12,12,10,15,18,29,36,54,""
19,66,74,66,71,73,57,51,43,59,52,45,42,48,49,35,22,15,14,10,16,21,32,33,41,""
20,78,73,73,76,73,57,47,58,62,59,56,61,39,42,19,19,21,21,15,24,29,21,42,48,""
21,60,73,80,79,63,58,63,47,52,43,40,50,54,41,36,26,21,13,9,-1,20,32,51,72,""
22,84,79,104,100,99,71,58,72,54,55,56,53,64,40,39,36,22,14,15,-1,20,23,25,49,""
23,44,75,67,75,71,54,42,44,44,45,52,60,51,36,33,24,17,17,17,14,20,32,38,44,""
24,50,63,56,74,60,48,46,50,42,50,41,26,51,28,24,25,12,19,15,10,11,13,25,49,""
25,82,77,65,60,66,52,37,49,50,48,43,28,36,30,21,24,23,16,6,12,16,29,38,31,""
26,59,61,63,51,58,59,45,41,46,44,60,55,60,36,21,29,11,8,17,11,15,16,27,39,""
27,60,70,58,58,50,60,59,34,44,48,48,45,44,52,26,22,22,16,7,-1,-1,28,20,33,""
28,34,40,44,61,36,46,43,47,41,30,31,41,45,38,22,13,17,-1,8,12,7,15,14,22,""
29,34,55,49,43,46,43,46,37,33,37,43,37,45,30,22,17,15,7,8,9,17,17,24,21,""
30,30,50,42,48,45,44,45,45,53,44,34,42,30,33,20,14,13,13,11,14,19,23,27,37,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
