apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,86,86,98,72,76,97,101,100,129,124,94,78,59,62,56,42,38,41,31,37,50,73,80,84,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,37,72,58,79,""
03,83,96,75,21,-1,-1,-1,-1,-1,-1,34,106,69,66,63,64,49,39,20,34,34,59,89,89,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,54,65,""
05,57,85,87,58,70,92,104,105,115,86,84,35,-1,-1,-1,-1,-1,-1,14,30,28,50,63,67,""
06,79,72,67,50,98,114,96,99,115,105,71,67,52,49,64,53,33,30,23,29,40,51,61,89,""
07,79,79,62,65,84,105,89,100,109,98,86,-1,14,69,60,41,32,30,28,25,32,51,74,69,""
08,82,79,84,73,105,100,103,91,115,90,101,69,72,58,58,53,29,20,17,32,44,39,73,83,""
09,91,79,89,41,-1,-1,-1,-1,-1,-1,-1,74,63,46,74,49,31,27,26,28,40,31,70,69,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,77,99,""
11,99,106,95,59,-1,-1,-1,-1,-1,-1,37,96,67,56,65,49,37,47,28,36,46,80,88,122,""
12,128,121,123,125,109,150,172,150,181,172,122,100,99,75,72,66,46,44,37,42,53,86,87,34,""
13,-1,-1,-1,-1,-1,-1,110,179,169,142,134,102,84,95,73,63,51,57,30,31,51,67,84,100,""
14,105,112,95,94,103,101,122,118,149,121,99,73,63,57,40,39,25,22,25,27,49,54,10,0,""
15,-1,-1,-1,-1,-1,-1,119,149,134,108,87,87,90,65,55,39,34,33,31,30,45,63,76,116,""
16,118,92,100,150,121,138,129,136,143,134,121,93,69,116,69,66,53,38,31,30,52,43,-1,0,""
17,-1,-1,-1,-1,-1,87,153,150,149,149,151,112,98,74,63,58,35,28,30,17,42,66,85,87,""
18,91,90,96,79,86,96,108,142,129,131,107,99,81,75,72,89,72,43,27,42,48,-1,74,104,""
19,106,135,121,115,118,158,165,159,181,139,138,119,91,70,79,63,43,69,39,57,36,52,61,107,""
20,100,119,101,112,143,161,184,186,158,175,122,78,40,-1,-1,-1,28,34,31,42,36,54,93,97,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,91,76,46,30,26,22,34,82,66,93,""
22,108,107,107,101,135,151,167,174,189,120,101,82,69,75,84,70,66,56,29,37,54,68,77,94,""
23,151,100,117,110,116,137,135,171,32,-1,113,121,104,55,76,67,73,46,26,35,41,53,84,114,""
24,90,129,94,89,115,158,164,150,175,174,104,85,71,93,94,87,63,40,41,32,45,62,97,92,""
25,93,107,101,117,132,147,159,169,153,118,83,65,57,38,33,49,40,25,33,34,39,61,84,86,""
26,94,101,74,95,82,131,149,187,162,145,168,91,86,100,91,91,62,40,34,34,50,74,80,199,""
27,139,98,79,119,120,143,141,162,173,151,101,88,87,104,110,90,63,34,31,37,52,63,79,100,""
28,107,97,81,-1,-1,-1,-1,-1,-1,-1,98,111,78,88,94,97,46,43,37,45,56,63,89,97,""
29,117,112,106,117,165,168,170,183,197,175,159,94,88,78,108,88,66,42,33,40,61,75,116,97,""
30,115,97,-1,-1,-1,-1,-1,-1,-1,-1,35,98,92,83,89,70,56,36,31,44,38,60,76,18,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
