jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,173,220,212,217,297,288,279,288,252,283,243,264,295,295,282,224,149,107,79,46,50,70,139,209,""
02,213,189,193,218,271,246,296,307,314,272,255,255,299,318,270,256,156,119,104,88,72,97,148,207,""
03,216,203,252,270,271,268,262,279,299,280,308,272,309,316,276,204,183,147,99,55,80,100,129,163,""
04,-1,-1,265,256,271,276,267,300,329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,82,-1,-1,0,""
05,-1,-1,203,252,293,313,278,274,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,88,104,165,196,""
06,208,201,186,220,314,308,303,262,223,171,-1,-1,-1,-1,150,98,122,126,-1,-1,-1,103,151,157,""
07,213,204,217,250,305,312,311,-1,-1,-1,-1,-1,-1,306,304,238,167,129,107,69,77,110,142,171,""
08,253,228,223,247,-1,298,305,333,258,101,-1,109,117,125,124,98,66,74,80,87,103,120,145,163,""
09,212,179,205,226,286,279,282,-1,177,145,98,80,93,148,127,-1,-1,-1,-1,-1,82,99,142,201,""
10,182,196,191,181,262,255,240,-1,-1,-1,247,228,201,213,237,219,182,110,83,57,63,95,144,196,""
11,206,218,254,298,324,305,302,320,338,366,315,253,209,197,255,218,190,139,106,88,86,110,148,170,""
12,246,246,204,227,264,232,247,244,259,271,251,202,216,-1,-1,196,167,138,99,83,76,99,144,171,""
13,198,209,206,214,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,-1,-1,-1,-1,-1,319,71,112,145,0,""
14,-1,244,200,225,243,270,259,271,324,319,306,253,241,265,261,219,207,113,94,70,85,122,128,176,""
15,182,177,184,213,251,272,259,287,289,299,325,262,-1,-1,-1,-1,-1,82,-1,-1,-1,91,120,152,""
16,191,215,201,240,244,275,282,303,-1,305,251,215,239,268,246,238,185,140,87,70,86,123,115,152,""
17,175,211,228,230,254,232,247,288,313,320,245,230,-1,-1,-1,-1,-1,-1,91,-1,-1,103,130,160,""
18,189,215,216,228,254,232,270,259,312,315,289,243,206,216,242,207,162,-1,-1,-1,86,91,125,164,""
19,184,191,155,202,256,263,-1,-1,-1,293,278,-1,-1,-1,228,214,111,-1,-1,-1,-1,82,111,140,""
20,181,214,252,273,299,286,252,313,305,316,331,-1,234,-1,-1,-1,181,137,90,70,84,116,151,193,""
21,-1,-1,230,-1,239,239,238,245,266,266,255,201,206,242,214,249,171,139,110,65,88,119,140,200,""
22,240,261,326,271,329,331,307,-1,272,306,266,242,238,244,228,182,162,141,102,101,109,-1,131,177,""
23,242,262,278,254,280,313,278,272,291,289,290,263,236,259,251,216,181,123,98,79,91,113,147,228,""
24,250,328,263,277,330,289,275,273,-1,305,265,210,189,239,243,210,174,112,89,95,85,93,131,170,""
25,267,263,275,282,320,293,277,272,302,295,251,230,195,214,237,191,154,115,94,80,90,108,168,236,""
26,286,275,272,228,322,309,226,210,-1,234,215,-1,185,209,-1,163,108,91,73,63,77,100,160,218,""
27,305,309,298,290,310,323,268,212,236,270,238,-1,-1,-1,209,172,139,109,-1,90,80,108,154,229,""
28,269,357,306,342,357,349,284,272,283,259,233,207,-1,-1,-1,220,121,120,111,93,115,147,183,269,""
29,342,329,365,309,396,354,311,-1,-1,-1,-1,-1,-1,-1,231,200,145,95,82,80,95,130,140,291,""
30,262,312,283,302,327,322,303,245,208,163,128,155,173,220,379,225,192,127,108,70,94,121,228,270,""
31,285,299,203,196,186,206,116,101,111,197,219,189,161,176,188,155,89,91,66,65,68,95,148,36,""
[E]mhlI{hm`fmlz`ngzl{`jlz'jf',"b"
