jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,39,44,50,40,58,34,50,-1,-1,60,48,56,86,-1,124,45,31,22,32,42,20,22,47,""
02,61,44,49,67,94,105,66,68,66,55,71,57,56,109,85,81,38,32,36,48,22,36,21,23,""
03,37,42,60,60,84,80,75,62,80,-1,73,26,79,56,36,26,24,17,14,6,16,28,22,31,""
04,62,118,50,60,50,41,52,56,36,64,-1,52,6,-1,-1,-1,-1,88,33,17,17,35,58,81,""
05,71,68,49,54,80,95,66,53,58,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,26,35,36,""
06,42,36,34,52,83,72,67,77,44,37,-1,41,-1,-1,83,54,120,33,-1,18,13,114,34,43,""
07,45,58,60,61,77,108,84,87,-1,-1,-1,-1,60,56,51,25,25,24,18,19,30,15,36,26,""
08,38,50,51,36,78,81,76,61,26,39,127,21,20,15,23,17,20,19,32,31,28,16,32,34,""
09,36,48,58,66,77,80,59,101,35,27,58,37,21,-1,39,45,-1,-1,-1,-1,30,29,31,36,""
10,34,61,36,57,77,76,63,82,-1,93,80,67,78,54,50,47,41,20,23,27,22,32,41,38,""
11,32,30,45,61,60,63,56,43,52,62,104,84,56,58,100,78,49,55,30,27,20,33,21,21,""
12,53,39,55,79,72,78,76,75,57,71,89,70,34,40,85,-1,44,25,26,25,38,35,32,51,""
13,48,50,54,67,61,54,63,-1,-1,-1,-1,-1,-1,-1,-1,91,61,91,61,-1,34,21,51,-1,""
14,72,39,63,64,61,71,67,81,63,80,58,72,63,66,66,44,-1,46,35,30,27,29,39,33,""
15,45,54,45,51,74,87,71,83,60,67,64,47,-1,-1,-1,-1,89,53,-1,-1,38,34,45,60,""
16,65,77,65,55,75,69,70,72,-1,35,39,32,28,44,70,33,15,19,5,8,6,6,13,11,""
17,29,42,54,40,61,80,62,80,43,-1,45,23,-1,-1,-1,-1,-1,73,19,-1,9,7,14,22,""
18,30,44,51,46,55,71,28,27,37,35,42,42,35,39,27,24,12,89,98,12,60,33,26,24,""
19,48,42,41,35,46,48,66,-1,66,42,37,40,44,-1,26,21,17,-1,-1,-1,34,6,15,55,""
20,57,69,62,56,66,65,72,79,71,58,64,75,81,93,-1,71,37,28,25,17,27,31,27,62,""
21,69,77,69,70,74,64,50,52,51,54,40,54,51,73,36,42,39,29,31,32,44,33,51,61,""
22,68,77,102,85,107,89,103,-1,-1,-1,-1,84,74,71,53,33,42,24,32,20,20,43,-1,46,""
23,89,92,85,74,88,81,69,46,57,62,62,44,61,51,49,41,27,29,17,14,19,31,25,31,""
24,68,95,93,79,120,84,86,65,83,57,51,28,57,70,63,64,30,30,27,26,30,37,33,29,""
25,50,78,77,84,111,94,102,68,89,85,89,85,61,73,85,72,53,46,60,52,48,30,79,88,""
26,93,108,94,116,159,144,92,9,75,69,71,58,66,57,68,80,57,39,39,35,27,40,56,108,""
27,106,131,141,134,160,139,106,102,80,68,87,-1,88,70,61,27,55,62,-1,37,27,49,50,85,""
28,116,129,143,150,181,153,130,72,72,76,108,93,106,116,96,75,60,63,43,51,42,39,49,95,""
29,122,113,147,137,165,148,97,89,-1,-1,-1,-1,-1,-1,73,48,42,63,40,35,61,64,68,113,""
30,141,130,128,113,152,120,81,53,58,54,41,48,40,52,63,41,46,37,34,34,33,42,61,87,""
31,99,118,100,112,109,73,55,39,53,66,71,112,76,69,57,44,38,21,55,23,22,24,32,-1,""
